participant,quarter,stimulusSet,item,rank,truthRank,session
256,W2024,SuperBowl halftime  1 GROUP,Emme Muñiz,5,,1
256,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,6,,1
256,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,7,,1
256,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,1,,1
256,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,2,,1
256,W2024,book publishing date 0 GROUP,The Color Purple,3,,1
256,W2024,book publishing date 0 GROUP,Pride and Prejudice,4,,1
256,W2024,book publishing date 0 GROUP,The Great Gatsby,5,,1
256,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,1,,1
256,W2024,book publishing date 1 GROUP,All Quiet on the Western Front,2,,1
256,W2024,book publishing date 1 GROUP,The Fellowship of the Ring,3,,1
256,W2024,book publishing date 1 GROUP,Crime and Punishment,4,,1
256,W2024,book publishing date 1 GROUP,The Da Vinci Code,5,,1
264,W2024,US cities  0 GROUP,Los Angeles,1,,1
264,W2024,US cities  0 GROUP,New York,2,,1
264,W2024,US cities  0 GROUP,Dallas,3,,1
264,W2024,US cities  1 GROUP,San Jose,1,,1
264,W2024,US cities  1 GROUP,Philadelphia,2,,1
264,W2024,US cities  1 GROUP,San Antonio,3,,1
264,W2024,US cities  1 GROUP,Chicago,4,,1
264,W2024,US cities  1 GROUP,San Diego,5,,1
264,W2024,US cities  1 GROUP,Phoenix,6,,1
264,W2024,US cities  1 GROUP,Houston,7,,1
264,W2024,recent events 0 GROUP,Michael Jackson's death,1,,1
264,W2024,recent events 0 GROUP,Game of Thrones Season 1 released,2,,1
264,W2024,recent events 0 GROUP,September 11th,3,,1
264,W2024,recent events 0 GROUP,iPhone introduced,4,,1
264,W2024,recent events 1 GROUP,Same Sex Marriage,1,,1
264,W2024,recent events 1 GROUP,US Invasion of Iraq,2,,1
264,W2024,recent events 1 GROUP,Sandy Hook shooting,3,,1
264,W2024,recent events 1 GROUP,Hurricane Katrina,4,,1
264,W2024,recent events 1 GROUP,Mean Girls released,5,,1
264,W2024,recent events 1 GROUP,Las Vegas shooting,6,,1
264,W2024,US presidents  0 GROUP,Dwight D. Eisenhower,1,,1
264,W2024,US presidents  0 GROUP,Theodore Roosevelt,2,,1
264,W2024,US presidents  0 GROUP,Franklin D. Roosevelt,3,,1
264,W2024,US presidents  0 GROUP,James Monroe,4,,1
264,W2024,US presidents  0 GROUP,John Adams,5,,1
264,W2024,US presidents  0 GROUP,Andrew Jackson,6,,1
264,W2024,US presidents  0 GROUP,Thomas Jefferson,7,,1
264,W2024,US presidents  0 GROUP,George Washington,8,,1
264,W2024,US presidents  1 GROUP,Harry S. Truman,1,,1
264,W2024,US presidents  1 GROUP,Woodrow Wilson,2,,1
264,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
264,W2024,US holidays 0 GROUP,Veterans Day,2,10,1
264,W2024,US holidays 0 GROUP,Martin Luther King Jr. Day,3,2,1
264,W2024,US holidays 0 GROUP,Memorial Day,4,4,1
264,W2024,US holidays 0 GROUP,Independence Day,5,5,1
264,W2024,US holidays 0 GROUP,Halloween,6,9,1
264,W2024,US holidays 0 GROUP,Thanksgiving Day,7,11,1
264,W2024,US holidays 1 GROUP,Labor Day,1,6,1
264,W2024,US holidays 1 GROUP,Presidents' Day,2,3,1
264,W2024,US holidays 1 GROUP,Indigenous Peoples' Day (changed Columbus Day),3,7,1
264,W2024,movie releases 0 GROUP,Spider-Man 3,1,,1
264,W2024,movie releases 0 GROUP,The Incredibles,2,,1
264,W2024,movie releases 0 GROUP,Titanic,3,,1
264,W2024,movie releases 0 GROUP,Jurassic Park,4,,1
264,W2024,movie releases 0 GROUP,The Lion King,5,,1
264,W2024,movie releases 1 GROUP,Harry Potter and the Sorcerer's Stone,1,,1
264,W2024,movie releases 1 GROUP,Finding Nemo,2,,1
264,W2024,movie releases 1 GROUP,Casino Royale,3,,1
264,W2024,movie releases 1 GROUP,The Da Vinci Code,4,,1
264,W2024,movie releases 1 GROUP,Independence Day,5,,1
264,W2024,US states 0 GROUP,Oregon,1,,1
264,W2024,US states 0 GROUP,Nebraska,2,,1
264,W2024,US states 1 GROUP,Connecticut,1,,1
264,W2024,US states 1 GROUP,Delaware,2,,1
264,W2024,US states 1 GROUP,Iowa,3,,1
264,W2024,US states 1 GROUP,Utah,4,,1
264,W2024,US states 1 GROUP,Ohio,5,,1
264,W2024,US states 1 GROUP,Alabama,6,,1
264,W2024,US states 1 GROUP,Maine,7,,1
264,W2024,US states 1 GROUP,Virginia,8,,1
264,W2024,animal speeds 0 GROUP,Cheetah,1,,1
264,W2024,animal speeds 0 GROUP,Peregrine falcon,2,,1
264,W2024,animal speeds 0 GROUP,Anna's hummingbird,3,,1
264,W2024,animal speeds 0 GROUP,Ostrich,4,,1
264,W2024,animal speeds 0 GROUP,Swordfish,5,,1
264,W2024,animal speeds 0 GROUP,Coyote,6,,1
264,W2024,animal speeds 0 GROUP,Mexican free-tailed bat,7,,1
264,W2024,animal speeds 1 GROUP,Blue wildebeest,1,,1
264,W2024,animal speeds 1 GROUP,Quarter horse,2,,1
264,W2024,animal speeds 1 GROUP,Rock dove,3,,1
264,W2024,Olympic medals 0 GROUP,United States,1,,1
264,W2024,Olympic medals 0 GROUP,China,2,,1
264,W2024,Olympic medals 0 GROUP,Great Britain,3,,1
264,W2024,Olympic medals 0 GROUP,France,4,,1
264,W2024,Olympic medals 0 GROUP,Italy,5,,1
264,W2024,Olympic medals 1 GROUP,Norway,1,,1
264,W2024,Olympic medals 1 GROUP,Japan,2,,1
264,W2024,Olympic medals 1 GROUP,Sweden,3,,1
264,W2024,Olympic medals 1 GROUP,Germany,4,,1
264,W2024,Olympic medals 1 GROUP,Soviet Union,5,,1
264,W2024,SuperBowl halftime  0 GROUP,The Weeknd,1,,1
264,W2024,SuperBowl halftime  0 GROUP,Eminem,2,,1
264,W2024,SuperBowl halftime  0 GROUP,Dr. Dre.,3,,1
264,W2024,SuperBowl halftime  0 GROUP,Snoop Dogg,4,,1
264,W2024,SuperBowl halftime  0 GROUP,Kendrick Lamar,5,,1
264,W2024,SuperBowl halftime  0 GROUP,Mary J. Blige,6,,1
264,W2024,SuperBowl halftime  0 GROUP,Justin Timberlake,7,,1
264,W2024,SuperBowl halftime  0 GROUP,The Tennessee Kids,8,,1
264,W2024,SuperBowl halftime  1 GROUP,Lady Gaga,1,,1
264,W2024,SuperBowl halftime  1 GROUP,Rihanna,2,,1
264,W2024,SuperBowl halftime  1 GROUP,Maroon 5,3,,1
264,W2024,SuperBowl halftime  1 GROUP,Travis Scott,4,,1
264,W2024,SuperBowl halftime  1 GROUP,Big Boi,5,,1
264,W2024,SuperBowl halftime  1 GROUP,Usher,6,,1
264,W2024,SuperBowl halftime  1 GROUP,Coldplay,7,,1
264,W2024,SuperBowl halftime  1 GROUP,Beyoncé,8,,1
264,W2024,SuperBowl halftime  1 GROUP,Bruno Mars,9,,1
264,W2024,SuperBowl halftime  1 GROUP,Katy Perry,10,,1
264,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,11,,1
264,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,12,,1
264,W2024,SuperBowl halftime  1 GROUP,Shakira,13,,1
264,W2024,SuperBowl halftime  1 GROUP,Jennifer Lopez,14,,1
264,W2024,SuperBowl halftime  1 GROUP,Bad Bunny,15,,1
264,W2024,SuperBowl halftime  1 GROUP,J Balvin,16,,1
264,W2024,SuperBowl halftime  1 GROUP,Emme Muñiz,17,,1
264,W2024,book publishing date 0 GROUP,The Great Gatsby,1,,1
264,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,2,,1
264,W2024,book publishing date 0 GROUP,Pride and Prejudice,3,,1
264,W2024,book publishing date 0 GROUP,The Fellowship of the Ring,4,,1
264,W2024,book publishing date 0 GROUP,The Da Vinci Code,5,,1
264,W2024,book publishing date 1 GROUP,The Color Purple,1,,1
264,W2024,book publishing date 1 GROUP,All Quiet on the Western Front,2,,1
264,W2024,book publishing date 1 GROUP,Harry Potter and the Sorcerer's Stone,3,,1
264,W2024,book publishing date 1 GROUP,Crime and Punishment,4,,1
264,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,5,,1
338,W2024,US cities  0 GROUP,Los Angeles,1,,1
338,W2024,US cities  0 GROUP,New York,2,,1
338,W2024,US cities  0 GROUP,San Jose,3,,1
338,W2024,US cities  0 GROUP,San Diego,4,,1
338,W2024,US cities  0 GROUP,Dallas,5,,1
338,W2024,US cities  0 GROUP,Chicago,6,,1
338,W2024,US cities  0 GROUP,Houston,7,,1
338,W2024,US cities  0 GROUP,San Antonio,8,,1
338,W2024,US cities  0 GROUP,Phoenix,9,,1
338,W2024,US cities  0 GROUP,Philadelphia,10,,1
338,W2024,recent events 0 GROUP,Same Sex Marriage,1,,1
338,W2024,recent events 0 GROUP,Las Vegas shooting,2,,1
338,W2024,recent events 0 GROUP,Game of Thrones Season 1 released,3,,1
338,W2024,recent events 0 GROUP,Mean Girls released,4,,1
338,W2024,recent events 0 GROUP,Hurricane Katrina,5,,1
338,W2024,recent events 0 GROUP,US Invasion of Iraq,6,,1
338,W2024,recent events 0 GROUP,Sandy Hook shooting,7,,1
338,W2024,recent events 0 GROUP,Michael Jackson's death,8,,1
338,W2024,recent events 1 GROUP,iPhone introduced,1,,1
338,W2024,recent events 1 GROUP,September 11th,2,,1
338,W2024,US presidents  0 GROUP,Theodore Roosevelt,1,,1
338,W2024,US presidents  0 GROUP,Harry S. Truman,2,,1
338,W2024,US presidents  0 GROUP,Franklin D. Roosevelt,3,,1
338,W2024,US presidents  0 GROUP,Andrew Jackson,4,,1
338,W2024,US presidents  0 GROUP,Thomas Jefferson,5,,1
338,W2024,US presidents  0 GROUP,George Washington,6,,1
338,W2024,US presidents  1 GROUP,James Monroe,1,,1
338,W2024,US presidents  1 GROUP,Dwight D. Eisenhower,2,,1
338,W2024,US presidents  1 GROUP,Woodrow Wilson,3,,1
338,W2024,US presidents  1 GROUP,John Adams,4,,1
338,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
338,W2024,US holidays 0 GROUP,Martin Luther King Jr. Day,2,2,1
338,W2024,US holidays 0 GROUP,Halloween,3,9,1
338,W2024,US holidays 0 GROUP,Thanksgiving Day,4,11,1
338,W2024,US holidays 1 GROUP,Presidents' Day,1,3,1
338,W2024,US holidays 1 GROUP,Independence Day,2,5,1
338,W2024,US holidays 1 GROUP,Veterans Day,3,10,1
338,W2024,US holidays 1 GROUP,Indigenous Peoples' Day (changed Columbus Day),4,7,1
338,W2024,US holidays 1 GROUP,Labor Day,5,6,1
338,W2024,US holidays 1 GROUP,Memorial Day,6,4,1
338,W2024,movie releases 0 GROUP,Casino Royale,1,,1
338,W2024,movie releases 0 GROUP,The Incredibles,2,,1
338,W2024,movie releases 0 GROUP,Finding Nemo,3,,1
338,W2024,movie releases 0 GROUP,The Lion King,4,,1
338,W2024,movie releases 0 GROUP,Spider-Man 3,5,,1
338,W2024,movie releases 0 GROUP,Harry Potter and the Sorcerer's Stone,6,,1
338,W2024,movie releases 0 GROUP,The Da Vinci Code,7,,1
338,W2024,movie releases 0 GROUP,Jurassic Park,8,,1
338,W2024,movie releases 0 GROUP,Titanic,9,,1
338,W2024,US states 0 GROUP,Oregon,1,,1
338,W2024,US states 0 GROUP,Maine,2,,1
338,W2024,US states 1 GROUP,Delaware,1,,1
338,W2024,US states 1 GROUP,Ohio,2,,1
338,W2024,US states 1 GROUP,Utah,3,,1
338,W2024,US states 1 GROUP,Alabama,4,,1
338,W2024,US states 1 GROUP,Nebraska,5,,1
338,W2024,US states 1 GROUP,Connecticut,6,,1
338,W2024,US states 1 GROUP,Iowa,7,,1
338,W2024,US states 1 GROUP,Virginia,8,,1
338,W2024,animal speeds 0 GROUP,Cheetah,1,,1
338,W2024,animal speeds 0 GROUP,Peregrine falcon,2,,1
338,W2024,animal speeds 0 GROUP,Mexican free-tailed bat,3,,1
338,W2024,animal speeds 0 GROUP,Anna's hummingbird,4,,1
338,W2024,animal speeds 0 GROUP,Coyote,5,,1
338,W2024,animal speeds 1 GROUP,Blue wildebeest,1,,1
338,W2024,animal speeds 1 GROUP,Rock dove,2,,1
338,W2024,animal speeds 1 GROUP,Ostrich,3,,1
338,W2024,animal speeds 1 GROUP,Quarter horse,4,,1
338,W2024,animal speeds 1 GROUP,Swordfish,5,,1
338,W2024,Olympic medals 0 GROUP,United States,1,,1
338,W2024,Olympic medals 0 GROUP,Soviet Union,2,,1
338,W2024,Olympic medals 0 GROUP,China,3,,1
338,W2024,Olympic medals 0 GROUP,Germany,4,,1
338,W2024,Olympic medals 0 GROUP,France,5,,1
338,W2024,Olympic medals 0 GROUP,Great Britain,6,,1
338,W2024,Olympic medals 0 GROUP,Japan,7,,1
338,W2024,Olympic medals 1 GROUP,Norway,1,,1
338,W2024,Olympic medals 1 GROUP,Sweden,2,,1
338,W2024,Olympic medals 1 GROUP,Italy,3,,1
338,W2024,SuperBowl halftime  0 GROUP,Lady Gaga,1,,1
338,W2024,SuperBowl halftime  0 GROUP,Rihanna,2,,1
338,W2024,SuperBowl halftime  0 GROUP,The Weeknd,3,,1
338,W2024,SuperBowl halftime  0 GROUP,Coldplay,4,,1
338,W2024,SuperBowl halftime  0 GROUP,Beyoncé,5,,1
338,W2024,SuperBowl halftime  0 GROUP,Bruno Mars,6,,1
338,W2024,SuperBowl halftime  1 GROUP,Eminem,1,,1
338,W2024,SuperBowl halftime  1 GROUP,Dr. Dre.,2,,1
338,W2024,SuperBowl halftime  1 GROUP,Snoop Dogg,3,,1
338,W2024,SuperBowl halftime  1 GROUP,Kendrick Lamar,4,,1
338,W2024,SuperBowl halftime  1 GROUP,Mary J. Blige,5,,1
338,W2024,SuperBowl halftime  1 GROUP,Maroon 5,6,,1
338,W2024,SuperBowl halftime  1 GROUP,Travis Scott,7,,1
338,W2024,SuperBowl halftime  1 GROUP,Big Boi,8,,1
338,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,9,,1
338,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,10,,1
338,W2024,SuperBowl halftime  1 GROUP,Usher,11,,1
338,W2024,SuperBowl halftime  1 GROUP,Shakira,12,,1
338,W2024,SuperBowl halftime  1 GROUP,Jennifer Lopez,13,,1
338,W2024,SuperBowl halftime  1 GROUP,Bad Bunny,14,,1
338,W2024,SuperBowl halftime  1 GROUP,J Balvin,15,,1
338,W2024,SuperBowl halftime  1 GROUP,Emme Muñiz,16,,1
338,W2024,SuperBowl halftime  1 GROUP,Katy Perry,17,,1
338,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,18,,1
338,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,19,,1
338,W2024,book publishing date 0 GROUP,All Quiet on the Western Front,1,,1
338,W2024,book publishing date 0 GROUP,Crime and Punishment,2,,1
338,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,3,,1
338,W2024,book publishing date 0 GROUP,The Great Gatsby,4,,1
338,W2024,book publishing date 0 GROUP,To Kill a Mockingbird,5,,1
338,W2024,book publishing date 0 GROUP,The Da Vinci Code,6,,1
338,W2024,book publishing date 1 GROUP,The Color Purple,1,,1
338,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,2,,1
338,W2024,book publishing date 1 GROUP,Pride and Prejudice,3,,1
338,W2024,book publishing date 1 GROUP,The Fellowship of the Ring,4,,1
421,W2024,US cities  0 GROUP,Los Angeles,1,,1
421,W2024,US cities  0 GROUP,Chicago,2,,1
421,W2024,US cities  1 GROUP,Dallas,1,,1
421,W2024,US cities  1 GROUP,San Antonio,2,,1
421,W2024,US cities  1 GROUP,San Jose,3,,1
421,W2024,US cities  1 GROUP,Phoenix,4,,1
421,W2024,US cities  1 GROUP,Philadelphia,5,,1
421,W2024,US cities  1 GROUP,Houston,6,,1
421,W2024,US cities  1 GROUP,New York,7,,1
421,W2024,US cities  1 GROUP,San Diego,8,,1
421,W2024,recent events 0 GROUP,Las Vegas shooting,1,,1
421,W2024,recent events 0 GROUP,Hurricane Katrina,2,,1
421,W2024,recent events 0 GROUP,Mean Girls released,3,,1
421,W2024,recent events 0 GROUP,September 11th,4,,1
421,W2024,recent events 0 GROUP,Same Sex Marriage,5,,1
421,W2024,recent events 1 GROUP,Game of Thrones Season 1 released,1,,1
421,W2024,recent events 1 GROUP,US Invasion of Iraq,2,,1
421,W2024,recent events 1 GROUP,Michael Jackson's death,3,,1
421,W2024,recent events 1 GROUP,Sandy Hook shooting,4,,1
421,W2024,recent events 1 GROUP,iPhone introduced,5,,1
421,W2024,US presidents  0 GROUP,Franklin D. Roosevelt,1,,1
421,W2024,US presidents  0 GROUP,George Washington,2,,1
421,W2024,US presidents  1 GROUP,Thomas Jefferson,1,,1
421,W2024,US presidents  1 GROUP,Theodore Roosevelt,2,,1
421,W2024,US presidents  1 GROUP,John Adams,3,,1
421,W2024,US presidents  1 GROUP,Dwight D. Eisenhower,4,,1
421,W2024,US presidents  1 GROUP,James Monroe,5,,1
421,W2024,US presidents  1 GROUP,Harry S. Truman,6,,1
421,W2024,US presidents  1 GROUP,Andrew Jackson,7,,1
421,W2024,US presidents  1 GROUP,Woodrow Wilson,8,,1
421,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
421,W2024,US holidays 0 GROUP,Martin Luther King Jr. Day,2,2,1
421,W2024,US holidays 0 GROUP,Presidents' Day,3,3,1
421,W2024,US holidays 0 GROUP,Memorial Day,4,4,1
421,W2024,US holidays 0 GROUP,Independence Day,5,5,1
421,W2024,US holidays 0 GROUP,Labor Day,6,6,1
421,W2024,US holidays 0 GROUP,Indigenous Peoples' Day (changed Columbus Day),7,7,1
421,W2024,US holidays 0 GROUP,Halloween,8,9,1
421,W2024,US holidays 0 GROUP,Veterans Day,9,10,1
421,W2024,US holidays 0 GROUP,Thanksgiving Day,10,11,1
421,W2024,movie releases 0 GROUP,Spider-Man 3,1,,1
421,W2024,movie releases 0 GROUP,Harry Potter and the Sorcerer's Stone,2,,1
421,W2024,movie releases 0 GROUP,Jurassic Park,3,,1
421,W2024,movie releases 0 GROUP,The Lion King,4,,1
421,W2024,movie releases 0 GROUP,The Incredibles,5,,1
421,W2024,movie releases 1 GROUP,Independence Day,1,,1
421,W2024,movie releases 1 GROUP,Finding Nemo,2,,1
421,W2024,movie releases 1 GROUP,The Da Vinci Code,3,,1
421,W2024,movie releases 1 GROUP,Casino Royale,4,,1
421,W2024,movie releases 1 GROUP,Titanic,5,,1
421,W2024,US states 0 GROUP,Oregon,1,,1
421,W2024,US states 0 GROUP,Utah,2,,1
421,W2024,US states 0 GROUP,Ohio,3,,1
421,W2024,US states 1 GROUP,Nebraska,1,,1
421,W2024,US states 1 GROUP,Maine,2,,1
421,W2024,US states 1 GROUP,Connecticut,3,,1
421,W2024,US states 1 GROUP,Delaware,4,,1
421,W2024,US states 1 GROUP,Iowa,5,,1
421,W2024,US states 1 GROUP,Virginia,6,,1
421,W2024,US states 1 GROUP,Alabama,7,,1
421,W2024,animal speeds 0 GROUP,Cheetah,1,,1
421,W2024,animal speeds 0 GROUP,Coyote,2,,1
421,W2024,animal speeds 0 GROUP,Quarter horse,3,,1
421,W2024,animal speeds 1 GROUP,Mexican free-tailed bat,1,,1
421,W2024,animal speeds 1 GROUP,Peregrine falcon,2,,1
421,W2024,animal speeds 1 GROUP,Anna's hummingbird,3,,1
421,W2024,animal speeds 1 GROUP,Swordfish,4,,1
421,W2024,animal speeds 1 GROUP,Ostrich,5,,1
421,W2024,animal speeds 1 GROUP,Blue wildebeest,6,,1
421,W2024,animal speeds 1 GROUP,Rock dove,7,,1
421,W2024,Olympic medals 0 GROUP,United States,1,,1
421,W2024,Olympic medals 0 GROUP,Japan,2,,1
421,W2024,Olympic medals 1 GROUP,Germany,1,,1
421,W2024,Olympic medals 1 GROUP,Sweden,2,,1
421,W2024,Olympic medals 1 GROUP,France,3,,1
421,W2024,Olympic medals 1 GROUP,Soviet Union,4,,1
421,W2024,Olympic medals 1 GROUP,Great Britain,5,,1
421,W2024,Olympic medals 1 GROUP,Italy,6,,1
421,W2024,Olympic medals 1 GROUP,China,7,,1
421,W2024,Olympic medals 1 GROUP,Norway,8,,1
421,W2024,SuperBowl halftime  0 GROUP,Usher,1,,1
421,W2024,SuperBowl halftime  0 GROUP,Eminem,2,,1
421,W2024,SuperBowl halftime  0 GROUP,Dr. Dre.,3,,1
421,W2024,SuperBowl halftime  0 GROUP,Snoop Dogg,4,,1
421,W2024,SuperBowl halftime  0 GROUP,Kendrick Lamar,5,,1
421,W2024,SuperBowl halftime  0 GROUP,Mary J. Blige,6,,1
421,W2024,SuperBowl halftime  1 GROUP,Lady Gaga,1,,1
421,W2024,SuperBowl halftime  1 GROUP,Katy Perry,2,,1
421,W2024,SuperBowl halftime  1 GROUP,Lenny Kravitz,3,,1
421,W2024,SuperBowl halftime  1 GROUP,Missy Elliot,4,,1
421,W2024,SuperBowl halftime  1 GROUP,Rihanna,5,,1
421,W2024,SuperBowl halftime  1 GROUP,The Weeknd,6,,1
421,W2024,SuperBowl halftime  1 GROUP,Coldplay,7,,1
421,W2024,SuperBowl halftime  1 GROUP,Beyoncé,8,,1
421,W2024,SuperBowl halftime  1 GROUP,Bruno Mars,9,,1
421,W2024,SuperBowl halftime  1 GROUP,Shakira,10,,1
421,W2024,SuperBowl halftime  1 GROUP,Jennifer Lopez,11,,1
421,W2024,SuperBowl halftime  1 GROUP,Bad Bunny,12,,1
421,W2024,SuperBowl halftime  1 GROUP,J Balvin,13,,1
421,W2024,SuperBowl halftime  1 GROUP,Emme Muñiz,14,,1
421,W2024,SuperBowl halftime  1 GROUP,Maroon 5,15,,1
421,W2024,SuperBowl halftime  1 GROUP,Travis Scott,16,,1
421,W2024,SuperBowl halftime  1 GROUP,Big Boi,17,,1
421,W2024,SuperBowl halftime  1 GROUP,Justin Timberlake,18,,1
421,W2024,SuperBowl halftime  1 GROUP,The Tennessee Kids,19,,1
421,W2024,book publishing date 0 GROUP,Harry Potter and the Sorcerer's Stone,1,,1
421,W2024,book publishing date 0 GROUP,The Fellowship of the Ring,2,,1
421,W2024,book publishing date 0 GROUP,Pride and Prejudice,3,,1
421,W2024,book publishing date 1 GROUP,The Great Gatsby,1,,1
421,W2024,book publishing date 1 GROUP,The Color Purple,2,,1
421,W2024,book publishing date 1 GROUP,All Quiet on the Western Front,3,,1
421,W2024,book publishing date 1 GROUP,To Kill a Mockingbird,4,,1
421,W2024,book publishing date 1 GROUP,One Hundred Years of Solitude,5,,1
421,W2024,book publishing date 1 GROUP,Crime and Punishment,6,,1
421,W2024,book publishing date 1 GROUP,The Da Vinci Code,7,,1
246,W2024,US cities  0 GROUP,New York,1,,1
246,W2024,US cities  0 GROUP,Los Angeles,2,,1
246,W2024,US cities  0 GROUP,Chicago,3,,1
246,W2024,US cities  0 GROUP,San Antonio,4,,1
246,W2024,US cities  0 GROUP,San Diego,5,,1
246,W2024,US cities  0 GROUP,San Jose,6,,1
246,W2024,US cities  1 GROUP,Houston,1,,1
246,W2024,US cities  1 GROUP,Phoenix,2,,1
246,W2024,US cities  1 GROUP,Philadelphia,3,,1
246,W2024,US cities  1 GROUP,Dallas,4,,1
246,W2024,recent events 0 GROUP,Same Sex Marriage,1,,1
246,W2024,recent events 0 GROUP,Las Vegas shooting,2,,1
246,W2024,recent events 0 GROUP,Game of Thrones Season 1 released,3,,1
246,W2024,recent events 0 GROUP,iPhone introduced,4,,1
246,W2024,recent events 0 GROUP,Hurricane Katrina,5,,1
246,W2024,recent events 0 GROUP,Mean Girls released,6,,1
246,W2024,recent events 1 GROUP,US Invasion of Iraq,1,,1
246,W2024,recent events 1 GROUP,Michael Jackson's death,2,,1
246,W2024,recent events 1 GROUP,September 11th,3,,1
246,W2024,recent events 1 GROUP,Sandy Hook shooting,4,,1
246,W2024,US presidents  0 GROUP,Franklin D. Roosevelt,1,,1
246,W2024,US presidents  0 GROUP,Theodore Roosevelt,2,,1
246,W2024,US presidents  0 GROUP,Andrew Jackson,3,,1
246,W2024,US presidents  0 GROUP,Thomas Jefferson,4,,1
246,W2024,US presidents  0 GROUP,George Washington,5,,1
246,W2024,US presidents  1 GROUP,John Adams,1,,1
246,W2024,US presidents  1 GROUP,Harry S. Truman,2,,1
246,W2024,US presidents  1 GROUP,Dwight D. Eisenhower,3,,1
246,W2024,US presidents  1 GROUP,Woodrow Wilson,4,,1
246,W2024,US presidents  1 GROUP,James Monroe,5,,1
246,W2024,US holidays 0 GROUP,New Year's Day,1,1,1
246,W2024,US holidays 0 GROUP,Independence Day,2,5,1
246,W2024,US holidays 0 GROUP,Labor Day,3,6,1
246,W2024,US holidays 0 GROUP,Halloween,4,9,1
246,W2024,US holidays 0 GROUP,Thanksgiving Day,5,11,1
246,W2024,US holidays 1 GROUP,Memorial Day,1,4,1
246,W2024,US holidays 1 GROUP,Martin Luther King Jr. Day,2,2,1
246,W2024,US holidays 1 GROUP,Indigenous Peoples' Day (changed Columbus Day),3,7,1
246,W2024,US holidays 1 GROUP,Veterans Day,4,10,1
246,W2024,US holidays 1 GROUP,Presidents' Day,5,3,1
246,W2024,movie releases 0 GROUP,Spider-Man 3,1,,1
246,W2024,movie releases 0 GROUP,The Da Vinci Code,2,,1
246,W2024,movie releases 0 GROUP,Finding Nemo,3,,1
246,W2024,movie releases 0 GROUP,Harry Potter and the Sorcerer's Stone,4,,1
246,W2024,movie releases 0 GROUP,Titanic,5,,1
246,W2024,movie releases 1 GROUP,Casino Royale,1,,1
246,W2024,movie releases 1 GROUP,The Incredibles,2,,1
246,W2024,movie releases 1 GROUP,Jurassic Park,3,,1
246,W2024,movie releases 1 GROUP,Independence Day,4,,1
246,W2024,movie releases 1 GROUP,The Lion King,5,,1
246,W2024,US states 0 GROUP,Utah,1,,1
246,W2024,US states 0 GROUP,Virginia,2,,1
246,W2024,US states 1 GROUP,Connecticut,1,,1
246,W2024,US states 1 GROUP,Ohio,2,,1
246,W2024,US states 1 GROUP,Maine,3,,1
246,W2024,US states 1 GROUP,Oregon,4,,1
246,W2024,US states 1 GROUP,Delaware,5,,1
246,W2024,US states 1 GROUP,Alabama,6,,1
246,W2024,US states 1 GROUP,Iowa,7,,1
246,W2024,US states 1 GROUP,Nebraska,8,,1
246,W2024,animal speeds 0 GROUP,Peregrine falcon,1,,1
246,W2024,animal speeds 0 GROUP,Mexican free-tailed bat,2,,1
246,W2024,animal speeds 0 GROUP,Rock dove,3,,1
246,W2024,animal speeds 0 GROUP,Cheetah,4,,1
246,W2024,animal speeds 0 GROUP,Anna's hummingbird,5,,1
246,W2024,animal speeds 0 GROUP,Ostrich,6,,1
246,W2024,animal speeds 1 GROUP,Blue wildebeest,1,,1
246,W2024,animal speeds 1 GROUP,Coyote,2,,1
246,W2024,animal speeds 1 GROUP,Swordfish,3,,1
246,W2024,animal speeds 1 GROUP,Quarter horse,4,,1
246,W2024,Olympic medals 0 GROUP,United States,1,,1
246,W2024,Olympic medals 0 GROUP,Germany,2,,1
246,W2024,Olympic medals 0 GROUP,France,3,,1
246,W2024,Olympic medals 0 GROUP,Italy,4,,1
246,W2024,Olympic medals 0 GROUP,China,5,,1
246,W2024,Olympic medals 0 GROUP,Norway,6,,1
246,W2024,Olympic medals 1 GROUP,Sweden,1,,1
246,W2024,Olympic medals 1 GROUP,Japan,2,,1
246,W2024,Olympic medals 1 GROUP,Soviet Union,3,,1
246,W2024,Olympic medals 1 GROUP,Great Britain,4,,1
246,W2024,SuperBowl halftime  0 GROUP,Rihanna,1,,1
246,W2024,SuperBowl halftime  0 GROUP,Shakira,2,,1
246,W2024,SuperBowl halftime  0 GROUP,Jennifer Lopez,3,,1
