participant,quarter,session,variance,problem,nPositions,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7
315,F2025,1,high,11,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
315,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
315,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
315,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
315,F2025,1,high,15,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
315,F2025,1,high,16,7,6,282.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
315,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
315,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
315,F2025,1,high,19,7,7,148.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
315,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
135,F2025,1,high,1,7,1,433.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
135,F2025,1,high,2,7,2,515.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
135,F2025,1,high,3,7,2,557.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
135,F2025,1,high,4,7,1,536.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
135,F2025,1,high,5,7,1,477.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
135,F2025,1,high,6,7,1,518.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
135,F2025,1,high,7,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
135,F2025,1,high,8,7,1,518.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
135,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
135,F2025,1,high,10,7,1,575.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
135,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
135,F2025,1,high,12,7,1,471.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
135,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
135,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
135,F2025,1,high,15,7,1,541.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
135,F2025,1,high,16,7,1,645.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
135,F2025,1,high,17,7,1,456.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
135,F2025,1,high,18,7,3,448.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
135,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
135,F2025,1,high,20,7,1,489.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
107,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
107,F2025,1,high,2,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
107,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
107,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
107,F2025,1,high,5,7,6,1.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
107,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
107,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
107,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
107,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
107,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
107,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
107,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
107,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
107,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
107,F2025,1,high,15,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
107,F2025,1,high,16,7,6,282.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
107,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
107,F2025,1,high,18,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
107,F2025,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
107,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
250,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
250,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
250,F2025,1,high,3,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
250,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
250,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
250,F2025,1,high,6,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
250,F2025,1,high,7,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
250,F2025,1,high,8,7,2,419.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
250,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
250,F2025,1,high,10,7,4,432.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
250,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
250,F2025,1,high,12,7,1,471.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
250,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
250,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
250,F2025,1,high,15,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
250,F2025,1,high,16,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
250,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
250,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
250,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
250,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
447,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
447,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
447,F2025,1,high,3,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
447,F2025,1,high,4,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
447,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
447,F2025,1,high,6,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
447,F2025,1,high,7,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
447,F2025,1,high,8,7,2,419.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
447,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
447,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
447,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
447,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
447,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
447,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
447,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
447,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
447,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
447,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
447,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
447,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
191,F2025,1,high,1,7,4,454.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
191,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
191,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
191,F2025,1,high,4,7,6,577.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
191,F2025,1,high,5,7,1,477.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
191,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
191,F2025,1,high,7,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
191,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
191,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
191,F2025,1,high,10,7,4,432.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
191,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
191,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
191,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
191,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
191,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
191,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
191,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
191,F2025,1,high,18,7,3,448.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
191,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
191,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
291,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
291,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
291,F2025,1,high,3,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
291,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
291,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
291,F2025,1,high,6,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
291,F2025,1,high,7,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
291,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
291,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
291,F2025,1,high,10,7,2,448.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
291,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
291,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
291,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
291,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
291,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
291,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
291,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
291,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
291,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
291,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
453,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
453,F2025,1,high,2,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
453,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
453,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
453,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
453,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
453,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
453,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
453,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
453,F2025,1,high,10,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
453,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
453,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
453,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
453,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
453,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
453,F2025,1,high,16,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
453,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
453,F2025,1,high,18,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
453,F2025,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
453,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
149,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
149,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
149,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
149,F2025,1,high,4,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
149,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
149,F2025,1,high,6,7,7,520.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
149,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
149,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
149,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
149,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
149,F2025,1,high,11,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
149,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
149,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
149,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
149,F2025,1,high,15,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
149,F2025,1,high,16,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
149,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
149,F2025,1,high,18,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
149,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
149,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
225,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
225,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
225,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
225,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
225,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
225,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
225,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
225,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
225,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
225,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
225,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
225,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
225,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
225,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
225,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
225,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
225,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
225,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
225,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
225,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
252,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
252,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
252,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
252,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
252,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
252,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
252,F2025,1,high,7,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
252,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
252,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
252,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
252,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
252,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
252,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
252,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
252,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
252,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
252,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
252,F2025,1,high,18,7,4,468.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
252,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
252,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
168,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
168,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
168,F2025,1,high,3,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
168,F2025,1,high,4,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
168,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
168,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
168,F2025,1,high,7,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
168,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
168,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
168,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
168,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
168,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
168,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
168,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
168,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
168,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
168,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
168,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
168,F2025,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
168,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
372,F2025,1,high,1,7,7,842.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
372,F2025,1,high,2,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
372,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
372,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
372,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
372,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
372,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
372,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
372,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
372,F2025,1,high,10,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
372,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
372,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
372,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
372,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
372,F2025,1,high,15,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
372,F2025,1,high,16,7,6,282.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
372,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
372,F2025,1,high,18,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
372,F2025,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
372,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
167,F2025,1,high,1,7,7,842.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
167,F2025,1,high,2,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
167,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
167,F2025,1,high,4,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
167,F2025,1,high,5,7,6,1.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
167,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
167,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
167,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
167,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
167,F2025,1,high,10,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
167,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
167,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
167,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
167,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
167,F2025,1,high,15,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
167,F2025,1,high,16,7,6,282.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
167,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
167,F2025,1,high,18,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
167,F2025,1,high,19,7,7,148.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
167,F2025,1,high,20,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
493,F2025,1,high,1,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
493,F2025,1,high,2,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
493,F2025,1,high,3,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
493,F2025,1,high,4,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
493,F2025,1,high,5,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
493,F2025,1,high,6,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
493,F2025,1,high,7,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
493,F2025,1,high,8,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
493,F2025,1,high,9,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
493,F2025,1,high,10,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
493,F2025,1,high,11,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
493,F2025,1,high,12,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
493,F2025,1,high,13,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
493,F2025,1,high,14,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
493,F2025,1,high,15,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
493,F2025,1,high,16,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
493,F2025,1,high,17,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
493,F2025,1,high,18,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
493,F2025,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
493,F2025,1,high,20,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
