participant,environment,problem,problemOrder,choicePosition,value,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
40,male,29,28,4,60,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
40,male,30,30,8,57,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
40,male,31,15,6,51,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
40,male,32,47,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
40,male,33,17,5,57,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
40,male,34,31,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
40,male,35,14,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
40,male,36,35,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
40,male,37,50,3,61,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
40,male,38,25,5,76,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
40,male,39,1,6,75,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
40,male,40,44,4,77,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
40,male,41,6,6,65,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
40,male,42,13,4,81,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
40,male,43,4,5,71,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
40,male,44,32,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
40,male,45,49,5,68,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
40,male,46,36,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
40,male,47,16,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
40,male,48,40,5,59,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
40,male,49,46,4,83,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
40,male,50,5,4,63,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
41,female,1,22,4,96,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
41,female,2,11,5,96,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
41,female,3,23,5,75,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
41,female,4,24,3,83,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
41,female,5,5,5,87,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
41,female,6,20,4,99,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
41,female,7,33,4,83,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
41,female,8,1,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
41,female,9,34,3,99,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
41,female,10,44,6,83,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
41,female,11,19,5,79,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
41,female,12,10,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
41,female,13,21,3,94,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
41,female,14,25,3,85,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
41,female,15,28,15,30,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
41,female,16,43,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
41,female,17,36,3,89,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
41,female,18,40,3,88,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
41,female,19,26,4,98,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
41,female,20,17,3,87,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
41,female,21,12,6,77,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
41,female,22,3,3,90,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
41,female,23,42,5,90,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
41,female,24,8,4,88,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
41,female,25,31,4,92,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
41,female,26,9,4,80,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
41,female,27,14,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
41,female,28,50,3,93,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
41,female,29,2,3,84,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
41,female,30,39,4,99,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
41,female,31,16,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
41,female,32,4,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
41,female,33,6,5,98,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
41,female,34,49,8,65,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
41,female,35,27,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
41,female,36,29,3,98,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
41,female,37,38,5,99,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
41,female,38,15,8,99,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
41,female,39,18,3,99,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
41,female,40,41,4,89,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
41,female,41,32,4,88,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
41,female,42,37,3,83,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
41,female,43,46,5,74,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
41,female,44,45,6,99,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
41,female,45,47,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
41,female,46,7,7,99,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
41,female,47,35,5,92,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
41,female,48,48,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
41,female,49,30,3,99,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
41,female,50,13,4,89,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
41,male,1,12,6,89,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
41,male,2,29,7,97,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
41,male,3,31,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
41,male,4,41,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
41,male,5,40,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
41,male,6,10,5,91,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
41,male,7,23,5,89,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
41,male,8,47,10,45,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
41,male,9,1,6,92,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
41,male,10,32,4,95,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
41,male,11,25,7,80,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
41,male,12,27,5,92,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
41,male,13,48,6,99,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
41,male,14,8,11,69,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
41,male,15,3,7,97,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
41,male,16,4,8,92,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
41,male,17,37,15,12,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
41,male,18,42,5,99,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
41,male,19,21,5,99,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
41,male,20,13,2,39,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
41,male,21,49,6,71,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
41,male,22,9,7,87,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
41,male,23,16,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
41,male,24,35,8,99,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
41,male,25,50,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
41,male,26,19,12,35,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
41,male,27,5,8,85,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
41,male,28,39,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
41,male,29,33,7,71,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
41,male,30,11,7,74,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
41,male,31,36,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
41,male,32,7,6,99,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
41,male,33,30,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
41,male,34,18,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
41,male,35,6,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
41,male,36,44,6,87,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
41,male,37,20,6,95,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
41,male,38,26,6,87,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
41,male,39,15,7,97,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
41,male,40,14,6,76,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
41,male,41,24,11,67,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
41,male,42,17,5,99,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
41,male,43,28,7,85,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
41,male,44,2,5,99,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
41,male,45,43,9,79,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
41,male,46,34,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
41,male,47,38,4,93,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
41,male,48,46,7,66,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
41,male,49,45,4,83,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
41,male,50,22,7,93,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
42,female,1,36,4,96,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
42,female,2,15,2,80,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
42,female,3,41,5,75,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
42,female,4,45,3,83,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
42,female,5,40,5,87,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
42,female,6,25,4,99,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
42,female,7,22,5,87,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
42,female,8,44,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
42,female,9,29,3,99,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
42,female,10,26,6,83,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
42,female,11,16,11,41,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
42,female,12,24,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
42,female,13,35,3,94,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
42,female,14,7,14,36,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
42,female,15,48,2,58,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
42,female,16,20,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
42,female,17,2,6,97,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
42,female,18,5,4,92,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
42,female,19,28,4,98,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
42,female,20,3,3,87,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
42,female,21,42,10,49,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
42,female,22,4,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
42,female,23,13,5,90,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
42,female,24,14,2,76,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
42,female,25,8,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
42,female,26,38,4,80,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
42,female,27,18,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
42,female,28,23,3,93,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
42,female,29,46,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
42,female,30,11,4,99,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
42,female,31,50,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
42,female,32,30,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
42,female,33,1,8,61,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
42,female,34,31,8,65,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
42,female,35,37,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
42,female,36,27,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
42,female,37,49,5,99,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
42,female,38,9,8,99,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
42,female,39,32,3,99,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
42,female,40,12,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
42,female,41,6,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
42,female,42,10,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
42,female,43,33,7,70,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
42,female,44,34,2,73,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
42,female,45,47,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
42,female,46,39,7,99,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
42,female,47,43,6,84,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
42,female,48,17,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
42,female,49,19,3,99,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
42,female,50,21,4,89,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
42,male,1,42,1,37,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
42,male,2,9,1,36,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
42,male,3,37,1,33,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
42,male,4,23,1,42,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
42,male,5,3,1,39,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
42,male,6,41,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
42,male,7,15,1,52,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
42,male,8,47,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
42,male,9,13,4,56,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
42,male,10,39,2,43,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
42,male,11,10,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
42,male,12,43,3,54,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
42,male,13,24,1,41,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
42,male,14,50,2,45,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
42,male,15,20,2,35,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
42,male,16,5,2,42,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
42,male,17,7,2,32,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
42,male,18,19,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
42,male,19,17,1,47,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
42,male,20,44,1,33,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
42,male,21,11,2,52,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
42,male,22,12,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
42,male,23,21,5,57,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
42,male,24,32,2,47,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
42,male,25,49,3,47,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
42,male,26,1,1,31,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
42,male,27,16,4,68,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
42,male,28,40,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
42,male,29,25,4,60,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
42,male,30,22,2,42,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
42,male,31,27,1,45,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
42,male,32,48,3,42,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
42,male,33,36,2,55,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
42,male,34,4,2,42,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
42,male,35,29,1,33,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
42,male,36,26,3,42,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
42,male,37,35,1,44,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
42,male,38,33,3,66,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
42,male,39,46,1,30,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
42,male,40,18,2,53,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
42,male,41,45,1,34,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
42,male,42,2,2,41,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
42,male,43,31,3,54,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
42,male,44,14,1,38,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
42,male,45,30,1,36,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
42,male,46,34,2,40,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
42,male,47,8,1,44,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
42,male,48,38,1,42,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
42,male,49,28,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
42,male,50,6,2,44,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
43,female,1,27,3,76,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
43,female,2,14,1,73,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
43,female,3,19,2,76,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
43,female,4,48,2,71,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
43,female,5,29,2,74,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
43,female,6,6,2,83,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
43,female,7,45,2,75,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
43,female,8,21,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
43,female,9,20,2,70,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
43,female,10,37,3,76,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
43,female,11,40,2,73,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
43,female,12,32,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
43,female,13,1,2,69,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
43,female,14,30,2,78,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
43,female,15,4,15,30,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
43,female,16,22,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
43,female,17,7,3,89,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
43,female,18,9,3,88,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
43,female,19,8,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
43,female,20,28,2,78,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
43,female,21,42,2,71,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
43,female,22,11,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
43,female,23,5,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
43,female,24,3,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
43,female,25,31,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
43,female,26,35,2,76,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
43,female,27,34,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
43,female,28,39,3,93,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
43,female,29,18,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
43,female,30,10,2,80,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
43,female,31,24,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
43,female,32,26,2,70,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
43,female,33,38,3,79,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
43,female,34,41,2,71,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
43,female,35,50,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
43,female,36,15,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
43,female,37,25,2,79,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
43,female,38,16,2,73,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
43,female,39,46,2,73,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
43,female,40,47,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
43,female,41,2,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
43,female,42,12,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
43,female,43,44,2,69,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
43,female,44,49,2,73,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
43,female,45,13,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
43,female,46,23,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
43,female,47,33,3,70,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
43,female,48,17,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
43,female,49,36,3,99,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
43,female,50,43,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
43,male,1,11,5,69,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
43,male,2,7,7,97,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
43,male,3,39,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
43,male,4,49,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
43,male,5,14,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
43,male,6,8,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
43,male,7,23,4,79,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
43,male,8,4,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
43,male,9,3,5,76,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
43,male,10,12,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
43,male,11,31,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
43,male,12,43,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
43,male,13,44,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
43,male,14,30,6,79,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
43,male,15,6,4,69,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
43,male,16,35,5,77,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
43,male,17,33,15,12,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
43,male,18,2,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
43,male,19,41,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
43,male,20,19,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
43,male,21,10,5,68,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
43,male,22,28,7,87,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
43,male,23,34,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
43,male,24,38,5,73,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
43,male,25,40,6,99,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
43,male,26,20,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
43,male,27,37,4,68,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
43,male,28,22,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
43,male,29,17,6,69,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
43,male,30,21,7,74,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
43,male,31,1,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
43,male,32,29,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
43,male,33,25,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
43,male,34,24,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
43,male,35,27,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
43,male,36,26,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
43,male,37,16,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
43,male,38,5,5,76,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
43,male,39,18,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
43,male,40,13,4,77,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
43,male,41,45,15,33,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
43,male,42,50,4,81,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
43,male,43,48,5,71,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
43,male,44,47,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
43,male,45,32,5,68,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
43,male,46,36,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
43,male,47,9,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
43,male,48,15,8,79,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
43,male,49,42,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
43,male,50,46,6,71,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
44,female,1,17,4,96,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
44,female,2,23,5,96,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
44,female,3,30,10,74,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
44,female,4,46,12,46,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
44,female,5,48,5,87,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
44,female,6,31,4,99,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
44,female,7,37,5,87,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
44,female,8,34,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
44,female,9,32,3,99,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
