participant,problemLength,problem,choicePosition,confidence,presentationOrder,value1,value2,value3,value4,value5
40,20,22,11,8,18,17.11,41.51,4.22,71.77,1.91
40,20,23,8,5,24,79.89,70.4,25.35,24.43,23.83
40,20,24,20,1,21,50.37,49.56,30.66,16.09,79.86
40,20,25,8,4,1,73.07,47.78,13.37,88.04,20.16
40,20,26,8,6,28,64.2,21.53,24.27,43.41,21.9
40,20,27,14,8,2,64.88,71.61,48.43,12.84,60.69
40,20,28,5,3,32,12.86,28.53,65.68,32.97,95.83
40,20,29,15,8,20,30.15,92.27,87.04,27.3,83.97
40,20,30,15,7,22,18.24,52.96,46.35,40.77,17.54
40,20,31,2,5,39,42.74,97.58,72.16,45.9,74.95
40,20,32,5,5,27,13.31,8.8,22.28,32.06,97.62
40,20,33,8,7,15,4.16,25.91,89.1,34.11,60.06
40,20,34,8,5,29,42.37,64.56,60.08,49.57,36.07
40,20,35,10,7,19,90.39,90.32,14.05,43.16,76.99
40,20,36,14,5,12,33.11,18.54,15.94,11.25,3.96
40,20,37,19,9,11,52.55,40.33,70.04,6.43,72.41
40,20,38,3,4,36,27.75,65.46,95.24,32.93,81.65
40,20,39,14,7,10,1.91,9.68,87.84,20.77,57.67
40,20,40,15,7,31,72.35,30.84,63.31,80.41,65.47
41,5,1,5,1,6,80.64,26.12,39.64,20.99,5.54
41,5,2,5,1,32,56.79,32.83,9.16,11.21,28.59
41,5,3,1,4,30,97.57,84.66,49.56,84.79,47.7
41,5,4,5,1,2,85.57,0.93,8.29,74.34,45.3
41,5,5,5,1,24,72.53,20.53,37.3,55.41,48.34
41,5,6,1,6,28,93.65,13.72,87.13,18.5,12.63
41,5,7,1,4,27,90.6,57.93,36.22,47.47,72.58
41,5,8,5,1,4,75.33,71.0,73.57,13.4,6.67
41,5,9,5,1,35,1.6,84.14,28.73,10.6,21.34
41,5,10,5,1,7,42.62,88.69,59.69,50.12,19.12
41,5,11,5,1,9,47.82,86.43,79.5,1.09,22.96
41,5,12,5,1,40,40.69,64.4,20.55,35.77,24.26
41,5,13,5,1,34,41.56,81.14,15.1,29.74,40.65
41,5,14,5,1,20,16.7,79.29,44.57,3.28,72.47
41,5,15,5,1,5,26.96,82.33,72.0,53.6,79.91
41,5,16,5,1,17,38.94,87.86,60.85,23.82,18.41
41,5,17,3,6,15,21.58,38.91,99.33,8.09,25.73
41,5,18,5,1,31,10.19,32.5,60.65,24.1,1.96
41,5,19,5,1,26,4.28,59.75,63.31,10.15,46.28
41,5,20,1,3,19,81.06,8.23,84.36,54.35,27.14
41,5,21,3,6,16,62.95,56.27,99.72,49.44,22.11
41,5,22,3,5,33,79.27,20.71,91.32,48.54,40.19
41,5,23,3,6,23,23.29,18.97,94.04,19.48,16.74
41,5,24,5,1,29,55.75,47.9,75.58,71.25,66.86
41,5,25,5,1,25,32.2,12.46,35.46,42.2,39.75
41,5,26,5,1,36,24.08,0.51,17.78,79.51,67.9
41,5,27,4,4,21,4.06,29.95,44.94,75.46,19.64
41,5,28,5,1,11,36.77,55.08,53.56,68.71,11.83
41,5,29,5,1,39,20.1,30.46,4.03,77.66,17.1
41,5,30,4,7,14,59.93,73.74,57.24,96.09,8.58
41,5,31,4,7,38,66.99,0.61,11.28,90.36,15.49
41,5,32,4,7,1,54.21,16.72,3.2,94.74,26.35
41,5,33,5,9,10,65.68,4.26,62.89,54.59,97.3
41,5,34,5,9,22,43.71,70.63,22.08,52.41,80.06
41,5,35,5,9,8,16.26,45.62,18.84,59.7,82.0
41,5,36,5,9,3,78.69,11.41,14.97,44.7,87.95
41,5,37,5,9,37,64.86,24.37,61.51,18.96,85.23
41,5,38,5,9,12,7.95,21.81,3.95,26.67,67.8
41,5,39,5,9,13,38.87,67.67,55.2,12.99,87.42
41,5,40,5,9,18,56.89,29.93,38.25,12.07,85.33
41,10,1,1,3,8,97.47,40.22,51.55,51.02,59.36
41,10,2,10,1,38,85.56,20.49,47.81,38.13,42.42
41,10,3,1,5,15,99.55,94.77,17.22,37.31,34.97
41,10,4,10,1,35,65.85,56.09,40.85,13.95,42.12
41,10,5,9,3,23,65.09,86.18,18.31,5.58,32.32
41,10,6,10,1,34,87.5,89.26,1.7,51.66,4.18
41,10,7,10,1,16,26.17,98.8,66.31,46.15,28.85
41,10,8,2,4,40,13.03,95.84,45.74,57.76,83.81
41,10,9,10,1,33,77.08,73.87,84.07,2.58,41.25
41,10,10,10,1,24,33.25,59.52,87.56,19.9,35.55
41,10,11,3,5,2,64.13,14.49,99.28,77.71,93.54
41,10,12,10,1,4,65.29,72.92,89.05,33.29,73.82
41,10,13,10,1,32,81.78,14.59,72.99,97.31,78.06
41,10,14,4,4,27,0.17,23.8,7.96,99.58,93.74
41,10,15,10,1,39,40.71,19.05,24.62,93.17,10.68
41,10,16,10,1,20,42.53,3.29,8.78,89.55,39.7
41,10,17,5,5,1,52.74,39.65,46.45,25.38,98.62
41,10,18,10,1,14,50.8,9.5,57.14,61.64,70.72
41,10,19,5,5,6,24.82,31.31,90.76,77.18,95.78
41,10,20,5,5,31,7.2,25.71,37.72,1.71,95.72
41,10,21,5,5,29,80.74,42.22,68.02,66.19,93.73
41,10,22,6,3,5,86.9,60.3,66.28,41.9,46.05
41,10,23,6,6,30,40.81,25.04,33.45,79.89,42.57
41,10,24,6,6,21,8.42,15.41,61.44,16.83,61.97
41,10,25,10,1,18,47.11,4.8,58.31,34.88,4.52
41,10,26,10,1,19,63.58,74.62,43.79,55.12,43.72
41,10,27,7,7,3,40.93,87.82,63.91,36.57,53.41
41,10,28,10,1,11,46.51,24.55,57.43,7.71,22.49
41,10,29,8,6,36,28.45,41.14,72.02,18.18,46.1
41,10,30,8,7,22,77.26,88.45,82.63,33.84,65.52
41,10,31,10,1,17,28.0,15.36,15.88,56.86,29.52
41,10,32,3,4,7,46.01,69.99,93.61,8.95,38.69
41,10,33,9,4,37,1.7,37.5,24.16,54.02,67.98
41,10,34,10,1,26,0.34,34.73,13.02,0.62,15.46
41,10,35,9,7,25,59.21,43.91,29.47,2.21,40.21
41,10,36,9,5,13,15.27,21.13,12.35,60.78,79.66
41,10,37,10,9,9,51.05,40.37,28.69,48.66,78.66
41,10,38,1,5,12,96.21,47.58,67.49,11.64,69.56
41,10,39,10,9,28,17.39,89.04,51.56,64.15,22.18
41,10,40,10,1,10,54.81,27.94,17.51,81.86,26.83
41,20,1,20,1,17,93.43,69.55,76.24,40.54,1.33
41,20,2,1,3,27,97.8,71.89,55.65,63.55,51.07
41,20,3,2,3,32,9.72,99.6,38.46,64.12,88.29
41,20,4,2,2,33,20.72,97.49,43.45,52.29,40.97
41,20,5,1,2,35,97.76,15.01,99.28,27.23,73.15
41,20,6,20,1,8,82.96,31.73,83.36,78.58,6.0
41,20,7,1,2,15,96.11,32.42,86.46,97.04,48.62
41,20,8,4,3,24,27.12,52.37,54.95,98.17,57.6
41,20,9,2,2,2,89.67,93.07,84.17,66.51,98.49
41,20,10,20,1,3,58.91,84.11,65.89,39.98,90.96
41,20,11,6,3,12,91.79,26.14,49.55,67.2,69.6
41,20,12,6,4,37,44.17,40.94,64.34,44.25,79.64
41,20,13,7,4,19,21.59,24.9,80.31,22.85,69.47
41,20,14,20,1,13,59.53,50.09,75.56,58.22,0.9
41,20,15,20,1,26,68.55,43.56,18.79,24.64,10.8
41,20,16,20,1,23,20.82,46.86,17.68,24.76,61.38
41,20,17,9,7,31,37.98,32.41,93.61,35.63,27.62
41,20,18,20,1,22,49.9,2.85,90.19,62.37,18.35
41,20,19,5,3,30,40.57,56.42,7.34,80.88,99.02
41,20,20,10,5,6,34.28,42.0,7.38,74.76,44.48
41,20,21,11,7,36,78.92,22.84,51.44,29.98,8.11
41,20,22,11,4,5,17.11,41.51,4.22,71.77,1.91
41,20,23,12,6,1,79.89,70.4,25.35,24.43,23.83
41,20,24,20,1,16,50.37,49.56,30.66,16.09,79.86
41,20,25,12,4,29,73.07,47.78,13.37,88.04,20.16
41,20,26,13,8,40,64.2,21.53,24.27,43.41,21.9
41,20,27,14,8,10,64.88,71.61,48.43,12.84,60.69
41,20,28,5,3,20,12.86,28.53,65.68,32.97,95.83
41,20,29,2,3,28,30.15,92.27,87.04,27.3,83.97
41,20,30,15,3,21,18.24,52.96,46.35,40.77,17.54
41,20,31,2,3,14,42.74,97.58,72.16,45.9,74.95
41,20,32,5,4,38,13.31,8.8,22.28,32.06,97.62
41,20,33,17,8,9,4.16,25.91,89.1,34.11,60.06
41,20,34,17,6,25,42.37,64.56,60.08,49.57,36.07
41,20,35,18,8,39,90.39,90.32,14.05,43.16,76.99
41,20,36,20,1,34,33.11,18.54,15.94,11.25,3.96
41,20,37,19,8,18,52.55,40.33,70.04,6.43,72.41
41,20,38,19,5,4,27.75,65.46,95.24,32.93,81.65
41,20,39,14,6,7,1.91,9.68,87.84,20.77,57.67
41,20,40,15,4,11,72.35,30.84,63.31,80.41,65.47
42,5,1,1,6,27,80.64,26.12,39.64,20.99,5.54
42,5,2,5,1,35,56.79,32.83,9.16,11.21,28.59
42,5,3,1,8,16,97.57,84.66,49.56,84.79,47.7
42,5,4,1,7,4,85.57,0.93,8.29,74.34,45.3
42,5,5,1,6,6,72.53,20.53,37.3,55.41,48.34
42,5,6,1,8,39,93.65,13.72,87.13,18.5,12.63
42,5,7,1,7,9,90.6,57.93,36.22,47.47,72.58
42,5,8,1,5,38,75.33,71.0,73.57,13.4,6.67
42,5,9,2,4,11,1.6,84.14,28.73,10.6,21.34
42,5,10,2,7,18,42.62,88.69,59.69,50.12,19.12
42,5,11,2,5,15,47.82,86.43,79.5,1.09,22.96
42,5,12,5,1,33,40.69,64.4,20.55,35.77,24.26
42,5,13,2,6,21,41.56,81.14,15.1,29.74,40.65
42,5,14,2,7,36,16.7,79.29,44.57,3.28,72.47
42,5,15,2,5,28,26.96,82.33,72.0,53.6,79.91
42,5,16,2,6,31,38.94,87.86,60.85,23.82,18.41
42,5,17,3,9,29,21.58,38.91,99.33,8.09,25.73
42,5,18,5,1,23,10.19,32.5,60.65,24.1,1.96
42,5,19,3,5,19,4.28,59.75,63.31,10.15,46.28
42,5,20,1,6,20,81.06,8.23,84.36,54.35,27.14
42,5,21,3,9,8,62.95,56.27,99.72,49.44,22.11
42,5,22,1,5,32,79.27,20.71,91.32,48.54,40.19
42,5,23,3,8,26,23.29,18.97,94.04,19.48,16.74
42,5,24,3,7,30,55.75,47.9,75.58,71.25,66.86
42,5,25,5,1,24,32.2,12.46,35.46,42.2,39.75
42,5,26,4,8,2,24.08,0.51,17.78,79.51,67.9
42,5,27,4,7,12,4.06,29.95,44.94,75.46,19.64
42,5,28,4,7,5,36.77,55.08,53.56,68.71,11.83
42,5,29,4,6,14,20.1,30.46,4.03,77.66,17.1
42,5,30,2,6,17,59.93,73.74,57.24,96.09,8.58
42,5,31,4,8,25,66.99,0.61,11.28,90.36,15.49
42,5,32,4,8,37,54.21,16.72,3.2,94.74,26.35
42,5,33,5,9,40,65.68,4.26,62.89,54.59,97.3
42,5,34,5,9,13,43.71,70.63,22.08,52.41,80.06
42,5,35,4,4,3,16.26,45.62,18.84,59.7,82.0
42,5,36,1,3,34,78.69,11.41,14.97,44.7,87.95
42,5,37,5,9,10,64.86,24.37,61.51,18.96,85.23
42,5,38,5,9,1,7.95,21.81,3.95,26.67,67.8
42,5,39,5,9,22,38.87,67.67,55.2,12.99,87.42
42,5,40,5,9,7,56.89,29.93,38.25,12.07,85.33
42,10,1,1,8,32,97.47,40.22,51.55,51.02,59.36
42,10,2,10,1,23,85.56,20.49,47.81,38.13,42.42
42,10,3,1,9,29,99.55,94.77,17.22,37.31,34.97
42,10,4,8,4,5,65.85,56.09,40.85,13.95,42.12
42,10,5,2,4,20,65.09,86.18,18.31,5.58,32.32
42,10,6,2,6,27,87.5,89.26,1.7,51.66,4.18
42,10,7,2,8,6,26.17,98.8,66.31,46.15,28.85
42,10,8,2,8,11,13.03,95.84,45.74,57.76,83.81
42,10,9,10,1,24,77.08,73.87,84.07,2.58,41.25
42,10,10,3,8,22,33.25,59.52,87.56,19.9,35.55
42,10,11,3,9,14,64.13,14.49,99.28,77.71,93.54
42,10,12,3,5,10,65.29,72.92,89.05,33.29,73.82
42,10,13,4,8,9,81.78,14.59,72.99,97.31,78.06
42,10,14,4,9,33,0.17,23.8,7.96,99.58,93.74
42,10,15,4,7,40,40.71,19.05,24.62,93.17,10.68
42,10,16,4,6,19,42.53,3.29,8.78,89.55,39.7
42,10,17,5,9,28,52.74,39.65,46.45,25.38,98.62
42,10,18,10,1,8,50.8,9.5,57.14,61.64,70.72
42,10,19,3,6,12,24.82,31.31,90.76,77.18,95.78
42,10,20,5,8,18,7.2,25.71,37.72,1.71,95.72
42,10,21,5,7,38,80.74,42.22,68.02,66.19,93.73
42,10,22,6,8,2,86.9,60.3,66.28,41.9,46.05
42,10,23,6,8,15,40.81,25.04,33.45,79.89,42.57
42,10,24,6,8,26,8.42,15.41,61.44,16.83,61.97
42,10,25,10,1,17,47.11,4.8,58.31,34.88,4.52
42,10,26,7,8,25,63.58,74.62,43.79,55.12,43.72
42,10,27,2,5,30,40.93,87.82,63.91,36.57,53.41
42,10,28,7,7,39,46.51,24.55,57.43,7.71,22.49
42,10,29,8,8,37,28.45,41.14,72.02,18.18,46.1
42,10,30,2,5,3,77.26,88.45,82.63,33.84,65.52
42,10,31,10,1,34,28.0,15.36,15.88,56.86,29.52
42,10,32,3,7,16,46.01,69.99,93.61,8.95,38.69
42,10,33,6,5,13,1.7,37.5,24.16,54.02,67.98
42,10,34,9,8,7,0.34,34.73,13.02,0.62,15.46
42,10,35,7,6,4,59.21,43.91,29.47,2.21,40.21
42,10,36,5,6,21,15.27,21.13,12.35,60.78,79.66
42,10,37,5,6,36,51.05,40.37,28.69,48.66,78.66
42,10,38,1,8,35,96.21,47.58,67.49,11.64,69.56
42,10,39,2,6,1,17.39,89.04,51.56,64.15,22.18
42,10,40,4,6,31,54.81,27.94,17.51,81.86,26.83
42,20,1,1,6,4,93.43,69.55,76.24,40.54,1.33
42,20,2,1,6,21,97.8,71.89,55.65,63.55,51.07
42,20,3,2,8,16,9.72,99.6,38.46,64.12,88.29
42,20,4,2,5,11,20.72,97.49,43.45,52.29,40.97
42,20,5,1,8,25,97.76,15.01,99.28,27.23,73.15
42,20,6,20,1,18,82.96,31.73,83.36,78.58,6.0
42,20,7,1,7,14,96.11,32.42,86.46,97.04,48.62
42,20,8,4,8,15,27.12,52.37,54.95,98.17,57.6
42,20,9,1,3,6,89.67,93.07,84.17,66.51,98.49
42,20,10,5,3,24,58.91,84.11,65.89,39.98,90.96
42,20,11,1,5,29,91.79,26.14,49.55,67.2,69.6
42,20,12,6,8,40,44.17,40.94,64.34,44.25,79.64
42,20,13,7,8,10,21.59,24.9,80.31,22.85,69.47
42,20,14,20,1,12,59.53,50.09,75.56,58.22,0.9
42,20,15,8,3,7,68.55,43.56,18.79,24.64,10.8
42,20,16,20,1,35,20.82,46.86,17.68,24.76,61.38
42,20,17,3,5,39,37.98,32.41,93.61,35.63,27.62
42,20,18,3,3,1,49.9,2.85,90.19,62.37,18.35
42,20,19,5,8,36,40.57,56.42,7.34,80.88,99.02
42,20,20,10,8,19,34.28,42.0,7.38,74.76,44.48
42,20,21,20,1,13,78.92,22.84,51.44,29.98,8.11
42,20,22,11,8,34,17.11,41.51,4.22,71.77,1.91
42,20,23,8,5,31,79.89,70.4,25.35,24.43,23.83
42,20,24,20,1,37,50.37,49.56,30.66,16.09,79.86
42,20,25,8,4,26,73.07,47.78,13.37,88.04,20.16
42,20,26,8,8,8,64.2,21.53,24.27,43.41,21.9
42,20,27,14,8,9,64.88,71.61,48.43,12.84,60.69
42,20,28,5,7,17,12.86,28.53,65.68,32.97,95.83
42,20,29,2,6,3,30.15,92.27,87.04,27.3,83.97
42,20,30,15,8,33,18.24,52.96,46.35,40.77,17.54
42,20,31,2,8,5,42.74,97.58,72.16,45.9,74.95
42,20,32,5,7,38,13.31,8.8,22.28,32.06,97.62
42,20,33,8,4,23,4.16,25.91,89.1,34.11,60.06
42,20,34,17,8,20,42.37,64.56,60.08,49.57,36.07
42,20,35,1,6,27,90.39,90.32,14.05,43.16,76.99
42,20,36,14,3,22,33.11,18.54,15.94,11.25,3.96
42,20,37,19,9,32,52.55,40.33,70.04,6.43,72.41
42,20,38,3,6,2,27.75,65.46,95.24,32.93,81.65
42,20,39,7,3,30,1.91,9.68,87.84,20.77,57.67
42,20,40,6,2,28,72.35,30.84,63.31,80.41,65.47
43,5,1,5,1,18,80.64,26.12,39.64,20.99,5.54
43,5,2,5,1,39,56.79,32.83,9.16,11.21,28.59
43,5,3,5,1,29,97.57,84.66,49.56,84.79,47.7
43,5,4,1,7,20,85.57,0.93,8.29,74.34,45.3
43,5,5,5,4,2,72.53,20.53,37.3,55.41,48.34
43,5,6,1,8,21,93.65,13.72,87.13,18.5,12.63
43,5,7,5,1,31,90.6,57.93,36.22,47.47,72.58
43,5,8,3,7,17,75.33,71.0,73.57,13.4,6.67
43,5,9,5,1,6,1.6,84.14,28.73,10.6,21.34
43,5,10,5,1,7,42.62,88.69,59.69,50.12,19.12
43,5,11,5,1,30,47.82,86.43,79.5,1.09,22.96
43,5,12,5,4,10,40.69,64.4,20.55,35.77,24.26
43,5,13,5,1,15,41.56,81.14,15.1,29.74,40.65
43,5,14,2,5,14,16.7,79.29,44.57,3.28,72.47
43,5,15,5,6,23,26.96,82.33,72.0,53.6,79.91
43,5,16,2,7,12,38.94,87.86,60.85,23.82,18.41
43,5,17,3,8,40,21.58,38.91,99.33,8.09,25.73
43,5,18,5,1,5,10.19,32.5,60.65,24.1,1.96
43,5,19,5,1,27,4.28,59.75,63.31,10.15,46.28
43,5,20,3,7,16,81.06,8.23,84.36,54.35,27.14
43,5,21,3,9,25,62.95,56.27,99.72,49.44,22.11
43,5,22,3,8,26,79.27,20.71,91.32,48.54,40.19
43,5,23,3,6,9,23.29,18.97,94.04,19.48,16.74
43,5,24,5,1,24,55.75,47.9,75.58,71.25,66.86
43,5,25,5,1,35,32.2,12.46,35.46,42.2,39.75
43,5,26,4,7,34,24.08,0.51,17.78,79.51,67.9
43,5,27,4,4,28,4.06,29.95,44.94,75.46,19.64
43,5,28,4,7,37,36.77,55.08,53.56,68.71,11.83
43,5,29,4,7,22,20.1,30.46,4.03,77.66,17.1
43,5,30,4,6,32,59.93,73.74,57.24,96.09,8.58
43,5,31,4,7,19,66.99,0.61,11.28,90.36,15.49
43,5,32,4,8,4,54.21,16.72,3.2,94.74,26.35
43,5,33,5,9,8,65.68,4.26,62.89,54.59,97.3
43,5,34,5,8,38,43.71,70.63,22.08,52.41,80.06
43,5,35,4,6,1,16.26,45.62,18.84,59.7,82.0
43,5,36,5,9,36,78.69,11.41,14.97,44.7,87.95
43,5,37,5,8,33,64.86,24.37,61.51,18.96,85.23
43,5,38,5,9,11,7.95,21.81,3.95,26.67,67.8
43,5,39,5,9,13,38.87,67.67,55.2,12.99,87.42
43,5,40,5,7,3,56.89,29.93,38.25,12.07,85.33
43,10,1,1,8,34,97.47,40.22,51.55,51.02,59.36
43,10,2,10,1,38,85.56,20.49,47.81,38.13,42.42
43,10,3,1,9,7,99.55,94.77,17.22,37.31,34.97
43,10,4,8,6,23,65.85,56.09,40.85,13.95,42.12
43,10,5,9,7,22,65.09,86.18,18.31,5.58,32.32
43,10,6,10,1,33,87.5,89.26,1.7,51.66,4.18
43,10,7,2,8,2,26.17,98.8,66.31,46.15,28.85
43,10,8,2,7,36,13.03,95.84,45.74,57.76,83.81
43,10,9,10,1,24,77.08,73.87,84.07,2.58,41.25
43,10,10,3,6,13,33.25,59.52,87.56,19.9,35.55
43,10,11,3,8,37,64.13,14.49,99.28,77.71,93.54
43,10,12,10,1,11,65.29,72.92,89.05,33.29,73.82
43,10,13,4,8,40,81.78,14.59,72.99,97.31,78.06
43,10,14,4,9,1,0.17,23.8,7.96,99.58,93.74
43,10,15,10,1,29,40.71,19.05,24.62,93.17,10.68
43,10,16,4,6,35,42.53,3.29,8.78,89.55,39.7
43,10,17,5,8,26,52.74,39.65,46.45,25.38,98.62
43,10,18,5,5,32,50.8,9.5,57.14,61.64,70.72
43,10,19,5,8,19,24.82,31.31,90.76,77.18,95.78
43,10,20,10,1,31,7.2,25.71,37.72,1.71,95.72
43,10,21,5,7,39,80.74,42.22,68.02,66.19,93.73
43,10,22,6,7,17,86.9,60.3,66.28,41.9,46.05
43,10,23,4,7,5,40.81,25.04,33.45,79.89,42.57
43,10,24,6,8,9,8.42,15.41,61.44,16.83,61.97
43,10,25,10,5,27,47.11,4.8,58.31,34.88,4.52
43,10,26,7,7,6,63.58,74.62,43.79,55.12,43.72
43,10,27,7,8,25,40.93,87.82,63.91,36.57,53.41
43,10,28,7,7,20,46.51,24.55,57.43,7.71,22.49
43,10,29,6,6,12,28.45,41.14,72.02,18.18,46.1
43,10,30,2,6,16,77.26,88.45,82.63,33.84,65.52
43,10,31,10,1,30,28.0,15.36,15.88,56.86,29.52
43,10,32,8,8,18,46.01,69.99,93.61,8.95,38.69
43,10,33,9,5,15,1.7,37.5,24.16,54.02,67.98
43,10,34,9,7,3,0.34,34.73,13.02,0.62,15.46
43,10,35,7,7,4,59.21,43.91,29.47,2.21,40.21
43,10,36,5,6,10,15.27,21.13,12.35,60.78,79.66
43,10,37,7,7,28,51.05,40.37,28.69,48.66,78.66
43,10,38,1,8,14,96.21,47.58,67.49,11.64,69.56
43,10,39,2,6,21,17.39,89.04,51.56,64.15,22.18
43,10,40,10,7,8,54.81,27.94,17.51,81.86,26.83
43,20,1,1,8,4,93.43,69.55,76.24,40.54,1.33
43,20,2,1,7,31,97.8,71.89,55.65,63.55,51.07
43,20,3,2,8,7,9.72,99.6,38.46,64.12,88.29
43,20,4,2,7,21,20.72,97.49,43.45,52.29,40.97
43,20,5,1,8,19,97.76,15.01,99.28,27.23,73.15
43,20,6,20,1,17,82.96,31.73,83.36,78.58,6.0
43,20,7,1,7,14,96.11,32.42,86.46,97.04,48.62
43,20,8,4,7,38,27.12,52.37,54.95,98.17,57.6
43,20,9,2,7,34,89.67,93.07,84.17,66.51,98.49
43,20,10,5,7,24,58.91,84.11,65.89,39.98,90.96
43,20,11,1,7,36,91.79,26.14,49.55,67.2,69.6
43,20,12,5,6,16,44.17,40.94,64.34,44.25,79.64
43,20,13,7,7,40,21.59,24.9,80.31,22.85,69.47
43,20,14,20,5,22,59.53,50.09,75.56,58.22,0.9
43,20,15,20,1,12,68.55,43.56,18.79,24.64,10.8
43,20,16,16,6,10,20.82,46.86,17.68,24.76,61.38
43,20,17,8,6,13,37.98,32.41,93.61,35.63,27.62
43,20,18,9,6,29,49.9,2.85,90.19,62.37,18.35
43,20,19,4,6,33,40.57,56.42,7.34,80.88,99.02
43,20,20,10,7,30,34.28,42.0,7.38,74.76,44.48
43,20,21,11,8,15,78.92,22.84,51.44,29.98,8.11
43,20,22,11,8,25,17.11,41.51,4.22,71.77,1.91
43,20,23,8,7,20,79.89,70.4,25.35,24.43,23.83
43,20,24,6,6,23,50.37,49.56,30.66,16.09,79.86
43,20,25,4,6,1,73.07,47.78,13.37,88.04,20.16
43,20,26,6,6,27,64.2,21.53,24.27,43.41,21.9
43,20,27,14,7,11,64.88,71.61,48.43,12.84,60.69
43,20,28,14,8,8,12.86,28.53,65.68,32.97,95.83
43,20,29,15,8,28,30.15,92.27,87.04,27.3,83.97
43,20,30,9,6,3,18.24,52.96,46.35,40.77,17.54
43,20,31,9,8,35,42.74,97.58,72.16,45.9,74.95
43,20,32,5,6,39,13.31,8.8,22.28,32.06,97.62
43,20,33,8,7,26,4.16,25.91,89.1,34.11,60.06
43,20,34,17,8,37,42.37,64.56,60.08,49.57,36.07
43,20,35,1,7,5,90.39,90.32,14.05,43.16,76.99
43,20,36,15,7,18,33.11,18.54,15.94,11.25,3.96
43,20,37,19,9,2,52.55,40.33,70.04,6.43,72.41
43,20,38,6,7,9,27.75,65.46,95.24,32.93,81.65
43,20,39,14,8,6,1.91,9.68,87.84,20.77,57.67
43,20,40,4,7,32,72.35,30.84,63.31,80.41,65.47
44,5,1,1,7,33,80.64,26.12,39.64,20.99,5.54
44,5,2,5,1,37,56.79,32.83,9.16,11.21,28.59
44,5,3,1,7,2,97.57,84.66,49.56,84.79,47.7
44,5,4,1,7,29,85.57,0.93,8.29,74.34,45.3
44,5,5,1,6,25,72.53,20.53,37.3,55.41,48.34
44,5,6,1,8,19,93.65,13.72,87.13,18.5,12.63
44,5,7,1,8,17,90.6,57.93,36.22,47.47,72.58
44,5,8,1,7,39,75.33,71.0,73.57,13.4,6.67
44,5,9,2,7,23,1.6,84.14,28.73,10.6,21.34
44,5,10,2,7,30,42.62,88.69,59.69,50.12,19.12
44,5,11,2,7,26,47.82,86.43,79.5,1.09,22.96
44,5,12,2,6,3,40.69,64.4,20.55,35.77,24.26
44,5,13,2,7,1,41.56,81.14,15.1,29.74,40.65
44,5,14,2,6,12,16.7,79.29,44.57,3.28,72.47
44,5,15,2,8,18,26.96,82.33,72.0,53.6,79.91
44,5,16,2,7,8,38.94,87.86,60.85,23.82,18.41
44,5,17,3,9,22,21.58,38.91,99.33,8.09,25.73
44,5,18,5,1,13,10.19,32.5,60.65,24.1,1.96
44,5,19,3,7,16,4.28,59.75,63.31,10.15,46.28
44,5,20,1,7,10,81.06,8.23,84.36,54.35,27.14
44,5,21,3,9,5,62.95,56.27,99.72,49.44,22.11
44,5,22,1,6,24,79.27,20.71,91.32,48.54,40.19
44,5,23,3,8,6,23.29,18.97,94.04,19.48,16.74
44,5,24,3,7,28,55.75,47.9,75.58,71.25,66.86
44,5,25,4,7,20,32.2,12.46,35.46,42.2,39.75
44,5,26,4,7,34,24.08,0.51,17.78,79.51,67.9
44,5,27,4,7,38,4.06,29.95,44.94,75.46,19.64
44,5,28,4,7,36,36.77,55.08,53.56,68.71,11.83
44,5,29,4,7,7,20.1,30.46,4.03,77.66,17.1
44,5,30,2,6,32,59.93,73.74,57.24,96.09,8.58
44,5,31,4,8,15,66.99,0.61,11.28,90.36,15.49
44,5,32,4,8,35,54.21,16.72,3.2,94.74,26.35
44,5,33,5,9,31,65.68,4.26,62.89,54.59,97.3
44,5,34,2,6,21,43.71,70.63,22.08,52.41,80.06
44,5,35,4,6,14,16.26,45.62,18.84,59.7,82.0
44,5,36,1,7,40,78.69,11.41,14.97,44.7,87.95
44,5,37,5,9,9,64.86,24.37,61.51,18.96,85.23
44,5,38,5,8,4,7.95,21.81,3.95,26.67,67.8
44,5,39,2,7,27,38.87,67.67,55.2,12.99,87.42
44,5,40,5,9,11,56.89,29.93,38.25,12.07,85.33
44,10,1,1,8,31,97.47,40.22,51.55,51.02,59.36
44,10,2,1,6,33,85.56,20.49,47.81,38.13,42.42
44,10,3,1,9,21,99.55,94.77,17.22,37.31,34.97
44,10,4,8,7,6,65.85,56.09,40.85,13.95,42.12
44,10,5,2,7,8,65.09,86.18,18.31,5.58,32.32
44,10,6,1,7,36,87.5,89.26,1.7,51.66,4.18
44,10,7,2,8,22,26.17,98.8,66.31,46.15,28.85
44,10,8,2,8,2,13.03,95.84,45.74,57.76,83.81
44,10,9,1,5,26,77.08,73.87,84.07,2.58,41.25
44,10,10,3,7,39,33.25,59.52,87.56,19.9,35.55
44,10,11,3,9,5,64.13,14.49,99.28,77.71,93.54
44,10,12,3,7,1,65.29,72.92,89.05,33.29,73.82
44,10,13,1,7,35,81.78,14.59,72.99,97.31,78.06
44,10,14,4,9,28,0.17,23.8,7.96,99.58,93.74
44,10,15,4,8,37,40.71,19.05,24.62,93.17,10.68
44,10,16,4,7,4,42.53,3.29,8.78,89.55,39.7
44,10,17,5,9,9,52.74,39.65,46.45,25.38,98.62
