participant,question,questionText,truth,estimate
93,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,7.0
94,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,15.0
95,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
96,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,50.0
97,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,47.0
98,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
99,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,45.0
100,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,2.0
101,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
102,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
103,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,1.0
104,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,40.0
105,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
106,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,7.0
107,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,15.0
108,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
109,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
110,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
111,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
112,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
113,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
114,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
115,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,15.0
116,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
117,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,20.0
118,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
119,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
120,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,25.0
121,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
122,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
123,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
124,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,9.0
125,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
126,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,80.0
127,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,15.0
128,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,2.0
129,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
130,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
131,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
132,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,2.0
133,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,15.0
134,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
135,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
136,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,2.0
137,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
138,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,30.0
139,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,1.0
140,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,2.0
141,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
142,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,20.0
143,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,75.0
144,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,10.0
145,31,What percentage of first goals (for either team) of a game are scored between the 0 and 10th minute?,15.05,5.0
1,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,12.0
2,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
3,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
4,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
5,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,35.0
6,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
7,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
8,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
9,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,2.0
10,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
11,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
12,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
13,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,55.0
14,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,3.0
15,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,9.0
16,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
17,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
18,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,70.0
19,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,12.0
20,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
21,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
22,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
23,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,45.0
24,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
25,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
26,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
27,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
28,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,91.0
29,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,50.0
30,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
31,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
32,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
33,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
34,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,45.0
35,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,5.0
36,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
37,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,65.0
38,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
39,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,75.0
40,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
41,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,45.0
42,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
43,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
44,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,90.0
45,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
46,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,60.0
47,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
48,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
49,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,50.0
50,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,8.0
51,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
52,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
53,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,18.0
54,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,35.0
55,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
56,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,38.0
57,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
58,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
59,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,50.0
60,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,76.0
61,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,32.0
62,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
63,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
64,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,5.0
65,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,35.0
66,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,66.0
67,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,90.0
68,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
69,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
70,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,18.0
71,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
72,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
73,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,70.0
74,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,0.0
75,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
76,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
77,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
78,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,0.0
79,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,60.0
80,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
81,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,17.0
82,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
83,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
84,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
85,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
86,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,8.0
87,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,5.0
88,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
89,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,77.0
90,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
91,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,9.0
92,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,4.0
93,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,60.0
94,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
95,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
96,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
97,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,34.0
98,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
99,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,3.0
100,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,5.0
101,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
102,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
103,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,2.0
104,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,50.0
105,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
106,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
107,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
108,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,5.0
109,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
110,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
111,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,24.0
112,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
113,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
114,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,6.0
115,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
116,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
117,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
118,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,45.0
119,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,2.0
120,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
121,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
122,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
123,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,12.0
124,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,26.0
125,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
126,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
127,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
128,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,24.0
129,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,35.0
130,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,30.0
131,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,18.0
132,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
133,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
134,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
135,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
136,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
137,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,40.0
138,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,2.0
139,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,35.0
140,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,10.0
141,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,15.0
142,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,25.0
143,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
144,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,18.0
145,32,What percentage of first goals (for either team) of a game are scored between the 15th and 35th minute?,27.35,20.0
1,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,11.0
2,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
3,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
4,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
5,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,55.0
6,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,60.0
7,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,40.0
8,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
9,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
10,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
11,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,40.0
12,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
13,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,44.0
14,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
15,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
16,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
17,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
18,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,40.0
19,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,8.0
20,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
21,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
22,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
23,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,54.0
24,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,45.0
25,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
26,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,19.0
27,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,48.0
28,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,48.0
29,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
30,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,3.0
31,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
32,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
33,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
34,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
35,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,33.0
36,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
37,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,45.0
38,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
39,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,75.0
40,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
41,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
42,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,40.0
43,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,35.0
44,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
45,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
46,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
47,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
48,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
49,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
50,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
51,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
52,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
53,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
54,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
55,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,35.0
56,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,74.0
57,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
58,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
59,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
60,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,53.0
61,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,43.0
62,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,40.0
63,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
64,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,16.0
65,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
66,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,60.0
67,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,1.0
68,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
69,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
70,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
71,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
72,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
73,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,80.0
74,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
75,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
76,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,60.0
77,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
78,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
79,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
80,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,3.0
81,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
82,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
83,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
84,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
85,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,38.0
86,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
87,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
88,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
89,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,57.0
90,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,50.0
91,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,22.0
92,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,43.0
93,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,16.0
94,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
95,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
96,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,12.0
97,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,44.0
98,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,35.0
99,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
100,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
101,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,12.0
102,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
103,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,6.0
104,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,40.0
105,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
106,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
107,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
