participant,problem,problemOrder,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12
25,29,28,5,422,406,402,452,414,422,338,377,385,409,488,456,509
25,30,4,5,393,406,412,425,417,393,352,361,419,475,486,373,456
25,31,30,8,390,409,458,410,370,356,372,396,390,425,523,379,561
25,32,48,5,398,439,423,420,400,398,387,401,382,371,517,520,486
25,33,47,5,361,418,443,373,407,361,380,387,400,398,562,586,699
25,34,7,5,380,436,431,415,414,380,370,374,421,353,410,417,301
25,35,23,4,412,393,368,440,412,358,391,378,417,414,466,625,477
25,36,34,6,397,430,419,413,387,354,397,392,358,427,425,431,495
25,37,41,1,425,425,453,370,404,375,356,388,408,444,472,481,553
25,38,43,5,373,396,453,419,417,373,377,427,402,454,444,312,614
25,39,25,6,372,419,412,415,416,361,372,386,389,439,421,381,527
25,40,14,6,370,420,457,443,415,410,370,425,429,521,369,456,511
25,41,12,5,403,425,436,446,402,403,389,381,395,442,398,441,626
25,42,22,12,433,429,403,393,381,345,378,353,410,301,425,414,433
25,43,17,7,407,428,394,410,393,383,409,407,421,426,461,565,422
25,44,32,9,451,466,439,416,381,385,395,387,402,451,412,462,410
25,45,21,4,387,450,463,432,387,383,375,415,397,337,434,480,444
25,46,11,4,367,427,418,424,367,373,378,363,391,458,507,361,494
25,47,42,6,361,406,421,390,382,389,361,393,420,403,427,419,493
25,48,39,1,387,387,444,407,382,403,378,373,436,353,457,439,510
25,49,40,5,358,420,447,387,375,358,391,368,428,461,415,340,462
25,50,46,6,389,431,421,433,399,388,389,403,392,400,527,475,669
26,1,15,6,375,419,423,407,384,374,375,373,391,433,556,490,619
26,2,10,8,403,425,414,407,420,386,396,408,403,411,459,575,530
26,3,37,7,351,446,428,417,385,386,387,351,415,401,443,510,524
26,4,3,6,361,429,463,405,395,387,361,404,419,376,353,534,449
26,5,9,8,406,419,425,392,411,384,401,409,406,382,433,424,473
26,6,47,6,365,405,416,423,419,409,365,385,424,403,369,450,498
26,7,35,6,344,415,446,398,392,396,344,429,387,440,554,438,358
26,8,50,7,371,436,430,450,427,381,393,371,414,377,441,444,497
26,9,18,7,378,465,412,418,411,366,394,378,384,408,448,499,497
26,10,12,6,369,424,432,385,397,361,369,394,436,357,452,433,301
26,11,29,6,339,412,409,393,396,411,339,389,363,424,382,415,588
26,12,43,5,356,415,421,401,427,356,360,377,408,396,442,614,483
26,13,8,7,387,439,434,428,409,385,382,387,404,452,388,402,557
26,14,16,7,379,423,450,438,383,371,390,379,399,392,542,525,626
26,15,19,12,549,425,458,410,392,439,365,373,394,437,413,470,549
26,16,23,7,368,432,421,414,397,373,382,368,389,528,438,556,689
26,17,31,6,363,460,423,441,418,375,363,378,397,474,468,301,612
26,18,41,8,369,411,453,407,390,362,396,375,369,472,505,699,376
26,19,49,7,396,428,443,414,416,395,402,396,403,459,495,417,449
26,20,38,7,395,414,434,339,431,403,400,395,454,430,455,359,394
26,21,7,6,369,433,412,417,419,380,369,402,390,385,503,521,614
26,22,1,7,380,450,445,396,413,428,411,380,376,369,350,603,426
26,23,34,6,385,435,412,379,401,388,385,391,444,380,386,347,660
26,24,13,6,367,424,445,416,422,395,367,407,364,379,375,417,687
26,25,42,8,373,368,411,418,399,372,384,402,373,468,471,551,301
26,26,45,6,359,436,431,385,379,396,359,404,409,453,388,301,389
26,27,5,12,616,412,436,382,397,391,401,413,424,447,442,504,616
26,28,25,6,355,416,434,420,436,403,355,402,358,429,440,316,590
26,29,26,6,338,406,402,452,414,422,338,377,385,409,488,456,509
26,30,40,6,352,406,412,425,417,393,352,361,419,475,486,373,456
26,31,39,6,372,409,458,410,370,356,372,396,390,425,523,379,561
26,32,28,8,382,439,423,420,400,398,387,401,382,371,517,520,486
26,33,33,9,398,418,443,373,407,361,380,387,400,398,562,586,699
26,34,21,7,374,436,431,415,414,380,370,374,421,353,410,417,301
26,35,24,7,378,393,368,440,412,358,391,378,417,414,466,625,477
26,36,48,6,397,430,419,413,387,354,397,392,358,427,425,431,495
26,37,22,8,408,425,453,370,404,375,356,388,408,444,472,481,553
26,38,36,6,377,396,453,419,417,373,377,427,402,454,444,312,614
26,39,6,10,421,419,412,415,416,361,372,386,389,439,421,381,527
26,40,27,7,425,420,457,443,415,410,370,425,429,521,369,456,511
26,41,4,7,381,425,436,446,402,403,389,381,395,442,398,441,626
26,42,30,9,301,429,403,393,381,345,378,353,410,301,425,414,433
26,43,46,7,407,428,394,410,393,383,409,407,421,426,461,565,422
26,44,11,6,395,466,439,416,381,385,395,387,402,451,412,462,410
26,45,14,7,415,450,463,432,387,383,375,415,397,337,434,480,444
26,46,44,6,378,427,418,424,367,373,378,363,391,458,507,361,494
26,47,2,6,361,406,421,390,382,389,361,393,420,403,427,419,493
26,48,20,6,378,387,444,407,382,403,378,373,436,353,457,439,510
26,49,32,10,415,420,447,387,375,358,391,368,428,461,415,340,462
26,50,17,8,392,431,421,433,399,388,389,403,392,400,527,475,669
27,1,16,6,375,419,423,407,384,374,375,373,391,433,556,490,619
27,2,39,5,386,425,414,407,420,386,396,408,403,411,459,575,530
27,3,49,6,387,446,428,417,385,386,387,351,415,401,443,510,524
27,4,21,6,361,429,463,405,395,387,361,404,419,376,353,534,449
27,5,12,7,409,419,425,392,411,384,401,409,406,382,433,424,473
27,6,7,8,424,405,416,423,419,409,365,385,424,403,369,450,498
27,7,15,6,344,415,446,398,392,396,344,429,387,440,554,438,358
27,8,25,5,381,436,430,450,427,381,393,371,414,377,441,444,497
27,9,33,6,394,465,412,418,411,366,394,378,384,408,448,499,497
27,10,11,11,433,424,432,385,397,361,369,394,436,357,452,433,301
27,11,17,6,339,412,409,393,396,411,339,389,363,424,382,415,588
27,12,36,5,356,415,421,401,427,356,360,377,408,396,442,614,483
27,13,32,6,382,439,434,428,409,385,382,387,404,452,388,402,557
27,14,31,7,379,423,450,438,383,371,390,379,399,392,542,525,626
27,15,5,6,365,425,458,410,392,439,365,373,394,437,413,470,549
27,16,20,6,382,432,421,414,397,373,382,368,389,528,438,556,689
27,17,24,5,375,460,423,441,418,375,363,378,397,474,468,301,612
27,18,28,7,375,411,453,407,390,362,396,375,369,472,505,699,376
27,19,38,6,402,428,443,414,416,395,402,396,403,459,495,417,449
27,20,35,1,414,414,434,339,431,403,400,395,454,430,455,359,394
27,21,50,3,417,433,412,417,419,380,369,402,390,385,503,521,614
27,22,19,6,411,450,445,396,413,428,411,380,376,369,350,603,426
27,23,43,8,444,435,412,379,401,388,385,391,444,380,386,347,660
27,24,41,7,407,424,445,416,422,395,367,407,364,379,375,417,687
27,25,26,7,402,368,411,418,399,372,384,402,373,468,471,551,301
27,26,44,6,359,436,431,385,379,396,359,404,409,453,388,301,389
27,27,22,6,401,412,436,382,397,391,401,413,424,447,442,504,616
27,28,8,6,355,416,434,420,436,403,355,402,358,429,440,316,590
27,29,45,6,338,406,402,452,414,422,338,377,385,409,488,456,509
27,30,14,10,486,406,412,425,417,393,352,361,419,475,486,373,456
27,31,40,5,356,409,458,410,370,356,372,396,390,425,523,379,561
27,32,10,5,398,439,423,420,400,398,387,401,382,371,517,520,486
27,33,30,6,380,418,443,373,407,361,380,387,400,398,562,586,699
27,34,3,2,431,436,431,415,414,380,370,374,421,353,410,417,301
27,35,1,6,391,393,368,440,412,358,391,378,417,414,466,625,477
27,36,34,5,354,430,419,413,387,354,397,392,358,427,425,431,495
27,37,27,6,356,425,453,370,404,375,356,388,408,444,472,481,553
27,38,37,6,377,396,453,419,417,373,377,427,402,454,444,312,614
27,39,4,6,372,419,412,415,416,361,372,386,389,439,421,381,527
27,40,2,8,429,420,457,443,415,410,370,425,429,521,369,456,511
27,41,13,5,403,425,436,446,402,403,389,381,395,442,398,441,626
27,42,18,8,410,429,403,393,381,345,378,353,410,301,425,414,433
27,43,6,6,409,428,394,410,393,383,409,407,421,426,461,565,422
27,44,9,6,395,466,439,416,381,385,395,387,402,451,412,462,410
27,45,48,2,463,450,463,432,387,383,375,415,397,337,434,480,444
27,46,46,7,363,427,418,424,367,373,378,363,391,458,507,361,494
27,47,29,6,361,406,421,390,382,389,361,393,420,403,427,419,493
27,48,42,6,378,387,444,407,382,403,378,373,436,353,457,439,510
27,49,23,6,391,420,447,387,375,358,391,368,428,461,415,340,462
27,50,47,6,389,431,421,433,399,388,389,403,392,400,527,475,669
28,1,17,5,374,419,423,407,384,374,375,373,391,433,556,490,619
28,2,5,12,530,425,414,407,420,386,396,408,403,411,459,575,530
28,3,21,7,351,446,428,417,385,386,387,351,415,401,443,510,524
28,4,11,6,361,429,463,405,395,387,361,404,419,376,353,534,449
28,5,40,8,406,419,425,392,411,384,401,409,406,382,433,424,473
28,6,29,6,365,405,416,423,419,409,365,385,424,403,369,450,498
28,7,3,12,358,415,446,398,392,396,344,429,387,440,554,438,358
28,8,45,7,371,436,430,450,427,381,393,371,414,377,441,444,497
28,9,8,5,366,465,412,418,411,366,394,378,384,408,448,499,497
28,10,49,5,361,424,432,385,397,361,369,394,436,357,452,433,301
28,11,47,6,339,412,409,393,396,411,339,389,363,424,382,415,588
28,12,41,5,356,415,421,401,427,356,360,377,408,396,442,614,483
28,13,34,10,388,439,434,428,409,385,382,387,404,452,388,402,557
28,14,48,7,379,423,450,438,383,371,390,379,399,392,542,525,626
28,15,15,6,365,425,458,410,392,439,365,373,394,437,413,470,549
28,16,4,5,373,432,421,414,397,373,382,368,389,528,438,556,689
28,17,12,5,375,460,423,441,418,375,363,378,397,474,468,301,612
28,18,10,5,362,411,453,407,390,362,396,375,369,472,505,699,376
28,19,31,12,449,428,443,414,416,395,402,396,403,459,495,417,449
28,20,33,11,359,414,434,339,431,403,400,395,454,430,455,359,394
28,21,37,5,380,433,412,417,419,380,369,402,390,385,503,521,614
28,22,13,8,376,450,445,396,413,428,411,380,376,369,350,603,426
28,23,46,3,379,435,412,379,401,388,385,391,444,380,386,347,660
28,24,23,8,364,424,445,416,422,395,367,407,364,379,375,417,687
28,25,35,12,301,368,411,418,399,372,384,402,373,468,471,551,301
28,26,30,6,359,436,431,385,379,396,359,404,409,453,388,301,389
28,27,22,12,616,412,436,382,397,391,401,413,424,447,442,504,616
28,28,36,6,355,416,434,420,436,403,355,402,358,429,440,316,590
28,29,28,6,338,406,402,452,414,422,338,377,385,409,488,456,509
28,30,25,4,417,406,412,425,417,393,352,361,419,475,486,373,456
28,31,9,11,379,409,458,410,370,356,372,396,390,425,523,379,561
28,32,18,5,398,439,423,420,400,398,387,401,382,371,517,520,486
28,33,26,5,361,418,443,373,407,361,380,387,400,398,562,586,699
28,34,43,5,380,436,431,415,414,380,370,374,421,353,410,417,301
28,35,44,5,358,393,368,440,412,358,391,378,417,414,466,625,477
28,36,50,3,413,430,419,413,387,354,397,392,358,427,425,431,495
28,37,6,6,356,425,453,370,404,375,356,388,408,444,472,481,553
28,38,16,11,312,396,453,419,417,373,377,427,402,454,444,312,614
28,39,39,10,421,419,412,415,416,361,372,386,389,439,421,381,527
28,40,24,7,425,420,457,443,415,410,370,425,429,521,369,456,511
28,41,7,5,403,425,436,446,402,403,389,381,395,442,398,441,626
28,42,42,12,433,429,403,393,381,345,378,353,410,301,425,414,433
28,43,2,12,422,428,394,410,393,383,409,407,421,426,461,565,422
28,44,32,6,395,466,439,416,381,385,395,387,402,451,412,462,410
28,45,14,4,387,450,463,432,387,383,375,415,397,337,434,480,444
28,46,27,4,367,427,418,424,367,373,378,363,391,458,507,361,494
28,47,38,6,361,406,421,390,382,389,361,393,420,403,427,419,493
28,48,20,4,382,387,444,407,382,403,378,373,436,353,457,439,510
28,49,19,3,387,420,447,387,375,358,391,368,428,461,415,340,462
28,50,1,8,392,431,421,433,399,388,389,403,392,400,527,475,669
29,1,22,5,374,419,423,407,384,374,375,373,391,433,556,490,619
29,2,41,6,396,425,414,407,420,386,396,408,403,411,459,575,530
29,3,18,6,387,446,428,417,385,386,387,351,415,401,443,510,524
29,4,20,6,361,429,463,405,395,387,361,404,419,376,353,534,449
29,5,17,6,401,419,425,392,411,384,401,409,406,382,433,424,473
29,6,21,6,365,405,416,423,419,409,365,385,424,403,369,450,498
29,7,43,6,344,415,446,398,392,396,344,429,387,440,554,438,358
29,8,25,5,381,436,430,450,427,381,393,371,414,377,441,444,497
29,9,15,5,366,465,412,418,411,366,394,378,384,408,448,499,497
29,10,8,5,361,424,432,385,397,361,369,394,436,357,452,433,301
29,11,10,1,412,412,409,393,396,411,339,389,363,424,382,415,588
29,12,42,6,360,415,421,401,427,356,360,377,408,396,442,614,483
29,13,28,5,385,439,434,428,409,385,382,387,404,452,388,402,557
29,14,13,5,371,423,450,438,383,371,390,379,399,392,542,525,626
29,15,39,6,365,425,458,410,392,439,365,373,394,437,413,470,549
29,16,35,6,382,432,421,414,397,373,382,368,389,528,438,556,689
29,17,19,6,363,460,423,441,418,375,363,378,397,474,468,301,612
29,18,46,5,362,411,453,407,390,362,396,375,369,472,505,699,376
29,19,48,6,402,428,443,414,416,395,402,396,403,459,495,417,449
29,20,31,6,400,414,434,339,431,403,400,395,454,430,455,359,394
29,21,29,6,369,433,412,417,419,380,369,402,390,385,503,521,614
29,22,27,6,411,450,445,396,413,428,411,380,376,369,350,603,426
29,23,11,3,379,435,412,379,401,388,385,391,444,380,386,347,660
29,24,16,6,367,424,445,416,422,395,367,407,364,379,375,417,687
29,25,7,5,372,368,411,418,399,372,384,402,373,468,471,551,301
29,26,1,6,359,436,431,385,379,396,359,404,409,453,388,301,389
29,27,32,5,391,412,436,382,397,391,401,413,424,447,442,504,616
29,28,36,6,355,416,434,420,436,403,355,402,358,429,440,316,590
29,29,24,6,338,406,402,452,414,422,338,377,385,409,488,456,509
29,30,6,5,393,406,412,425,417,393,352,361,419,475,486,373,456
29,31,5,6,372,409,458,410,370,356,372,396,390,425,523,379,561
29,32,4,5,398,439,423,420,400,398,387,401,382,371,517,520,486
29,33,34,6,380,418,443,373,407,361,380,387,400,398,562,586,699
29,34,3,2,431,436,431,415,414,380,370,374,421,353,410,417,301
29,35,49,5,358,393,368,440,412,358,391,378,417,414,466,625,477
29,36,40,3,413,430,419,413,387,354,397,392,358,427,425,431,495
29,37,50,5,375,425,453,370,404,375,356,388,408,444,472,481,553
29,38,23,5,373,396,453,419,417,373,377,427,402,454,444,312,614
29,39,26,6,372,419,412,415,416,361,372,386,389,439,421,381,527
29,40,30,6,370,420,457,443,415,410,370,425,429,521,369,456,511
29,41,12,6,389,425,436,446,402,403,389,381,395,442,398,441,626
29,42,45,8,410,429,403,393,381,345,378,353,410,301,425,414,433
29,43,37,7,407,428,394,410,393,383,409,407,421,426,461,565,422
29,44,2,6,395,466,439,416,381,385,395,387,402,451,412,462,410
29,45,14,5,383,450,463,432,387,383,375,415,397,337,434,480,444
29,46,47,4,367,427,418,424,367,373,378,363,391,458,507,361,494
29,47,44,6,361,406,421,390,382,389,361,393,420,403,427,419,493
29,48,33,6,378,387,444,407,382,403,378,373,436,353,457,439,510
29,49,9,5,358,420,447,387,375,358,391,368,428,461,415,340,462
29,50,38,6,389,431,421,433,399,388,389,403,392,400,527,475,669
30,1,37,6,375,419,423,407,384,374,375,373,391,433,556,490,619
30,2,6,5,386,425,414,407,420,386,396,408,403,411,459,575,530
30,3,13,7,351,446,428,417,385,386,387,351,415,401,443,510,524
30,4,44,8,419,429,463,405,395,387,361,404,419,376,353,534,449
30,5,34,7,409,419,425,392,411,384,401,409,406,382,433,424,473
30,6,5,7,385,405,416,423,419,409,365,385,424,403,369,450,498
30,7,11,6,344,415,446,398,392,396,344,429,387,440,554,438,358
30,8,39,6,393,436,430,450,427,381,393,371,414,377,441,444,497
30,9,10,7,378,465,412,418,411,366,394,378,384,408,448,499,497
30,10,12,6,369,424,432,385,397,361,369,394,436,357,452,433,301
30,11,40,6,339,412,409,393,396,411,339,389,363,424,382,415,588
30,12,9,6,360,415,421,401,427,356,360,377,408,396,442,614,483
30,13,29,5,385,439,434,428,409,385,382,387,404,452,388,402,557
30,14,32,7,379,423,450,438,383,371,390,379,399,392,542,525,626
30,15,15,6,365,425,458,410,392,439,365,373,394,437,413,470,549
30,16,20,6,382,432,421,414,397,373,382,368,389,528,438,556,689
30,17,33,11,301,460,423,441,418,375,363,378,397,474,468,301,612
30,18,27,7,375,411,453,407,390,362,396,375,369,472,505,699,376
30,19,30,6,402,428,443,414,416,395,402,396,403,459,495,417,449
30,20,35,3,339,414,434,339,431,403,400,395,454,430,455,359,394
30,21,2,9,385,433,412,417,419,380,369,402,390,385,503,521,614
30,22,7,9,369,450,445,396,413,428,411,380,376,369,350,603,426
30,23,4,6,385,435,412,379,401,388,385,391,444,380,386,347,660
30,24,26,6,367,424,445,416,422,395,367,407,364,379,375,417,687
30,25,28,12,301,368,411,418,399,372,384,402,373,468,471,551,301
30,26,19,6,359,436,431,385,379,396,359,404,409,453,388,301,389
30,27,8,12,616,412,436,382,397,391,401,413,424,447,442,504,616
30,28,16,6,355,416,434,420,436,403,355,402,358,429,440,316,590
30,29,31,7,377,406,402,452,414,422,338,377,385,409,488,456,509
30,30,47,7,361,406,412,425,417,393,352,361,419,475,486,373,456
30,31,49,8,390,409,458,410,370,356,372,396,390,425,523,379,561
30,32,46,7,401,439,423,420,400,398,387,401,382,371,517,520,486
30,33,42,9,398,418,443,373,407,361,380,387,400,398,562,586,699
30,34,14,12,301,436,431,415,414,380,370,374,421,353,410,417,301
30,35,50,7,378,393,368,440,412,358,391,378,417,414,466,625,477
30,36,41,5,354,430,419,413,387,354,397,392,358,427,425,431,495
30,37,38,10,472,425,453,370,404,375,356,388,408,444,472,481,553
30,38,24,6,377,396,453,419,417,373,377,427,402,454,444,312,614
30,39,1,6,372,419,412,415,416,361,372,386,389,439,421,381,527
30,40,45,7,425,420,457,443,415,410,370,425,429,521,369,456,511
30,41,18,7,381,425,436,446,402,403,389,381,395,442,398,441,626
30,42,23,8,410,429,403,393,381,345,378,353,410,301,425,414,433
30,43,21,12,422,428,394,410,393,383,409,407,421,426,461,565,422
30,44,48,6,395,466,439,416,381,385,395,387,402,451,412,462,410
30,45,17,7,415,450,463,432,387,383,375,415,397,337,434,480,444
30,46,22,7,363,427,418,424,367,373,378,363,391,458,507,361,494
30,47,43,9,403,406,421,390,382,389,361,393,420,403,427,419,493
30,48,25,9,353,387,444,407,382,403,378,373,436,353,457,439,510
30,49,36,7,368,420,447,387,375,358,391,368,428,461,415,340,462
30,50,3,8,392,431,421,433,399,388,389,403,392,400,527,475,669
31,1,44,1,419,419,423,407,384,374,375,373,391,433,556,490,619
31,2,19,8,403,425,414,407,420,386,396,408,403,411,459,575,530
31,3,33,6,387,446,428,417,385,386,387,351,415,401,443,510,524
31,4,32,6,361,429,463,405,395,387,361,404,419,376,353,534,449
31,5,25,7,409,419,425,392,411,384,401,409,406,382,433,424,473
31,6,15,6,365,405,416,423,419,409,365,385,424,403,369,450,498
31,7,3,6,344,415,446,398,392,396,344,429,387,440,554,438,358
31,8,21,7,371,436,430,450,427,381,393,371,414,377,441,444,497
31,9,36,6,394,465,412,418,411,366,394,378,384,408,448,499,497
31,10,9,5,361,424,432,385,397,361,369,394,436,357,452,433,301
31,11,5,6,339,412,409,393,396,411,339,389,363,424,382,415,588
31,12,23,5,356,415,421,401,427,356,360,377,408,396,442,614,483
31,13,27,9,452,439,434,428,409,385,382,387,404,452,388,402,557
31,14,42,4,383,423,450,438,383,371,390,379,399,392,542,525,626
31,15,40,5,439,425,458,410,392,439,365,373,394,437,413,470,549
31,16,20,7,368,432,421,414,397,373,382,368,389,528,438,556,689
31,17,49,5,375,460,423,441,418,375,363,378,397,474,468,301,612
31,18,34,7,375,411,453,407,390,362,396,375,369,472,505,699,376
31,19,31,4,416,428,443,414,416,395,402,396,403,459,495,417,449
31,20,39,3,339,414,434,339,431,403,400,395,454,430,455,359,394
31,21,14,6,369,433,412,417,419,380,369,402,390,385,503,521,614
31,22,17,7,380,450,445,396,413,428,411,380,376,369,350,603,426
31,23,24,5,388,435,412,379,401,388,385,391,444,380,386,347,660
31,24,47,6,367,424,445,416,422,395,367,407,364,379,375,417,687
31,25,8,5,372,368,411,418,399,372,384,402,373,468,471,551,301
31,26,4,6,359,436,431,385,379,396,359,404,409,453,388,301,389
31,27,29,3,382,412,436,382,397,391,401,413,424,447,442,504,616
31,28,46,6,355,416,434,420,436,403,355,402,358,429,440,316,590
31,29,35,6,338,406,402,452,414,422,338,377,385,409,488,456,509
31,30,38,5,393,406,412,425,417,393,352,361,419,475,486,373,456
31,31,50,1,409,409,458,410,370,356,372,396,390,425,523,379,561
31,32,26,5,398,439,423,420,400,398,387,401,382,371,517,520,486
31,33,6,6,380,418,443,373,407,361,380,387,400,398,562,586,699
31,34,48,5,380,436,431,415,414,380,370,374,421,353,410,417,301
31,35,37,2,368,393,368,440,412,358,391,378,417,414,466,625,477
31,36,13,6,397,430,419,413,387,354,397,392,358,427,425,431,495
31,37,45,6,356,425,453,370,404,375,356,388,408,444,472,481,553
31,38,16,7,427,396,453,419,417,373,377,427,402,454,444,312,614
31,39,12,6,372,419,412,415,416,361,372,386,389,439,421,381,527
31,40,7,5,410,420,457,443,415,410,370,425,429,521,369,456,511
31,41,28,5,403,425,436,446,402,403,389,381,395,442,398,441,626
31,42,10,6,378,429,403,393,381,345,378,353,410,301,425,414,433
31,43,22,5,383,428,394,410,393,383,409,407,421,426,461,565,422
31,44,18,6,395,466,439,416,381,385,395,387,402,451,412,462,410
31,45,1,4,387,450,463,432,387,383,375,415,397,337,434,480,444
31,46,2,7,363,427,418,424,367,373,378,363,391,458,507,361,494
31,47,43,6,361,406,421,390,382,389,361,393,420,403,427,419,493
31,48,11,6,378,387,444,407,382,403,378,373,436,353,457,439,510
31,49,41,6,391,420,447,387,375,358,391,368,428,461,415,340,462
31,50,30,6,389,431,421,433,399,388,389,403,392,400,527,475,669
32,1,27,5,374,419,423,407,384,374,375,373,391,433,556,490,619
32,2,31,5,386,425,414,407,420,386,396,408,403,411,459,575,530
32,3,47,7,351,446,428,417,385,386,387,351,415,401,443,510,524
32,4,50,5,387,429,463,405,395,387,361,404,419,376,353,534,449
32,5,16,7,409,419,425,392,411,384,401,409,406,382,433,424,473
32,6,2,12,498,405,416,423,419,409,365,385,424,403,369,450,498
32,7,7,6,344,415,446,398,392,396,344,429,387,440,554,438,358
32,8,19,5,381,436,430,450,427,381,393,371,414,377,441,444,497
32,9,34,5,366,465,412,418,411,366,394,378,384,408,448,499,497
32,10,23,5,361,424,432,385,397,361,369,394,436,357,452,433,301
32,11,8,6,339,412,409,393,396,411,339,389,363,424,382,415,588
32,12,22,5,356,415,421,401,427,356,360,377,408,396,442,614,483
32,13,4,5,385,439,434,428,409,385,382,387,404,452,388,402,557
32,14,3,5,371,423,450,438,383,371,390,379,399,392,542,525,626
32,15,28,6,365,425,458,410,392,439,365,373,394,437,413,470,549
32,16,25,5,373,432,421,414,397,373,382,368,389,528,438,556,689
32,17,33,11,301,460,423,441,418,375,363,378,397,474,468,301,612
32,18,46,5,362,411,453,407,390,362,396,375,369,472,505,699,376
32,19,26,7,396,428,443,414,416,395,402,396,403,459,495,417,449
32,20,17,3,339,414,434,339,431,403,400,395,454,430,455,359,394
32,21,6,6,369,433,412,417,419,380,369,402,390,385,503,521,614
32,22,24,7,380,450,445,396,413,428,411,380,376,369,350,603,426
32,23,37,5,388,435,412,379,401,388,385,391,444,380,386,347,660
32,24,38,8,364,424,445,416,422,395,367,407,364,379,375,417,687
32,25,21,8,373,368,411,418,399,372,384,402,373,468,471,551,301
32,26,48,10,388,436,431,385,379,396,359,404,409,453,388,301,389
32,27,20,6,401,412,436,382,397,391,401,413,424,447,442,504,616
32,28,44,6,355,416,434,420,436,403,355,402,358,429,440,316,590
32,29,29,6,338,406,402,452,414,422,338,377,385,409,488,456,509
32,30,5,4,417,406,412,425,417,393,352,361,419,475,486,373,456
32,31,10,6,372,409,458,410,370,356,372,396,390,425,523,379,561
32,32,49,5,398,439,423,420,400,398,387,401,382,371,517,520,486
32,33,13,5,361,418,443,373,407,361,380,387,400,398,562,586,699
32,34,43,5,380,436,431,415,414,380,370,374,421,353,410,417,301
32,35,30,2,368,393,368,440,412,358,391,378,417,414,466,625,477
32,36,15,3,413,430,419,413,387,354,397,392,358,427,425,431,495
32,37,32,6,356,425,453,370,404,375,356,388,408,444,472,481,553
32,38,18,5,373,396,453,419,417,373,377,427,402,454,444,312,614
32,39,9,6,372,419,412,415,416,361,372,386,389,439,421,381,527
32,40,45,6,370,420,457,443,415,410,370,425,429,521,369,456,511
32,41,35,5,403,425,436,446,402,403,389,381,395,442,398,441,626
32,42,39,11,414,429,403,393,381,345,378,353,410,301,425,414,433
32,43,12,4,393,428,394,410,393,383,409,407,421,426,461,565,422
32,44,42,4,381,466,439,416,381,385,395,387,402,451,412,462,410
32,45,36,7,415,450,463,432,387,383,375,415,397,337,434,480,444
32,46,11,7,363,427,418,424,367,373,378,363,391,458,507,361,494
32,47,1,6,361,406,421,390,382,389,361,393,420,403,427,419,493
32,48,40,7,373,387,444,407,382,403,378,373,436,353,457,439,510
32,49,41,3,387,420,447,387,375,358,391,368,428,461,415,340,462
32,50,14,6,389,431,421,433,399,388,389,403,392,400,527,475,669
33,1,48,6,375,419,423,407,384,374,375,373,391,433,556,490,619
33,2,18,6,396,425,414,407,420,386,396,408,403,411,459,575,530
33,3,8,6,387,446,428,417,385,386,387,351,415,401,443,510,524
33,4,43,6,361,429,463,405,395,387,361,404,419,376,353,534,449
33,5,50,7,409,419,425,392,411,384,401,409,406,382,433,424,473
33,6,24,6,365,405,416,423,419,409,365,385,424,403,369,450,498
33,7,40,6,344,415,446,398,392,396,344,429,387,440,554,438,358
33,8,27,7,371,436,430,450,427,381,393,371,414,377,441,444,497
33,9,21,7,378,465,412,418,411,366,394,378,384,408,448,499,497
33,10,23,7,394,424,432,385,397,361,369,394,436,357,452,433,301
33,11,33,6,339,412,409,393,396,411,339,389,363,424,382,415,588
33,12,9,5,356,415,421,401,427,356,360,377,408,396,442,614,483
33,13,42,6,382,439,434,428,409,385,382,387,404,452,388,402,557
33,14,2,7,379,423,450,438,383,371,390,379,399,392,542,525,626
33,15,20,6,365,425,458,410,392,439,365,373,394,437,413,470,549
33,16,28,5,373,432,421,414,397,373,382,368,389,528,438,556,689
33,17,49,5,375,460,423,441,418,375,363,378,397,474,468,301,612
33,18,44,7,375,411,453,407,390,362,396,375,369,472,505,699,376
33,19,19,7,396,428,443,414,416,395,402,396,403,459,495,417,449
33,20,29,6,400,414,434,339,431,403,400,395,454,430,455,359,394
33,21,39,6,369,433,412,417,419,380,369,402,390,385,503,521,614
33,22,46,7,380,450,445,396,413,428,411,380,376,369,350,603,426
33,23,25,6,385,435,412,379,401,388,385,391,444,380,386,347,660
33,24,36,6,367,424,445,416,422,395,367,407,364,379,375,417,687
33,25,34,7,402,368,411,418,399,372,384,402,373,468,471,551,301
33,26,13,6,359,436,431,385,379,396,359,404,409,453,388,301,389
33,27,10,10,442,412,436,382,397,391,401,413,424,447,442,504,616
33,28,1,6,355,416,434,420,436,403,355,402,358,429,440,316,590
33,29,17,6,338,406,402,452,414,422,338,377,385,409,488,456,509
33,30,16,5,393,406,412,425,417,393,352,361,419,475,486,373,456
33,31,4,6,372,409,458,410,370,356,372,396,390,425,523,379,561
33,32,32,5,398,439,423,420,400,398,387,401,382,371,517,520,486
33,33,41,6,380,418,443,373,407,361,380,387,400,398,562,586,699
33,34,6,5,380,436,431,415,414,380,370,374,421,353,410,417,301
33,35,47,5,358,393,368,440,412,358,391,378,417,414,466,625,477
33,36,14,6,397,430,419,413,387,354,397,392,358,427,425,431,495
33,37,5,6,356,425,453,370,404,375,356,388,408,444,472,481,553
33,38,35,5,373,396,453,419,417,373,377,427,402,454,444,312,614
