condition,stimulusSet,trial,participant,product,estimate,truth
individual,2.0,12,6,Wood serving tray,20.0,15.0
individual,2.0,13,6,Star Trek UNO game,29.0,15.0
individual,2.0,14,6,Lab Series skincare for men power wash,24.0,18.0
individual,2.0,15,6,Gold floral journal,39.0,18.0
individual,2.0,16,6,Heavy duty flashlight,19.0,19.0
individual,2.0,17,6,Tide concetrated liquid detergent 64-loads,12.0,20.0
individual,2.0,18,6,Nike sleeveless t-shirt,15.0,22.0
individual,2.0,19,6,Br'ita water purifying pitcher,24.0,23.0
individual,2.0,20,6,Starbucks stainless steel tumbler,17.0,23.0
individual,2.0,21,6,Honey pot,6.0,24.0
individual,2.0,22,6,Ice shaver,14.0,25.0
individual,2.0,23,6,French spice stack,33.0,25.0
individual,2.0,24,6,Conair ceramic ionic hairdryer,31.0,25.0
individual,2.0,25,6,Curly-cues fruit bowl,10.0,25.0
individual,2.0,26,6,Feather print racerback tunic,37.0,28.0
individual,2.0,27,6,Brown motif sunglasses,8.0,28.0
individual,2.0,28,6,Kiehl's scented candle,40.0,28.0
individual,2.0,29,6,Converse one star oxfords,14.0,30.0
individual,2.0,30,6,Spalding premier basketball,19.0,30.0
individual,2.0,31,6,Speed blender,35.0,31.0
individual,2.0,32,6,Turtle xylophone,20.0,31.0
individual,2.0,33,6,Crabtree & Evelyn seven seas bath salts,25.0,34.0
individual,2.0,34,6,Mr. Coffee steam espresso machine,27.0,35.0
individual,2.0,35,6,Extra virgin olive oil,20.0,35.0
individual,2.0,36,6,Kate Spade crystal goblet,17.0,35.0
individual,2.0,37,6,Mesh wastebasket,16.0,35.0
individual,2.0,38,6,31'' panther skateboard,19.0,35.0
individual,2.0,39,6,Marc Jacobs 'Miss Marc' earrings,27.0,38.0
individual,2.0,40,6,Food & wine cookbook,33.0,38.0
individual,2.0,41,6,Spruce goose pitcher,16.0,38.0
individual,2.0,42,6,Swiss Army pocket knife,12.0,40.0
individual,2.0,43,6,Motorola bluetooth headset,38.0,40.0
individual,2.0,44,6,McAfee virus scan,17.0,40.0
individual,2.0,45,6,Honey willow hamper with liner,30.0,40.0
individual,2.0,46,6,Mini trampoline,23.0,40.0
individual,2.0,47,6,Nicorette fresh mint gum,30.0,41.0
individual,2.0,48,6,Roxy fringed faux suede bag,20.0,42.0
individual,2.0,49,6,Gevalia connoisseur's coffee basket,23.0,43.0
individual,2.0,50,6,Rainbow wide strap thong,27.0,45.0
individual,2.0,1,7,Flower pencil,5.0,5.0
individual,2.0,2,7,Oat & honey pancake mix,20.0,8.0
individual,2.0,3,7,Pressed flowers mug,20.0,8.0
individual,2.0,4,7,Twiggy chopsticks,10.0,10.0
individual,2.0,5,7,Tea Forté tea sampler,12.0,10.0
individual,2.0,6,7,Energizer batteries,12.0,11.0
individual,2.0,7,7,Body brush,5.0,12.0
individual,2.0,8,7,Canine pajamas,15.0,13.0
individual,2.0,9,7,Nature Made calcium vitamin tablets,12.0,13.0
individual,2.0,10,7,Four-orange chocolate sauce,15.0,14.0
individual,2.0,11,7,L'Oréal hair color dye,10.0,14.0
individual,2.0,12,7,Wood serving tray,30.0,15.0
individual,2.0,13,7,Star Trek UNO game,12.0,15.0
individual,2.0,14,7,Lab Series skincare for men power wash,50.0,18.0
individual,2.0,15,7,Gold floral journal,20.0,18.0
individual,2.0,16,7,Heavy duty flashlight,20.0,19.0
individual,2.0,17,7,Tide concetrated liquid detergent 64-loads,20.0,20.0
individual,2.0,18,7,Nike sleeveless t-shirt,12.0,22.0
individual,2.0,19,7,Br'ita water purifying pitcher,25.0,23.0
individual,2.0,20,7,Starbucks stainless steel tumbler,18.0,23.0
individual,2.0,21,7,Honey pot,12.0,24.0
individual,2.0,22,7,Ice shaver,15.0,25.0
individual,2.0,23,7,French spice stack,20.0,25.0
individual,2.0,24,7,Conair ceramic ionic hairdryer,15.0,25.0
individual,2.0,25,7,Curly-cues fruit bowl,20.0,25.0
individual,2.0,26,7,Feather print racerback tunic,25.0,28.0
individual,2.0,27,7,Brown motif sunglasses,15.0,28.0
individual,2.0,28,7,Kiehl's scented candle,10.0,28.0
individual,2.0,29,7,Converse one star oxfords,12.0,30.0
individual,2.0,30,7,Spalding premier basketball,20.0,30.0
individual,2.0,31,7,Speed blender,30.0,31.0
individual,2.0,32,7,Turtle xylophone,18.0,31.0
individual,2.0,33,7,Crabtree & Evelyn seven seas bath salts,25.0,34.0
individual,2.0,34,7,Mr. Coffee steam espresso machine,35.0,35.0
individual,2.0,35,7,Extra virgin olive oil,25.0,35.0
individual,2.0,36,7,Kate Spade crystal goblet,35.0,35.0
individual,2.0,37,7,Mesh wastebasket,15.0,35.0
individual,2.0,38,7,31'' panther skateboard,25.0,35.0
individual,2.0,39,7,Marc Jacobs 'Miss Marc' earrings,20.0,38.0
individual,2.0,40,7,Food & wine cookbook,20.0,38.0
individual,2.0,41,7,Spruce goose pitcher,13.0,38.0
individual,2.0,42,7,Swiss Army pocket knife,20.0,40.0
individual,2.0,43,7,Motorola bluetooth headset,25.0,40.0
individual,2.0,44,7,McAfee virus scan,20.0,40.0
individual,2.0,45,7,Honey willow hamper with liner,20.0,40.0
individual,2.0,46,7,Mini trampoline,20.0,40.0
individual,2.0,47,7,Nicorette fresh mint gum,25.0,41.0
individual,2.0,48,7,Roxy fringed faux suede bag,20.0,42.0
individual,2.0,49,7,Gevalia connoisseur's coffee basket,25.0,43.0
individual,2.0,50,7,Rainbow wide strap thong,20.0,45.0
individual,2.0,1,8,Flower pencil,5.0,5.0
individual,2.0,2,8,Oat & honey pancake mix,2.0,8.0
individual,2.0,3,8,Pressed flowers mug,20.0,8.0
individual,2.0,4,8,Twiggy chopsticks,15.0,10.0
individual,2.0,5,8,Tea Forté tea sampler,15.0,10.0
individual,2.0,6,8,Energizer batteries,10.0,11.0
individual,2.0,7,8,Body brush,8.0,12.0
individual,2.0,8,8,Canine pajamas,15.0,13.0
individual,2.0,9,8,Nature Made calcium vitamin tablets,20.0,13.0
individual,2.0,10,8,Four-orange chocolate sauce,15.0,14.0
individual,2.0,11,8,L'Oréal hair color dye,10.0,14.0
individual,2.0,12,8,Wood serving tray,25.0,15.0
individual,2.0,13,8,Star Trek UNO game,18.0,15.0
individual,2.0,14,8,Lab Series skincare for men power wash,30.0,18.0
individual,2.0,15,8,Gold floral journal,45.0,18.0
individual,2.0,16,8,Heavy duty flashlight,2.0,19.0
individual,2.0,17,8,Tide concetrated liquid detergent 64-loads,20.0,20.0
individual,2.0,18,8,Nike sleeveless t-shirt,22.0,22.0
individual,2.0,19,8,Br'ita water purifying pitcher,15.0,23.0
individual,2.0,20,8,Starbucks stainless steel tumbler,5.0,23.0
individual,2.0,21,8,Honey pot,15.0,24.0
individual,2.0,22,8,Ice shaver,20.0,25.0
individual,2.0,23,8,French spice stack,35.0,25.0
individual,2.0,24,8,Conair ceramic ionic hairdryer,30.0,25.0
individual,2.0,25,8,Curly-cues fruit bowl,15.0,25.0
individual,2.0,26,8,Feather print racerback tunic,15.0,28.0
individual,2.0,27,8,Brown motif sunglasses,15.0,28.0
individual,2.0,28,8,Kiehl's scented candle,30.0,28.0
individual,2.0,29,8,Converse one star oxfords,15.0,30.0
individual,2.0,30,8,Spalding premier basketball,15.0,30.0
individual,2.0,31,8,Speed blender,20.0,31.0
individual,2.0,32,8,Turtle xylophone,25.0,31.0
individual,2.0,33,8,Crabtree & Evelyn seven seas bath salts,20.0,34.0
individual,2.0,34,8,Mr. Coffee steam espresso machine,50.0,35.0
individual,2.0,35,8,Extra virgin olive oil,10.0,35.0
individual,2.0,36,8,Kate Spade crystal goblet,22.0,35.0
individual,2.0,37,8,Mesh wastebasket,20.0,35.0
individual,2.0,38,8,31'' panther skateboard,20.0,35.0
individual,2.0,39,8,Marc Jacobs 'Miss Marc' earrings,35.0,38.0
individual,2.0,40,8,Food & wine cookbook,45.0,38.0
individual,2.0,41,8,Spruce goose pitcher,25.0,38.0
individual,2.0,42,8,Swiss Army pocket knife,30.0,40.0
individual,2.0,43,8,Motorola bluetooth headset,15.0,40.0
individual,2.0,44,8,McAfee virus scan,20.0,40.0
individual,2.0,45,8,Honey willow hamper with liner,50.0,40.0
individual,2.0,46,8,Mini trampoline,40.0,40.0
individual,2.0,47,8,Nicorette fresh mint gum,45.0,41.0
individual,2.0,48,8,Roxy fringed faux suede bag,10.0,42.0
individual,2.0,49,8,Gevalia connoisseur's coffee basket,20.0,43.0
individual,2.0,50,8,Rainbow wide strap thong,40.0,45.0
individual,2.0,1,9,Flower pencil,9.0,5.0
individual,2.0,2,9,Oat & honey pancake mix,6.0,8.0
individual,2.0,3,9,Pressed flowers mug,20.0,8.0
individual,2.0,4,9,Twiggy chopsticks,8.0,10.0
individual,2.0,5,9,Tea Forté tea sampler,39.0,10.0
individual,2.0,6,9,Energizer batteries,47.0,11.0
individual,2.0,7,9,Body brush,14.0,12.0
individual,2.0,8,9,Canine pajamas,25.0,13.0
individual,2.0,9,9,Nature Made calcium vitamin tablets,12.0,13.0
individual,2.0,10,9,Four-orange chocolate sauce,14.0,14.0
individual,2.0,11,9,L'Oréal hair color dye,13.0,14.0
individual,2.0,12,9,Wood serving tray,15.0,15.0
individual,2.0,13,9,Star Trek UNO game,17.0,15.0
individual,2.0,14,9,Lab Series skincare for men power wash,18.0,18.0
individual,2.0,15,9,Gold floral journal,36.0,18.0
individual,2.0,16,9,Heavy duty flashlight,19.0,19.0
individual,2.0,17,9,Tide concetrated liquid detergent 64-loads,30.0,20.0
individual,2.0,18,9,Nike sleeveless t-shirt,16.0,22.0
individual,2.0,19,9,Br'ita water purifying pitcher,25.0,23.0
individual,2.0,20,9,Starbucks stainless steel tumbler,13.0,23.0
individual,2.0,21,9,Honey pot,10.0,24.0
individual,2.0,22,9,Ice shaver,30.0,25.0
individual,2.0,23,9,French spice stack,35.0,25.0
individual,2.0,24,9,Conair ceramic ionic hairdryer,19.0,25.0
individual,2.0,25,9,Curly-cues fruit bowl,2.0,25.0
individual,2.0,26,9,Feather print racerback tunic,17.0,28.0
individual,2.0,27,9,Brown motif sunglasses,16.0,28.0
individual,2.0,28,9,Kiehl's scented candle,45.0,28.0
individual,2.0,29,9,Converse one star oxfords,8.0,30.0
individual,2.0,30,9,Spalding premier basketball,19.0,30.0
individual,2.0,31,9,Speed blender,25.0,31.0
individual,2.0,32,9,Turtle xylophone,16.0,31.0
individual,2.0,33,9,Crabtree & Evelyn seven seas bath salts,13.0,34.0
individual,2.0,34,9,Mr. Coffee steam espresso machine,39.0,35.0
individual,2.0,35,9,Extra virgin olive oil,24.0,35.0
individual,2.0,36,9,Kate Spade crystal goblet,12.0,35.0
individual,2.0,37,9,Mesh wastebasket,20.0,35.0
individual,2.0,38,9,31'' panther skateboard,26.0,35.0
individual,2.0,39,9,Marc Jacobs 'Miss Marc' earrings,23.0,38.0
individual,2.0,40,9,Food & wine cookbook,26.0,38.0
individual,2.0,41,9,Spruce goose pitcher,30.0,38.0
individual,2.0,42,9,Swiss Army pocket knife,15.0,40.0
individual,2.0,43,9,Motorola bluetooth headset,25.0,40.0
individual,2.0,44,9,McAfee virus scan,32.0,40.0
individual,2.0,45,9,Honey willow hamper with liner,10.0,40.0
individual,2.0,46,9,Mini trampoline,45.0,40.0
individual,2.0,47,9,Nicorette fresh mint gum,45.0,41.0
individual,2.0,48,9,Roxy fringed faux suede bag,13.0,42.0
individual,2.0,49,9,Gevalia connoisseur's coffee basket,23.0,43.0
individual,2.0,50,9,Rainbow wide strap thong,36.0,45.0
individual,2.0,1,10,Flower pencil,6.0,5.0
individual,2.0,2,10,Oat & honey pancake mix,4.0,8.0
individual,2.0,3,10,Pressed flowers mug,18.0,8.0
individual,2.0,4,10,Twiggy chopsticks,19.0,10.0
individual,2.0,5,10,Tea Forté tea sampler,12.0,10.0
individual,2.0,6,10,Energizer batteries,25.0,11.0
individual,2.0,7,10,Body brush,10.0,12.0
individual,2.0,8,10,Canine pajamas,34.0,13.0
individual,2.0,9,10,Nature Made calcium vitamin tablets,14.0,13.0
individual,2.0,10,10,Four-orange chocolate sauce,7.0,14.0
individual,2.0,11,10,L'Oréal hair color dye,12.0,14.0
individual,2.0,12,10,Wood serving tray,29.0,15.0
individual,2.0,13,10,Star Trek UNO game,9.0,15.0
individual,2.0,14,10,Lab Series skincare for men power wash,27.0,18.0
individual,2.0,15,10,Gold floral journal,50.0,18.0
individual,2.0,16,10,Heavy duty flashlight,10.0,19.0
individual,2.0,17,10,Tide concetrated liquid detergent 64-loads,24.0,20.0
individual,2.0,18,10,Nike sleeveless t-shirt,16.0,22.0
individual,2.0,19,10,Br'ita water purifying pitcher,25.0,23.0
individual,2.0,20,10,Starbucks stainless steel tumbler,20.0,23.0
individual,2.0,21,10,Honey pot,15.0,24.0
individual,2.0,22,10,Ice shaver,8.0,25.0
individual,2.0,23,10,French spice stack,30.0,25.0
individual,2.0,24,10,Conair ceramic ionic hairdryer,25.0,25.0
individual,2.0,25,10,Curly-cues fruit bowl,20.0,25.0
individual,2.0,26,10,Feather print racerback tunic,45.0,28.0
individual,2.0,27,10,Brown motif sunglasses,27.0,28.0
individual,2.0,28,10,Kiehl's scented candle,14.0,28.0
individual,2.0,29,10,Converse one star oxfords,7.0,30.0
individual,2.0,30,10,Spalding premier basketball,23.0,30.0
individual,2.0,31,10,Speed blender,28.0,31.0
individual,2.0,32,10,Turtle xylophone,15.0,31.0
individual,2.0,33,10,Crabtree & Evelyn seven seas bath salts,19.0,34.0
individual,2.0,34,10,Mr. Coffee steam espresso machine,45.0,35.0
individual,2.0,35,10,Extra virgin olive oil,20.0,35.0
individual,2.0,36,10,Kate Spade crystal goblet,24.0,35.0
individual,2.0,37,10,Mesh wastebasket,28.0,35.0
individual,2.0,38,10,31'' panther skateboard,30.0,35.0
individual,2.0,39,10,Marc Jacobs 'Miss Marc' earrings,40.0,38.0
individual,2.0,40,10,Food & wine cookbook,50.0,38.0
individual,2.0,41,10,Spruce goose pitcher,50.0,38.0
individual,2.0,42,10,Swiss Army pocket knife,25.0,40.0
individual,2.0,43,10,Motorola bluetooth headset,42.0,40.0
individual,2.0,44,10,McAfee virus scan,25.0,40.0
individual,2.0,45,10,Honey willow hamper with liner,20.0,40.0
individual,2.0,46,10,Mini trampoline,45.0,40.0
individual,2.0,47,10,Nicorette fresh mint gum,18.0,41.0
individual,2.0,48,10,Roxy fringed faux suede bag,40.0,42.0
individual,2.0,49,10,Gevalia connoisseur's coffee basket,23.0,43.0
individual,2.0,50,10,Rainbow wide strap thong,38.0,45.0
individual,2.0,1,11,Flower pencil,8.0,5.0
individual,2.0,2,11,Oat & honey pancake mix,7.0,8.0
individual,2.0,3,11,Pressed flowers mug,15.0,8.0
individual,2.0,4,11,Twiggy chopsticks,9.0,10.0
individual,2.0,5,11,Tea Forté tea sampler,25.0,10.0
individual,2.0,6,11,Energizer batteries,45.0,11.0
individual,2.0,7,11,Body brush,12.0,12.0
individual,2.0,8,11,Canine pajamas,15.0,13.0
individual,2.0,9,11,Nature Made calcium vitamin tablets,8.0,13.0
individual,2.0,10,11,Four-orange chocolate sauce,25.0,14.0
individual,2.0,11,11,L'Oréal hair color dye,25.0,14.0
individual,2.0,12,11,Wood serving tray,20.0,15.0
individual,2.0,13,11,Star Trek UNO game,12.0,15.0
individual,2.0,14,11,Lab Series skincare for men power wash,25.0,18.0
individual,2.0,15,11,Gold floral journal,25.0,18.0
individual,2.0,16,11,Heavy duty flashlight,25.0,19.0
individual,2.0,17,11,Tide concetrated liquid detergent 64-loads,25.0,20.0
individual,2.0,18,11,Nike sleeveless t-shirt,10.0,22.0
individual,2.0,19,11,Br'ita water purifying pitcher,25.0,23.0
individual,2.0,20,11,Starbucks stainless steel tumbler,9.0,23.0
individual,2.0,21,11,Honey pot,8.0,24.0
individual,2.0,22,11,Ice shaver,20.0,25.0
individual,2.0,23,11,French spice stack,30.0,25.0
individual,2.0,24,11,Conair ceramic ionic hairdryer,20.0,25.0
individual,2.0,25,11,Curly-cues fruit bowl,20.0,25.0
individual,2.0,26,11,Feather print racerback tunic,25.0,28.0
individual,2.0,27,11,Brown motif sunglasses,20.0,28.0
individual,2.0,28,11,Kiehl's scented candle,18.0,28.0
individual,2.0,29,11,Converse one star oxfords,30.0,30.0
individual,2.0,30,11,Spalding premier basketball,20.0,30.0
individual,2.0,31,11,Speed blender,45.0,31.0
individual,2.0,32,11,Turtle xylophone,30.0,31.0
individual,2.0,33,11,Crabtree & Evelyn seven seas bath salts,10.0,34.0
individual,2.0,34,11,Mr. Coffee steam espresso machine,45.0,35.0
individual,2.0,35,11,Extra virgin olive oil,25.0,35.0
individual,2.0,36,11,Kate Spade crystal goblet,30.0,35.0
individual,2.0,37,11,Mesh wastebasket,25.0,35.0
individual,2.0,38,11,31'' panther skateboard,50.0,35.0
individual,2.0,39,11,Marc Jacobs 'Miss Marc' earrings,30.0,38.0
individual,2.0,40,11,Food & wine cookbook,35.0,38.0
individual,2.0,41,11,Spruce goose pitcher,45.0,38.0
individual,2.0,42,11,Swiss Army pocket knife,15.0,40.0
individual,2.0,43,11,Motorola bluetooth headset,35.0,40.0
individual,2.0,44,11,McAfee virus scan,40.0,40.0
individual,2.0,45,11,Honey willow hamper with liner,25.0,40.0
individual,2.0,46,11,Mini trampoline,35.0,40.0
individual,2.0,47,11,Nicorette fresh mint gum,35.0,41.0
individual,2.0,48,11,Roxy fringed faux suede bag,45.0,42.0
individual,2.0,49,11,Gevalia connoisseur's coffee basket,15.0,43.0
individual,2.0,50,11,Rainbow wide strap thong,25.0,45.0
primed_individual,2.0,1,1,Flower pencil,5.0,5.0
primed_individual,2.0,2,1,Oat & honey pancake mix,20.0,8.0
primed_individual,2.0,3,1,Pressed flowers mug,15.0,8.0
primed_individual,2.0,4,1,Twiggy chopsticks,5.0,10.0
primed_individual,2.0,5,1,Tea Forté tea sampler,20.0,10.0
primed_individual,2.0,6,1,Energizer batteries,13.0,11.0
primed_individual,2.0,7,1,Body brush,12.0,12.0
primed_individual,2.0,8,1,Canine pajamas,15.0,13.0
primed_individual,2.0,9,1,Nature Made calcium vitamin tablets,15.0,13.0
primed_individual,2.0,10,1,Four-orange chocolate sauce,20.0,14.0
primed_individual,2.0,11,1,L'Oréal hair color dye,15.0,14.0
primed_individual,2.0,12,1,Wood serving tray,20.0,15.0
primed_individual,2.0,13,1,Star Trek UNO game,12.0,15.0
primed_individual,2.0,14,1,Lab Series skincare for men power wash,35.0,18.0
primed_individual,2.0,15,1,Gold floral journal,42.0,18.0
primed_individual,2.0,16,1,Heavy duty flashlight,29.0,19.0
primed_individual,2.0,17,1,Tide concetrated liquid detergent 64-loads,17.0,20.0
primed_individual,2.0,18,1,Nike sleeveless t-shirt,30.0,22.0
primed_individual,2.0,19,1,Br'ita water purifying pitcher,27.0,23.0
primed_individual,2.0,20,1,Starbucks stainless steel tumbler,25.0,23.0
primed_individual,2.0,21,1,Honey pot,20.0,24.0
primed_individual,2.0,22,1,Ice shaver,39.0,25.0
primed_individual,2.0,23,1,French spice stack,20.0,25.0
primed_individual,2.0,24,1,Conair ceramic ionic hairdryer,22.0,25.0
primed_individual,2.0,25,1,Curly-cues fruit bowl,25.0,25.0
primed_individual,2.0,26,1,Feather print racerback tunic,35.0,28.0
primed_individual,2.0,27,1,Brown motif sunglasses,22.0,28.0
primed_individual,2.0,28,1,Kiehl's scented candle,5.0,28.0
primed_individual,2.0,29,1,Converse one star oxfords,38.0,30.0
primed_individual,2.0,30,1,Spalding premier basketball,30.0,30.0
primed_individual,2.0,31,1,Speed blender,42.0,31.0
primed_individual,2.0,32,1,Turtle xylophone,18.0,31.0
primed_individual,2.0,33,1,Crabtree & Evelyn seven seas bath salts,20.0,34.0
primed_individual,2.0,34,1,Mr. Coffee steam espresso machine,50.0,35.0
primed_individual,2.0,35,1,Extra virgin olive oil,15.0,35.0
primed_individual,2.0,36,1,Kate Spade crystal goblet,37.0,35.0
primed_individual,2.0,37,1,Mesh wastebasket,18.0,35.0
primed_individual,2.0,38,1,31'' panther skateboard,45.0,35.0
primed_individual,2.0,39,1,Marc Jacobs 'Miss Marc' earrings,50.0,38.0
primed_individual,2.0,40,1,Food & wine cookbook,28.0,38.0
primed_individual,2.0,41,1,Spruce goose pitcher,10.0,38.0
primed_individual,2.0,42,1,Swiss Army pocket knife,40.0,40.0
primed_individual,2.0,43,1,Motorola bluetooth headset,40.0,40.0
primed_individual,2.0,44,1,McAfee virus scan,45.0,40.0
primed_individual,2.0,45,1,Honey willow hamper with liner,34.0,40.0
primed_individual,2.0,46,1,Mini trampoline,45.0,40.0
primed_individual,2.0,47,1,Nicorette fresh mint gum,35.0,41.0
primed_individual,2.0,48,1,Roxy fringed faux suede bag,20.0,42.0
primed_individual,2.0,49,1,Gevalia connoisseur's coffee basket,34.0,43.0
primed_individual,2.0,50,1,Rainbow wide strap thong,43.0,45.0
primed_individual,2.0,1,2,Flower pencil,5.0,5.0
primed_individual,2.0,2,2,Oat & honey pancake mix,18.0,8.0
primed_individual,2.0,3,2,Pressed flowers mug,13.0,8.0
primed_individual,2.0,4,2,Twiggy chopsticks,8.0,10.0
primed_individual,2.0,5,2,Tea Forté tea sampler,18.0,10.0
primed_individual,2.0,6,2,Energizer batteries,3.0,11.0
primed_individual,2.0,7,2,Body brush,13.0,12.0
primed_individual,2.0,8,2,Canine pajamas,20.0,13.0
primed_individual,2.0,9,2,Nature Made calcium vitamin tablets,18.0,13.0
primed_individual,2.0,10,2,Four-orange chocolate sauce,18.0,14.0
primed_individual,2.0,11,2,L'Oréal hair color dye,12.0,14.0
primed_individual,2.0,12,2,Wood serving tray,15.0,15.0
primed_individual,2.0,13,2,Star Trek UNO game,12.0,15.0
primed_individual,2.0,14,2,Lab Series skincare for men power wash,30.0,18.0
primed_individual,2.0,15,2,Gold floral journal,45.0,18.0
primed_individual,2.0,16,2,Heavy duty flashlight,20.0,19.0
primed_individual,2.0,17,2,Tide concetrated liquid detergent 64-loads,15.0,20.0
primed_individual,2.0,18,2,Nike sleeveless t-shirt,20.0,22.0
primed_individual,2.0,19,2,Br'ita water purifying pitcher,35.0,23.0
