participant,condition,conditionIndex,problem,sequenceLength,choicePosition,problemOrder,value1,value2,value3,value4
46,length4_plentiful,1,16,4,1,32,46.0,85.0,55.0,87.0
46,length4_plentiful,1,17,4,1,30,65.0,86.0,48.0,59.0
46,length4_plentiful,1,18,4,1,12,56.0,51.0,50.0,89.0
46,length4_plentiful,1,19,4,1,34,85.0,39.0,50.0,53.0
46,length4_plentiful,1,20,4,1,1,52.0,64.0,56.0,81.0
46,length4_plentiful,1,21,4,1,7,68.0,88.0,84.0,49.0
46,length4_plentiful,1,22,4,1,4,85.0,65.0,80.0,78.0
46,length4_plentiful,1,23,4,1,24,89.0,52.0,80.0,55.0
46,length4_plentiful,1,24,4,1,31,81.0,73.0,66.0,80.0
46,length4_plentiful,1,25,4,1,9,44.0,84.0,89.0,69.0
46,length4_plentiful,1,26,4,1,8,76.0,51.0,82.0,64.0
46,length4_plentiful,1,27,4,1,29,36.0,43.0,79.0,76.0
46,length4_plentiful,1,28,4,1,16,32.0,66.0,63.0,95.0
46,length4_plentiful,1,29,4,1,14,96.0,82.0,85.0,93.0
46,length4_plentiful,1,30,4,1,18,64.0,39.0,84.0,82.0
46,length4_plentiful,1,31,4,1,35,90.0,81.0,61.0,39.0
46,length4_plentiful,1,32,4,1,36,77.0,23.0,47.0,26.0
46,length4_plentiful,1,33,4,1,20,83.0,73.0,71.0,62.0
46,length4_plentiful,1,34,4,1,5,61.0,30.0,49.0,91.0
46,length4_plentiful,1,35,4,1,10,77.0,63.0,75.0,79.0
46,length4_plentiful,1,36,4,1,15,73.0,78.0,56.0,22.0
46,length4_plentiful,1,37,4,1,17,75.0,79.0,56.0,86.0
46,length4_plentiful,1,38,4,1,6,94.0,81.0,68.0,47.0
46,length4_plentiful,1,39,4,1,11,54.0,72.0,18.0,57.0
46,length4_plentiful,1,40,4,1,28,67.0,53.0,59.0,49.0
46,length8_neutral,2,1,8,1,21,35.0,77.0,15.0,1.0
46,length8_neutral,2,2,8,1,39,4.0,89.0,77.0,93.0
46,length8_neutral,2,3,8,1,37,71.0,77.0,83.0,22.0
46,length8_neutral,2,4,8,1,33,68.0,82.0,63.0,93.0
46,length8_neutral,2,5,8,1,23,26.0,4.0,39.0,14.0
46,length8_neutral,2,6,8,1,40,43.0,63.0,21.0,86.0
46,length8_neutral,2,7,8,1,13,88.0,26.0,31.0,78.0
46,length8_neutral,2,8,8,1,2,83.0,92.0,49.0,43.0
46,length8_neutral,2,9,8,3,19,76.0,31.0,21.0,16.0
46,length8_neutral,2,10,8,1,26,22.0,79.0,32.0,2.0
46,length8_neutral,2,11,8,1,25,1.0,85.0,89.0,24.0
46,length8_neutral,2,12,8,1,27,46.0,19.0,45.0,4.0
46,length8_neutral,2,13,8,1,3,64.0,42.0,83.0,7.0
46,length8_neutral,2,14,8,1,38,77.0,82.0,29.0,34.0
46,length8_neutral,2,15,8,1,22,73.0,14.0,13.0,90.0
46,length8_neutral,2,16,8,1,32,61.0,12.0,10.0,48.0
46,length8_neutral,2,17,8,1,30,46.0,43.0,51.0,6.0
46,length8_neutral,2,18,8,1,12,97.0,35.0,57.0,80.0
46,length8_neutral,2,19,8,1,34,30.0,62.0,45.0,46.0
46,length8_neutral,2,20,8,1,1,76.0,60.0,51.0,73.0
46,length8_neutral,2,21,8,1,7,13.0,12.0,15.0,83.0
46,length8_neutral,2,22,8,1,4,51.0,89.0,25.0,88.0
46,length8_neutral,2,23,8,1,24,80.0,40.0,83.0,57.0
46,length8_neutral,2,24,8,1,31,25.0,17.0,12.0,23.0
46,length8_neutral,2,25,8,1,9,16.0,48.0,56.0,79.0
46,length8_neutral,2,26,8,1,8,92.0,41.0,87.0,86.0
46,length8_neutral,2,27,8,1,29,7.0,55.0,96.0,23.0
46,length8_neutral,2,28,8,1,16,73.0,53.0,94.0,29.0
46,length8_neutral,2,29,8,1,14,94.0,87.0,35.0,57.0
46,length8_neutral,2,30,8,1,18,31.0,62.0,38.0,36.0
46,length8_neutral,2,31,8,1,35,52.0,1.0,65.0,96.0
46,length8_neutral,2,32,8,1,36,20.0,76.0,30.0,72.0
46,length8_neutral,2,33,8,1,20,31.0,67.0,45.0,8.0
46,length8_neutral,2,34,8,1,5,41.0,18.0,13.0,49.0
46,length8_neutral,2,35,8,1,10,93.0,53.0,59.0,67.0
46,length8_neutral,2,36,8,1,15,75.0,62.0,74.0,93.0
46,length8_neutral,2,37,8,1,17,94.0,77.0,85.0,11.0
46,length8_neutral,2,38,8,1,6,12.0,55.0,31.0,30.0
46,length8_neutral,2,39,8,1,11,72.0,62.0,33.0,45.0
46,length8_neutral,2,40,8,1,28,86.0,7.0,77.0,50.0
46,length8_plentiful,3,1,8,1,21,50.0,69.0,73.0,92.0
46,length8_plentiful,3,2,8,1,39,63.0,68.0,66.0,74.0
46,length8_plentiful,3,3,8,1,37,70.0,89.0,85.0,42.0
46,length8_plentiful,3,4,8,1,33,84.0,88.0,68.0,91.0
46,length8_plentiful,3,5,8,1,23,61.0,28.0,82.0,57.0
46,length8_plentiful,3,6,8,1,40,62.0,68.0,58.0,57.0
46,length8_plentiful,3,7,8,1,13,87.0,42.0,75.0,68.0
46,length8_plentiful,3,8,8,1,2,82.0,76.0,87.0,53.0
46,length8_plentiful,3,9,8,1,19,66.0,70.0,54.0,59.0
46,length8_plentiful,3,10,8,1,26,65.0,43.0,30.0,81.0
46,length8_plentiful,3,11,8,1,25,67.0,89.0,96.0,58.0
46,length8_plentiful,3,12,8,1,27,67.0,68.0,98.0,84.0
46,length8_plentiful,3,13,8,1,3,88.0,56.0,79.0,75.0
46,length8_plentiful,3,14,8,1,38,50.0,44.0,69.0,63.0
46,length8_plentiful,3,15,8,1,22,49.0,36.0,78.0,30.0
46,length8_plentiful,3,16,8,1,32,54.0,58.0,45.0,69.0
46,length8_plentiful,3,17,8,1,30,76.0,84.0,85.0,94.0
46,length8_plentiful,3,18,8,1,12,62.0,64.0,87.0,79.0
46,length8_plentiful,3,19,8,1,34,65.0,62.0,89.0,49.0
46,length8_plentiful,3,20,8,1,1,44.0,63.0,70.0,68.0
46,length8_plentiful,3,21,8,1,7,90.0,72.0,87.0,69.0
46,length8_plentiful,3,22,8,1,4,35.0,86.0,87.0,65.0
46,length8_plentiful,3,23,8,1,24,80.0,52.0,35.0,30.0
46,length8_plentiful,3,24,8,1,31,54.0,94.0,33.0,70.0
46,length8_plentiful,3,25,8,1,9,78.0,52.0,74.0,77.0
46,length8_plentiful,3,26,8,1,8,30.0,68.0,93.0,70.0
46,length8_plentiful,3,27,8,1,29,78.0,49.0,63.0,72.0
46,length8_plentiful,3,28,8,1,16,57.0,46.0,90.0,36.0
46,length8_plentiful,3,29,8,1,14,81.0,78.0,44.0,63.0
46,length8_plentiful,3,30,8,1,18,60.0,45.0,88.0,70.0
46,length8_plentiful,3,31,8,1,35,59.0,74.0,62.0,70.0
46,length8_plentiful,3,32,8,1,36,66.0,79.0,46.0,56.0
46,length8_plentiful,3,33,8,1,20,43.0,78.0,87.0,89.0
46,length8_plentiful,3,34,8,1,5,71.0,64.0,85.0,70.0
46,length8_plentiful,3,35,8,1,10,75.0,89.0,67.0,87.0
46,length8_plentiful,3,36,8,1,15,82.0,68.0,76.0,79.0
46,length8_plentiful,3,37,8,1,17,89.0,58.0,75.0,95.0
46,length8_plentiful,3,38,8,1,6,73.0,74.0,78.0,52.0
46,length8_plentiful,3,39,8,1,11,35.0,45.0,74.0,72.0
46,length8_plentiful,3,40,8,1,28,80.0,70.0,69.0,89.0
47,length4_neutral,0,1,4,4,9,49.0,39.0,25.0,81.0
47,length4_neutral,0,2,4,1,40,98.0,93.0,67.0,39.0
47,length4_neutral,0,3,4,3,19,52.0,1.0,85.0,50.0
47,length4_neutral,0,4,4,4,36,63.0,21.0,43.0,28.0
47,length4_neutral,0,5,4,2,12,3.0,93.0,67.0,77.0
47,length4_neutral,0,6,4,4,2,5.0,60.0,53.0,36.0
47,length4_neutral,0,7,4,2,25,12.0,91.0,36.0,95.0
47,length4_neutral,0,8,4,3,31,23.0,40.0,86.0,5.0
47,length4_neutral,0,9,4,1,1,56.0,72.0,22.0,25.0
47,length4_neutral,0,10,4,2,24,81.0,96.0,83.0,71.0
47,length4_neutral,0,11,4,2,30,11.0,98.0,61.0,64.0
47,length4_neutral,0,12,4,2,8,17.0,62.0,80.0,7.0
47,length4_neutral,0,13,4,3,32,42.0,36.0,91.0,16.0
47,length4_neutral,0,14,4,2,37,42.0,80.0,70.0,63.0
47,length4_neutral,0,15,4,4,3,3.0,28.0,25.0,84.0
47,length4_neutral,0,16,4,3,15,35.0,9.0,91.0,24.0
47,length4_neutral,0,17,4,4,35,22.0,26.0,24.0,21.0
47,length4_neutral,0,18,4,1,16,87.0,12.0,50.0,55.0
47,length4_neutral,0,19,4,4,11,36.0,7.0,15.0,44.0
47,length4_neutral,0,20,4,4,33,67.0,63.0,7.0,30.0
47,length4_neutral,0,21,4,2,17,62.0,81.0,72.0,61.0
47,length4_neutral,0,22,4,4,18,64.0,62.0,19.0,48.0
47,length4_neutral,0,23,4,3,5,79.0,69.0,97.0,43.0
47,length4_neutral,0,24,4,4,23,46.0,42.0,6.0,26.0
47,length4_neutral,0,25,4,3,4,62.0,9.0,70.0,94.0
47,length4_neutral,0,26,4,3,39,90.0,54.0,87.0,84.0
47,length4_neutral,0,27,4,4,10,74.0,75.0,43.0,78.0
47,length4_neutral,0,28,4,4,13,85.0,76.0,22.0,16.0
47,length4_neutral,0,29,4,4,26,56.0,34.0,22.0,64.0
47,length4_neutral,0,30,4,1,34,91.0,33.0,54.0,42.0
47,length4_neutral,0,31,4,2,21,50.0,69.0,72.0,20.0
47,length4_neutral,0,32,4,4,22,60.0,57.0,22.0,46.0
47,length4_neutral,0,33,4,3,7,10.0,37.0,84.0,36.0
47,length4_neutral,0,34,4,4,27,22.0,80.0,19.0,2.0
47,length4_neutral,0,35,4,2,28,35.0,86.0,84.0,77.0
47,length4_neutral,0,36,4,1,6,81.0,93.0,69.0,11.0
47,length4_neutral,0,37,4,1,29,67.0,27.0,37.0,45.0
47,length4_neutral,0,38,4,3,14,39.0,59.0,67.0,42.0
47,length4_neutral,0,39,4,4,20,7.0,35.0,27.0,3.0
47,length4_neutral,0,40,4,3,38,42.0,9.0,95.0,26.0
47,length4_plentiful,1,1,4,4,9,76.0,63.0,60.0,79.0
47,length4_plentiful,1,2,4,1,40,88.0,62.0,84.0,73.0
47,length4_plentiful,1,3,4,4,19,69.0,76.0,65.0,90.0
47,length4_plentiful,1,4,4,4,36,39.0,61.0,64.0,54.0
47,length4_plentiful,1,5,4,1,12,72.0,57.0,18.0,71.0
47,length4_plentiful,1,6,4,4,2,63.0,29.0,60.0,75.0
47,length4_plentiful,1,7,4,3,25,60.0,71.0,84.0,81.0
47,length4_plentiful,1,8,4,4,31,95.0,52.0,59.0,36.0
47,length4_plentiful,1,9,4,2,1,17.0,65.0,44.0,96.0
47,length4_plentiful,1,10,4,4,24,72.0,38.0,62.0,86.0
47,length4_plentiful,1,11,4,3,30,70.0,76.0,91.0,82.0
47,length4_plentiful,1,12,4,2,8,68.0,90.0,59.0,60.0
47,length4_plentiful,1,13,4,4,32,68.0,38.0,33.0,47.0
47,length4_plentiful,1,14,4,1,37,83.0,79.0,84.0,66.0
47,length4_plentiful,1,15,4,4,3,60.0,59.0,35.0,67.0
47,length4_plentiful,1,16,4,2,15,54.0,68.0,72.0,89.0
47,length4_plentiful,1,17,4,1,35,93.0,55.0,62.0,57.0
47,length4_plentiful,1,18,4,1,16,85.0,87.0,71.0,48.0
47,length4_plentiful,1,19,4,1,11,90.0,79.0,72.0,89.0
47,length4_plentiful,1,20,4,3,33,73.0,74.0,87.0,55.0
47,length4_plentiful,1,21,4,3,17,59.0,66.0,72.0,76.0
47,length4_plentiful,1,22,4,1,18,97.0,80.0,69.0,43.0
47,length4_plentiful,1,23,4,1,5,68.0,42.0,33.0,92.0
47,length4_plentiful,1,24,4,3,23,54.0,44.0,88.0,87.0
47,length4_plentiful,1,25,4,4,4,39.0,64.0,68.0,57.0
47,length4_plentiful,1,26,4,1,39,74.0,79.0,68.0,66.0
47,length4_plentiful,1,27,4,1,10,83.0,64.0,85.0,97.0
47,length4_plentiful,1,28,4,1,13,76.0,39.0,35.0,72.0
47,length4_plentiful,1,29,4,2,26,62.0,88.0,77.0,71.0
47,length4_plentiful,1,30,4,4,34,57.0,77.0,72.0,85.0
47,length4_plentiful,1,31,4,2,21,65.0,87.0,48.0,77.0
47,length4_plentiful,1,32,4,4,22,51.0,52.0,66.0,84.0
47,length4_plentiful,1,33,4,1,7,89.0,87.0,85.0,49.0
47,length4_plentiful,1,34,4,1,27,79.0,57.0,61.0,74.0
47,length4_plentiful,1,35,4,1,28,73.0,70.0,50.0,88.0
47,length4_plentiful,1,36,4,1,6,76.0,74.0,95.0,89.0
47,length4_plentiful,1,37,4,1,29,91.0,60.0,80.0,79.0
47,length4_plentiful,1,38,4,2,14,82.0,43.0,78.0,58.0
47,length4_plentiful,1,39,4,1,20,75.0,81.0,90.0,92.0
47,length4_plentiful,1,40,4,1,38,71.0,61.0,74.0,84.0
47,length8_neutral,2,1,8,5,9,56.0,15.0,66.0,36.0
47,length8_neutral,2,2,8,3,40,22.0,60.0,87.0,84.0
47,length8_neutral,2,3,8,8,19,63.0,74.0,38.0,46.0
47,length8_neutral,2,4,8,3,36,21.0,42.0,84.0,66.0
47,length8_neutral,2,5,8,8,12,93.0,3.0,8.0,59.0
47,length8_neutral,2,6,8,8,2,39.0,56.0,6.0,13.0
47,length8_neutral,2,7,8,4,25,37.0,60.0,82.0,84.0
47,length8_neutral,2,8,8,3,31,77.0,19.0,97.0,65.0
47,length8_neutral,2,9,8,5,1,14.0,26.0,59.0,37.0
47,length8_neutral,2,10,8,4,24,26.0,21.0,50.0,97.0
47,length8_neutral,2,11,8,3,30,58.0,2.0,87.0,9.0
47,length8_neutral,2,12,8,3,8,31.0,81.0,84.0,16.0
47,length8_neutral,2,13,8,7,32,28.0,24.0,62.0,55.0
47,length8_neutral,2,14,8,1,37,81.0,36.0,74.0,79.0
47,length8_neutral,2,15,8,1,3,85.0,12.0,40.0,50.0
47,length8_neutral,2,16,8,7,15,88.0,45.0,7.0,44.0
47,length8_neutral,2,17,8,2,35,42.0,98.0,63.0,28.0
47,length8_neutral,2,18,8,3,16,41.0,44.0,81.0,91.0
47,length8_neutral,2,19,8,4,11,49.0,63.0,15.0,81.0
47,length8_neutral,2,20,8,8,33,77.0,51.0,10.0,37.0
47,length8_neutral,2,21,8,1,17,87.0,95.0,62.0,79.0
47,length8_neutral,2,22,8,5,18,67.0,8.0,34.0,66.0
47,length8_neutral,2,23,8,3,5,8.0,30.0,59.0,32.0
47,length8_neutral,2,24,8,8,23,8.0,50.0,88.0,47.0
47,length8_neutral,2,25,8,8,4,10.0,8.0,27.0,33.0
47,length8_neutral,2,26,8,2,39,61.0,98.0,9.0,73.0
47,length8_neutral,2,27,8,2,10,62.0,72.0,16.0,4.0
47,length8_neutral,2,28,8,2,13,63.0,79.0,32.0,8.0
47,length8_neutral,2,29,8,8,26,92.0,8.0,20.0,75.0
47,length8_neutral,2,30,8,8,34,94.0,62.0,84.0,37.0
47,length8_neutral,2,31,8,1,21,94.0,87.0,24.0,12.0
47,length8_neutral,2,32,8,8,22,45.0,80.0,19.0,64.0
47,length8_neutral,2,33,8,3,7,77.0,66.0,91.0,36.0
47,length8_neutral,2,34,8,5,27,28.0,62.0,65.0,57.0
47,length8_neutral,2,35,8,8,28,7.0,39.0,73.0,35.0
47,length8_neutral,2,36,8,2,6,5.0,75.0,64.0,20.0
47,length8_neutral,2,37,8,6,29,2.0,49.0,12.0,5.0
47,length8_neutral,2,38,8,1,14,95.0,10.0,64.0,84.0
47,length8_neutral,2,39,8,6,20,93.0,5.0,57.0,61.0
47,length8_neutral,2,40,8,8,38,83.0,52.0,96.0,53.0
47,length8_plentiful,3,1,8,8,9,50.0,44.0,45.0,43.0
47,length8_plentiful,3,2,8,3,40,51.0,62.0,93.0,33.0
47,length8_plentiful,3,3,8,4,19,27.0,36.0,79.0,81.0
47,length8_plentiful,3,4,8,4,36,79.0,40.0,37.0,95.0
47,length8_plentiful,3,5,8,4,12,80.0,66.0,70.0,84.0
47,length8_plentiful,3,6,8,6,2,57.0,72.0,63.0,58.0
47,length8_plentiful,3,7,8,1,25,80.0,73.0,61.0,77.0
47,length8_plentiful,3,8,8,2,31,88.0,75.0,80.0,82.0
47,length8_plentiful,3,9,8,2,1,31.0,89.0,67.0,86.0
47,length8_plentiful,3,10,8,1,24,84.0,32.0,59.0,89.0
47,length8_plentiful,3,11,8,2,30,78.0,97.0,53.0,55.0
47,length8_plentiful,3,12,8,5,8,30.0,52.0,54.0,60.0
47,length8_plentiful,3,13,8,2,32,69.0,85.0,44.0,93.0
47,length8_plentiful,3,14,8,8,37,49.0,57.0,62.0,73.0
47,length8_plentiful,3,15,8,2,3,82.0,86.0,52.0,87.0
47,length8_plentiful,3,16,8,1,15,94.0,51.0,79.0,78.0
47,length8_plentiful,3,17,8,1,35,93.0,94.0,26.0,54.0
47,length8_plentiful,3,18,8,4,16,91.0,35.0,56.0,87.0
47,length8_plentiful,3,19,8,2,11,71.0,80.0,36.0,31.0
47,length8_plentiful,3,20,8,4,33,70.0,63.0,53.0,91.0
47,length8_plentiful,3,21,8,8,17,82.0,80.0,18.0,56.0
47,length8_plentiful,3,22,8,3,18,75.0,35.0,79.0,89.0
47,length8_plentiful,3,23,8,5,5,68.0,38.0,35.0,69.0
47,length8_plentiful,3,24,8,3,23,43.0,66.0,74.0,80.0
47,length8_plentiful,3,25,8,3,4,57.0,71.0,97.0,81.0
47,length8_plentiful,3,26,8,4,39,79.0,61.0,62.0,90.0
47,length8_plentiful,3,27,8,8,10,49.0,73.0,57.0,58.0
47,length8_plentiful,3,28,8,3,13,49.0,38.0,81.0,69.0
47,length8_plentiful,3,29,8,8,26,54.0,78.0,52.0,65.0
47,length8_plentiful,3,30,8,5,34,41.0,69.0,63.0,55.0
47,length8_plentiful,3,31,8,8,21,59.0,85.0,46.0,78.0
47,length8_plentiful,3,32,8,1,22,93.0,85.0,92.0,62.0
47,length8_plentiful,3,33,8,8,7,65.0,69.0,88.0,42.0
47,length8_plentiful,3,34,8,6,27,68.0,48.0,71.0,45.0
47,length8_plentiful,3,35,8,6,28,64.0,57.0,75.0,76.0
47,length8_plentiful,3,36,8,8,6,72.0,52.0,49.0,61.0
47,length8_plentiful,3,37,8,8,29,86.0,64.0,24.0,52.0
47,length8_plentiful,3,38,8,5,14,41.0,59.0,25.0,75.0
47,length8_plentiful,3,39,8,5,20,52.0,76.0,67.0,55.0
47,length8_plentiful,3,40,8,2,38,63.0,86.0,82.0,55.0
48,length4_neutral,0,1,4,1,12,95.0,66.0,15.0,13.0
48,length4_neutral,0,2,4,3,9,38.0,9.0,73.0,48.0
48,length4_neutral,0,3,4,2,1,51.0,77.0,12.0,2.0
48,length4_neutral,0,4,4,2,25,7.0,82.0,11.0,32.0
48,length4_neutral,0,5,4,4,13,16.0,84.0,17.0,89.0
48,length4_neutral,0,6,4,3,28,42.0,7.0,96.0,56.0
48,length4_neutral,0,7,4,1,24,75.0,29.0,37.0,26.0
48,length4_neutral,0,8,4,1,8,90.0,79.0,69.0,31.0
48,length4_neutral,0,9,4,4,30,4.0,10.0,13.0,8.0
48,length4_neutral,0,10,4,1,26,94.0,60.0,86.0,11.0
48,length4_neutral,0,11,4,1,4,95.0,10.0,97.0,77.0
48,length4_neutral,0,12,4,4,7,53.0,42.0,11.0,60.0
48,length4_neutral,0,13,4,1,39,72.0,83.0,90.0,94.0
48,length4_neutral,0,14,4,4,2,39.0,45.0,59.0,20.0
48,length4_neutral,0,15,4,1,19,84.0,98.0,24.0,26.0
48,length4_neutral,0,16,4,1,29,95.0,37.0,42.0,11.0
48,length4_neutral,0,17,4,2,3,9.0,89.0,1.0,12.0
48,length4_neutral,0,18,4,4,22,18.0,67.0,34.0,41.0
48,length4_neutral,0,19,4,4,6,7.0,19.0,67.0,1.0
48,length4_neutral,0,20,4,2,14,44.0,81.0,34.0,28.0
48,length4_neutral,0,21,4,3,11,19.0,61.0,91.0,40.0
48,length4_neutral,0,22,4,3,5,37.0,46.0,87.0,15.0
48,length4_neutral,0,23,4,4,15,9.0,62.0,2.0,36.0
48,length4_neutral,0,24,4,1,36,72.0,93.0,84.0,17.0
48,length4_neutral,0,25,4,4,10,49.0,75.0,71.0,13.0
48,length4_neutral,0,26,4,1,38,93.0,79.0,18.0,97.0
48,length4_neutral,0,27,4,1,23,88.0,70.0,72.0,52.0
48,length4_neutral,0,28,4,4,40,21.0,22.0,59.0,61.0
48,length4_neutral,0,29,4,1,32,83.0,7.0,13.0,96.0
48,length4_neutral,0,30,4,2,20,47.0,92.0,62.0,32.0
48,length4_neutral,0,31,4,4,33,5.0,4.0,68.0,52.0
48,length4_neutral,0,32,4,3,31,5.0,36.0,90.0,50.0
48,length4_neutral,0,33,4,1,18,86.0,92.0,15.0,12.0
48,length4_neutral,0,34,4,1,21,79.0,29.0,65.0,58.0
48,length4_neutral,0,35,4,4,35,7.0,21.0,54.0,40.0
48,length4_neutral,0,36,4,4,17,23.0,81.0,71.0,46.0
48,length4_neutral,0,37,4,2,27,25.0,88.0,13.0,79.0
48,length4_neutral,0,38,4,4,34,18.0,59.0,31.0,52.0
48,length4_neutral,0,39,4,4,37,9.0,42.0,53.0,25.0
48,length4_neutral,0,40,4,1,16,79.0,29.0,38.0,12.0
48,length4_plentiful,1,1,4,1,12,80.0,57.0,26.0,63.0
48,length4_plentiful,1,2,4,3,9,59.0,69.0,71.0,55.0
48,length4_plentiful,1,3,4,4,1,70.0,69.0,61.0,43.0
48,length4_plentiful,1,4,4,2,25,64.0,94.0,71.0,90.0
48,length4_plentiful,1,5,4,3,13,60.0,46.0,81.0,66.0
48,length4_plentiful,1,6,4,3,28,58.0,64.0,87.0,53.0
48,length4_plentiful,1,7,4,4,24,61.0,77.0,46.0,64.0
48,length4_plentiful,1,8,4,2,8,26.0,89.0,69.0,48.0
48,length4_plentiful,1,9,4,2,30,52.0,86.0,76.0,93.0
48,length4_plentiful,1,10,4,1,26,88.0,64.0,83.0,41.0
48,length4_plentiful,1,11,4,1,4,80.0,57.0,55.0,89.0
48,length4_plentiful,1,12,4,2,7,79.0,82.0,97.0,62.0
48,length4_plentiful,1,13,4,1,39,97.0,63.0,69.0,68.0
48,length4_plentiful,1,14,4,4,2,59.0,55.0,47.0,77.0
48,length4_plentiful,1,15,4,3,19,52.0,53.0,90.0,62.0
48,length4_plentiful,1,16,4,2,29,46.0,85.0,55.0,87.0
48,length4_plentiful,1,17,4,2,3,65.0,86.0,48.0,59.0
48,length4_plentiful,1,18,4,4,22,56.0,51.0,50.0,89.0
48,length4_plentiful,1,19,4,1,6,85.0,39.0,50.0,53.0
48,length4_plentiful,1,20,4,4,14,52.0,64.0,56.0,81.0
48,length4_plentiful,1,21,4,3,11,68.0,88.0,84.0,49.0
48,length4_plentiful,1,22,4,1,5,85.0,65.0,80.0,78.0
48,length4_plentiful,1,23,4,1,15,89.0,52.0,80.0,55.0
48,length4_plentiful,1,24,4,1,36,81.0,73.0,66.0,80.0
48,length4_plentiful,1,25,4,2,10,44.0,84.0,89.0,69.0
48,length4_plentiful,1,26,4,3,38,76.0,51.0,82.0,64.0
48,length4_plentiful,1,27,4,3,23,36.0,43.0,79.0,76.0
48,length4_plentiful,1,28,4,4,40,32.0,66.0,63.0,95.0
48,length4_plentiful,1,29,4,1,32,96.0,82.0,85.0,93.0
48,length4_plentiful,1,30,4,4,20,64.0,39.0,84.0,82.0
48,length4_plentiful,1,31,4,1,33,90.0,81.0,61.0,39.0
48,length4_plentiful,1,32,4,1,31,77.0,23.0,47.0,26.0
48,length4_plentiful,1,33,4,1,18,83.0,73.0,71.0,62.0
48,length4_plentiful,1,34,4,4,21,61.0,30.0,49.0,91.0
48,length4_plentiful,1,35,4,4,35,77.0,63.0,75.0,79.0
48,length4_plentiful,1,36,4,2,17,73.0,78.0,56.0,22.0
48,length4_plentiful,1,37,4,1,27,75.0,79.0,56.0,86.0
48,length4_plentiful,1,38,4,1,34,94.0,81.0,68.0,47.0
48,length4_plentiful,1,39,4,4,37,54.0,72.0,18.0,57.0
48,length4_plentiful,1,40,4,4,16,67.0,53.0,59.0,49.0
48,length8_neutral,2,1,8,2,12,35.0,77.0,15.0,1.0
48,length8_neutral,2,2,8,2,9,4.0,89.0,77.0,93.0
48,length8_neutral,2,3,8,2,1,71.0,77.0,83.0,22.0
48,length8_neutral,2,4,8,2,25,68.0,82.0,63.0,93.0
48,length8_neutral,2,5,8,8,13,26.0,4.0,39.0,14.0
48,length8_neutral,2,6,8,4,28,43.0,63.0,21.0,86.0
48,length8_neutral,2,7,8,1,24,88.0,26.0,31.0,78.0
48,length8_neutral,2,8,8,1,8,83.0,92.0,49.0,43.0
48,length8_neutral,2,9,8,1,30,76.0,31.0,21.0,16.0
48,length8_neutral,2,10,8,5,26,22.0,79.0,32.0,2.0
48,length8_neutral,2,11,8,2,4,1.0,85.0,89.0,24.0
48,length8_neutral,2,12,8,8,7,46.0,19.0,45.0,4.0
48,length8_neutral,2,13,8,3,39,64.0,42.0,83.0,7.0
48,length8_neutral,2,14,8,2,2,77.0,82.0,29.0,34.0
48,length8_neutral,2,15,8,4,19,73.0,14.0,13.0,90.0
48,length8_neutral,2,16,8,8,29,61.0,12.0,10.0,48.0
48,length8_neutral,2,17,8,8,3,46.0,43.0,51.0,6.0
48,length8_neutral,2,18,8,1,22,97.0,35.0,57.0,80.0
48,length8_neutral,2,19,8,8,6,30.0,62.0,45.0,46.0
48,length8_neutral,2,20,8,8,14,76.0,60.0,51.0,73.0
48,length8_neutral,2,21,8,4,11,13.0,12.0,15.0,83.0
48,length8_neutral,2,22,8,2,5,51.0,89.0,25.0,88.0
48,length8_neutral,2,23,8,3,15,80.0,40.0,83.0,57.0
48,length8_neutral,2,24,8,8,36,25.0,17.0,12.0,23.0
48,length8_neutral,2,25,8,4,10,16.0,48.0,56.0,79.0
48,length8_neutral,2,26,8,1,38,92.0,41.0,87.0,86.0
48,length8_neutral,2,27,8,3,23,7.0,55.0,96.0,23.0
48,length8_neutral,2,28,8,3,40,73.0,53.0,94.0,29.0
48,length8_neutral,2,29,8,1,32,94.0,87.0,35.0,57.0
48,length8_neutral,2,30,8,8,20,31.0,62.0,38.0,36.0
48,length8_neutral,2,31,8,4,33,52.0,1.0,65.0,96.0
48,length8_neutral,2,32,8,6,31,20.0,76.0,30.0,72.0
48,length8_neutral,2,33,8,7,18,31.0,67.0,45.0,8.0
48,length8_neutral,2,34,8,6,21,41.0,18.0,13.0,49.0
48,length8_neutral,2,35,8,1,35,93.0,53.0,59.0,67.0
48,length8_neutral,2,36,8,4,17,75.0,62.0,74.0,93.0
48,length8_neutral,2,37,8,1,27,94.0,77.0,85.0,11.0
48,length8_neutral,2,38,8,8,34,12.0,55.0,31.0,30.0
48,length8_neutral,2,39,8,8,37,72.0,62.0,33.0,45.0
48,length8_neutral,2,40,8,1,16,86.0,7.0,77.0,50.0
48,length8_plentiful,3,1,8,4,12,50.0,69.0,73.0,92.0
48,length8_plentiful,3,2,8,6,9,63.0,68.0,66.0,74.0
48,length8_plentiful,3,3,8,2,1,70.0,89.0,85.0,42.0
48,length8_plentiful,3,4,8,2,25,84.0,88.0,68.0,91.0
48,length8_plentiful,3,5,8,7,13,61.0,28.0,82.0,57.0
48,length8_plentiful,3,6,8,7,28,62.0,68.0,58.0,57.0
48,length8_plentiful,3,7,8,5,24,87.0,42.0,75.0,68.0
48,length8_plentiful,3,8,8,1,8,82.0,76.0,87.0,53.0
