participant,quarter,question,truth,answer,confidence,correct,session
156,F2025,37,2,1,70.0,0,1
156,F2025,38,2,1,90.0,0,1
156,F2025,39,1,1,90.0,1,1
156,F2025,40,1,1,80.0,1,1
156,F2025,41,2,1,40.0,0,1
156,F2025,42,2,1,60.0,0,1
156,F2025,43,2,1,75.0,0,1
156,F2025,44,1,1,75.0,1,1
156,F2025,45,2,1,85.0,0,1
156,F2025,46,2,1,60.0,0,1
156,F2025,47,2,1,95.0,0,1
156,F2025,48,1,1,60.0,1,1
156,F2025,49,2,1,80.0,0,1
156,F2025,50,1,1,30.0,1,1
488,F2025,1,2,1,75.0,0,1
488,F2025,2,2,2,38.0,1,1
488,F2025,3,1,1,63.0,1,1
488,F2025,4,1,2,20.0,0,1
488,F2025,5,2,2,17.0,1,1
488,F2025,6,1,2,90.0,0,1
488,F2025,7,2,1,70.0,0,1
488,F2025,8,2,1,50.0,0,1
488,F2025,9,2,2,30.0,1,1
488,F2025,10,1,1,65.0,1,1
488,F2025,11,1,1,75.0,1,1
488,F2025,12,1,1,79.0,1,1
488,F2025,13,2,1,62.0,0,1
488,F2025,14,1,2,16.0,0,1
488,F2025,15,1,1,66.0,1,1
488,F2025,16,2,1,60.0,0,1
488,F2025,17,2,1,48.0,0,1
488,F2025,18,2,1,63.0,0,1
488,F2025,19,2,1,32.0,0,1
488,F2025,20,2,2,37.0,1,1
488,F2025,21,1,1,51.0,1,1
488,F2025,22,2,1,75.0,0,1
488,F2025,23,2,1,80.0,0,1
488,F2025,24,1,1,50.0,1,1
488,F2025,25,2,1,72.0,0,1
488,F2025,26,2,1,27.0,0,1
488,F2025,27,2,1,60.0,0,1
488,F2025,28,2,2,50.0,1,1
488,F2025,29,2,1,50.0,0,1
488,F2025,30,2,2,56.0,1,1
488,F2025,31,2,2,53.0,1,1
488,F2025,32,2,1,50.0,0,1
488,F2025,33,2,1,68.0,0,1
488,F2025,34,2,2,60.0,1,1
488,F2025,35,1,1,57.0,1,1
488,F2025,36,1,1,60.0,1,1
488,F2025,37,2,1,68.0,0,1
488,F2025,38,2,2,31.0,1,1
488,F2025,39,1,1,48.0,1,1
488,F2025,40,1,1,25.0,1,1
488,F2025,41,2,1,50.0,0,1
488,F2025,42,2,1,48.0,0,1
488,F2025,43,2,2,30.0,1,1
488,F2025,44,1,2,23.0,0,1
488,F2025,45,2,1,73.0,0,1
488,F2025,46,2,2,51.0,1,1
488,F2025,47,2,2,25.0,1,1
488,F2025,48,1,2,12.0,0,1
488,F2025,49,2,1,32.0,0,1
488,F2025,50,1,2,48.0,0,1
431,F2025,1,2,1,80.0,0,1
431,F2025,2,2,1,84.0,0,1
431,F2025,3,1,1,60.0,1,1
431,F2025,4,1,1,100.0,1,1
431,F2025,5,2,2,68.0,1,1
431,F2025,6,1,1,97.0,1,1
431,F2025,7,2,1,71.0,0,1
431,F2025,8,2,2,57.0,1,1
431,F2025,9,2,2,27.0,1,1
431,F2025,10,1,2,77.0,0,1
431,F2025,11,1,1,95.0,1,1
431,F2025,12,1,1,99.0,1,1
431,F2025,13,2,2,77.0,1,1
431,F2025,14,1,1,97.0,1,1
431,F2025,15,1,1,85.0,1,1
431,F2025,16,2,2,41.0,1,1
431,F2025,17,2,2,74.0,1,1
431,F2025,18,2,1,78.0,0,1
431,F2025,19,2,1,82.0,0,1
431,F2025,20,2,1,78.0,0,1
431,F2025,21,1,1,83.0,1,1
431,F2025,22,2,1,99.0,0,1
431,F2025,23,2,1,89.0,0,1
431,F2025,24,1,1,99.0,1,1
431,F2025,25,2,2,82.0,1,1
431,F2025,26,2,1,96.0,0,1
431,F2025,27,2,2,68.0,1,1
431,F2025,28,2,1,82.0,0,1
431,F2025,29,2,2,70.0,1,1
431,F2025,30,2,1,77.0,0,1
431,F2025,31,2,2,87.0,1,1
431,F2025,32,2,2,62.0,1,1
431,F2025,33,2,2,75.0,1,1
431,F2025,34,2,1,94.0,0,1
431,F2025,35,1,1,49.0,1,1
431,F2025,36,1,2,87.0,0,1
431,F2025,37,2,2,85.0,1,1
431,F2025,38,2,1,93.0,0,1
431,F2025,39,1,1,86.0,1,1
431,F2025,40,1,1,73.0,1,1
431,F2025,41,2,2,59.0,1,1
431,F2025,42,2,2,53.0,1,1
431,F2025,43,2,1,88.0,0,1
431,F2025,44,1,1,72.0,1,1
431,F2025,45,2,1,61.0,0,1
431,F2025,46,2,2,67.0,1,1
431,F2025,47,2,1,93.0,0,1
431,F2025,48,1,1,97.0,1,1
431,F2025,49,2,2,66.0,1,1
431,F2025,50,1,1,68.0,1,1
521,F2025,1,2,1,76.0,0,1
521,F2025,2,2,2,74.0,1,1
521,F2025,3,1,2,65.0,0,1
521,F2025,4,1,1,24.0,1,1
521,F2025,5,2,2,15.0,1,1
521,F2025,6,1,2,83.0,0,1
521,F2025,7,2,1,82.0,0,1
521,F2025,8,2,2,8.0,1,1
521,F2025,9,2,2,89.0,1,1
521,F2025,10,1,1,56.0,1,1
521,F2025,11,1,2,34.0,0,1
521,F2025,12,1,1,94.0,1,1
521,F2025,13,2,2,14.0,1,1
521,F2025,14,1,1,92.0,1,1
521,F2025,15,1,1,84.0,1,1
521,F2025,16,2,2,41.0,1,1
521,F2025,17,2,2,22.0,1,1
521,F2025,18,2,1,36.0,0,1
521,F2025,19,2,2,82.0,1,1
521,F2025,20,2,1,67.0,0,1
521,F2025,21,1,2,10.0,0,1
521,F2025,22,2,1,100.0,0,1
521,F2025,23,2,2,31.0,1,1
521,F2025,24,1,2,74.0,0,1
521,F2025,25,2,1,54.0,0,1
521,F2025,26,2,1,79.0,0,1
521,F2025,27,2,2,18.0,1,1
521,F2025,28,2,1,16.0,0,1
521,F2025,29,2,2,9.0,1,1
521,F2025,30,2,1,76.0,0,1
521,F2025,31,2,1,60.0,0,1
521,F2025,32,2,2,84.0,1,1
521,F2025,33,2,2,24.0,1,1
521,F2025,34,2,1,100.0,0,1
521,F2025,35,1,2,82.0,0,1
521,F2025,36,1,2,18.0,0,1
521,F2025,37,2,1,79.0,0,1
521,F2025,38,2,1,55.0,0,1
521,F2025,39,1,2,18.0,0,1
521,F2025,40,1,2,25.0,0,1
521,F2025,41,2,1,37.0,0,1
521,F2025,42,2,2,82.0,1,1
521,F2025,43,2,2,24.0,1,1
521,F2025,44,1,2,94.0,0,1
521,F2025,45,2,1,75.0,0,1
521,F2025,46,2,2,9.0,1,1
521,F2025,47,2,1,84.0,0,1
521,F2025,48,1,1,18.0,1,1
521,F2025,49,2,2,12.0,1,1
521,F2025,50,1,2,19.0,0,1
9,F2025,1,2,1,70.0,0,1
9,F2025,2,2,2,94.0,1,1
9,F2025,3,1,1,26.0,1,1
9,F2025,4,1,2,20.0,0,1
9,F2025,5,2,1,85.0,0,1
9,F2025,6,1,2,75.0,0,1
9,F2025,7,2,1,80.0,0,1
9,F2025,8,2,2,70.0,1,1
9,F2025,9,2,1,35.0,0,1
9,F2025,10,1,1,80.0,1,1
9,F2025,11,1,1,70.0,1,1
9,F2025,12,1,1,80.0,1,1
9,F2025,13,2,1,75.0,0,1
9,F2025,14,1,2,50.0,0,1
9,F2025,15,1,1,60.0,1,1
9,F2025,16,2,1,70.0,0,1
9,F2025,17,2,1,75.0,0,1
9,F2025,18,2,1,75.0,0,1
9,F2025,19,2,1,70.0,0,1
9,F2025,20,2,2,60.0,1,1
9,F2025,21,1,2,30.0,0,1
9,F2025,22,2,1,90.0,0,1
9,F2025,23,2,1,70.0,0,1
9,F2025,24,1,1,35.0,1,1
9,F2025,25,2,1,75.0,0,1
9,F2025,26,2,1,50.0,0,1
9,F2025,27,2,1,50.0,0,1
9,F2025,28,2,1,75.0,0,1
9,F2025,29,2,2,55.0,1,1
9,F2025,30,2,2,40.0,1,1
9,F2025,31,2,2,70.0,1,1
9,F2025,32,2,2,50.0,1,1
9,F2025,33,2,1,60.0,0,1
9,F2025,34,2,2,50.0,1,1
9,F2025,35,1,1,40.0,1,1
9,F2025,36,1,1,65.0,1,1
9,F2025,37,2,1,75.0,0,1
9,F2025,38,2,1,70.0,0,1
9,F2025,39,1,1,80.0,1,1
9,F2025,40,1,1,65.0,1,1
9,F2025,41,2,2,59.0,1,1
9,F2025,42,2,1,19.0,0,1
9,F2025,43,2,1,75.0,0,1
9,F2025,44,1,2,65.0,0,1
9,F2025,45,2,1,90.0,0,1
9,F2025,46,2,1,65.0,0,1
9,F2025,47,2,2,65.0,1,1
9,F2025,48,1,1,55.0,1,1
9,F2025,49,2,1,50.0,0,1
9,F2025,50,1,2,40.0,0,1
505,F2025,1,2,1,83.0,0,1
505,F2025,2,2,2,68.0,1,1
505,F2025,3,1,1,66.0,1,1
505,F2025,4,1,1,38.0,1,1
505,F2025,5,2,1,24.0,0,1
505,F2025,6,1,2,41.0,0,1
505,F2025,7,2,1,65.0,0,1
505,F2025,8,2,2,77.0,1,1
505,F2025,9,2,1,12.0,0,1
505,F2025,10,1,2,39.0,0,1
505,F2025,11,1,1,100.0,1,1
505,F2025,12,1,1,61.0,1,1
505,F2025,13,2,1,90.0,0,1
505,F2025,14,1,1,94.0,1,1
505,F2025,15,1,1,3.0,1,1
505,F2025,16,2,1,85.0,0,1
505,F2025,17,2,1,74.0,0,1
505,F2025,18,2,1,47.0,0,1
505,F2025,19,2,1,86.0,0,1
505,F2025,20,2,2,7.0,1,1
505,F2025,21,1,1,60.0,1,1
505,F2025,22,2,1,69.0,0,1
505,F2025,23,2,1,28.0,0,1
505,F2025,24,1,2,15.0,0,1
505,F2025,25,2,1,54.0,0,1
505,F2025,26,2,2,14.0,1,1
505,F2025,27,2,2,32.0,1,1
505,F2025,28,2,2,76.0,1,1
505,F2025,29,2,1,44.0,0,1
505,F2025,30,2,1,41.0,0,1
505,F2025,31,2,2,59.0,1,1
505,F2025,32,2,1,71.0,0,1
505,F2025,33,2,1,83.0,0,1
505,F2025,34,2,1,98.0,0,1
505,F2025,35,1,1,73.0,1,1
505,F2025,36,1,2,14.0,0,1
505,F2025,37,2,1,71.0,0,1
505,F2025,38,2,1,86.0,0,1
505,F2025,39,1,1,87.0,1,1
505,F2025,40,1,1,97.0,1,1
505,F2025,41,2,2,32.0,1,1
505,F2025,42,2,1,27.0,0,1
505,F2025,43,2,2,47.0,1,1
505,F2025,44,1,2,71.0,0,1
505,F2025,45,2,1,24.0,0,1
505,F2025,46,2,2,22.0,1,1
505,F2025,47,2,1,94.0,0,1
505,F2025,48,1,1,83.0,1,1
505,F2025,49,2,2,36.0,1,1
505,F2025,50,1,1,54.0,1,1
13,F2025,1,2,1,100.0,0,1
13,F2025,2,2,2,41.0,1,1
13,F2025,3,1,2,60.0,0,1
13,F2025,4,1,2,33.0,0,1
13,F2025,5,2,1,62.0,0,1
13,F2025,6,1,2,100.0,0,1
13,F2025,7,2,1,83.0,0,1
13,F2025,8,2,2,100.0,1,1
13,F2025,9,2,2,70.0,1,1
13,F2025,10,1,2,99.0,0,1
13,F2025,11,1,1,58.0,1,1
13,F2025,12,1,1,68.0,1,1
13,F2025,13,2,1,100.0,0,1
13,F2025,14,1,1,33.0,1,1
13,F2025,15,1,1,95.0,1,1
13,F2025,16,2,1,44.0,0,1
13,F2025,17,2,2,100.0,1,1
13,F2025,18,2,2,99.0,1,1
13,F2025,19,2,2,41.0,1,1
13,F2025,20,2,2,98.0,1,1
13,F2025,21,1,1,66.0,1,1
13,F2025,22,2,1,99.0,0,1
13,F2025,23,2,1,54.0,0,1
13,F2025,24,1,2,51.0,0,1
13,F2025,25,2,1,84.0,0,1
13,F2025,26,2,2,47.0,1,1
13,F2025,27,2,2,70.0,1,1
13,F2025,28,2,1,29.0,0,1
13,F2025,29,2,2,36.0,1,1
13,F2025,30,2,2,45.0,1,1
13,F2025,31,2,2,34.0,1,1
13,F2025,32,2,2,99.0,1,1
13,F2025,33,2,1,90.0,0,1
13,F2025,34,2,2,31.0,1,1
13,F2025,35,1,2,83.0,0,1
13,F2025,36,1,2,99.0,0,1
13,F2025,37,2,1,50.0,0,1
13,F2025,38,2,1,61.0,0,1
13,F2025,39,1,2,99.0,0,1
13,F2025,40,1,1,58.0,1,1
13,F2025,41,2,2,30.0,1,1
13,F2025,42,2,2,73.0,1,1
13,F2025,43,2,1,75.0,0,1
13,F2025,44,1,1,100.0,1,1
13,F2025,45,2,1,100.0,0,1
13,F2025,46,2,2,54.0,1,1
13,F2025,47,2,1,99.0,0,1
13,F2025,48,1,2,99.0,0,1
13,F2025,49,2,2,33.0,1,1
13,F2025,50,1,1,51.0,1,1
426,F2025,1,2,1,35.0,0,1
426,F2025,2,2,2,15.0,1,1
426,F2025,3,1,1,31.0,1,1
426,F2025,4,1,2,28.0,0,1
426,F2025,5,2,1,49.0,0,1
426,F2025,6,1,2,78.0,0,1
426,F2025,7,2,1,30.0,0,1
426,F2025,8,2,2,23.0,1,1
426,F2025,9,2,2,24.0,1,1
426,F2025,10,1,1,31.0,1,1
426,F2025,11,1,2,25.0,0,1
426,F2025,12,1,1,90.0,1,1
426,F2025,13,2,2,18.0,1,1
426,F2025,14,1,2,23.0,0,1
426,F2025,15,1,1,51.0,1,1
426,F2025,16,2,2,24.0,1,1
426,F2025,17,2,2,26.0,1,1
426,F2025,18,2,2,25.0,1,1
426,F2025,19,2,1,27.0,0,1
426,F2025,20,2,2,25.0,1,1
426,F2025,21,1,2,25.0,0,1
426,F2025,22,2,2,9.0,1,1
426,F2025,23,2,1,35.0,0,1
426,F2025,24,1,1,62.0,1,1
426,F2025,25,2,1,89.0,0,1
426,F2025,26,2,2,25.0,1,1
426,F2025,27,2,2,45.0,1,1
426,F2025,28,2,2,82.0,1,1
426,F2025,29,2,2,30.0,1,1
426,F2025,30,2,2,21.0,1,1
426,F2025,31,2,1,69.0,0,1
426,F2025,32,2,1,74.0,0,1
426,F2025,33,2,2,47.0,1,1
426,F2025,34,2,1,33.0,0,1
426,F2025,35,1,1,37.0,1,1
426,F2025,36,1,2,45.0,0,1
426,F2025,37,2,1,50.0,0,1
426,F2025,38,2,2,21.0,1,1
426,F2025,39,1,1,44.0,1,1
426,F2025,40,1,1,28.0,1,1
426,F2025,41,2,2,13.0,1,1
426,F2025,42,2,2,83.0,1,1
426,F2025,43,2,1,21.0,0,1
426,F2025,44,1,1,29.0,1,1
426,F2025,45,2,1,29.0,0,1
426,F2025,46,2,2,23.0,1,1
426,F2025,47,2,1,32.0,0,1
426,F2025,48,1,2,71.0,0,1
426,F2025,49,2,2,23.0,1,1
426,F2025,50,1,2,27.0,0,1
237,F2025,1,2,1,100.0,0,1
237,F2025,2,2,2,50.0,1,1
237,F2025,3,1,2,85.0,0,1
237,F2025,4,1,2,70.0,0,1
237,F2025,5,2,1,40.0,0,1
237,F2025,6,1,2,85.0,0,1
237,F2025,7,2,1,80.0,0,1
237,F2025,8,2,2,15.0,1,1
237,F2025,9,2,2,50.0,1,1
237,F2025,10,1,2,38.0,0,1
237,F2025,11,1,1,80.0,1,1
237,F2025,12,1,1,100.0,1,1
237,F2025,13,2,1,60.0,0,1
237,F2025,14,1,2,20.0,0,1
237,F2025,15,1,1,80.0,1,1
237,F2025,16,2,1,45.0,0,1
237,F2025,17,2,2,60.0,1,1
237,F2025,18,2,2,20.0,1,1
237,F2025,19,2,2,50.0,1,1
237,F2025,20,2,2,40.0,1,1
237,F2025,21,1,2,50.0,0,1
237,F2025,22,2,1,100.0,0,1
237,F2025,23,2,2,30.0,1,1
237,F2025,24,1,1,100.0,1,1
237,F2025,25,2,1,92.0,0,1
237,F2025,26,2,2,30.0,1,1
237,F2025,27,2,2,85.0,1,1
237,F2025,28,2,2,15.0,1,1
237,F2025,29,2,2,20.0,1,1
237,F2025,30,2,2,45.0,1,1
237,F2025,31,2,2,18.0,1,1
237,F2025,32,2,2,40.0,1,1
237,F2025,33,2,2,20.0,1,1
237,F2025,34,2,2,20.0,1,1
237,F2025,35,1,2,10.0,0,1
237,F2025,36,1,2,70.0,0,1
237,F2025,37,2,1,75.0,0,1
237,F2025,38,2,2,20.0,1,1
237,F2025,39,1,2,10.0,0,1
237,F2025,40,1,1,40.0,1,1
237,F2025,41,2,1,20.0,0,1
237,F2025,42,2,2,50.0,1,1
237,F2025,43,2,2,30.0,1,1
237,F2025,44,1,2,32.0,0,1
237,F2025,45,2,1,90.0,0,1
237,F2025,46,2,2,20.0,1,1
237,F2025,47,2,2,10.0,1,1
237,F2025,48,1,2,40.0,0,1
237,F2025,49,2,1,40.0,0,1
237,F2025,50,1,1,15.0,1,1
440,F2025,1,2,1,75.0,0,1
440,F2025,2,2,1,82.0,0,1
440,F2025,3,1,1,83.0,1,1
440,F2025,4,1,1,37.0,1,1
440,F2025,5,2,1,2.0,0,1
440,F2025,6,1,2,81.0,0,1
440,F2025,7,2,1,87.0,0,1
440,F2025,8,2,2,71.0,1,1
440,F2025,9,2,1,18.0,0,1
440,F2025,10,1,2,86.0,0,1
440,F2025,11,1,1,66.0,1,1
440,F2025,12,1,1,79.0,1,1
440,F2025,13,2,1,65.0,0,1
440,F2025,14,1,1,83.0,1,1
440,F2025,15,1,1,95.0,1,1
440,F2025,16,2,1,71.0,0,1
440,F2025,17,2,1,78.0,0,1
440,F2025,18,2,1,72.0,0,1
440,F2025,19,2,1,86.0,0,1
440,F2025,20,2,1,73.0,0,1
440,F2025,21,1,1,90.0,1,1
440,F2025,22,2,1,70.0,0,1
440,F2025,23,2,1,75.0,0,1
440,F2025,24,1,1,80.0,1,1
440,F2025,25,2,2,54.0,1,1
440,F2025,26,2,1,88.0,0,1
440,F2025,27,2,1,75.0,0,1
440,F2025,28,2,1,61.0,0,1
440,F2025,29,2,2,62.0,1,1
440,F2025,30,2,1,75.0,0,1
440,F2025,31,2,1,77.0,0,1
440,F2025,32,2,1,83.0,0,1
440,F2025,33,2,2,85.0,1,1
440,F2025,34,2,1,84.0,0,1
440,F2025,35,1,1,93.0,1,1
440,F2025,36,1,2,77.0,0,1
440,F2025,37,2,1,72.0,0,1
440,F2025,38,2,1,86.0,0,1
440,F2025,39,1,1,94.0,1,1
440,F2025,40,1,2,67.0,0,1
440,F2025,41,2,1,25.0,0,1
440,F2025,42,2,2,68.0,1,1
440,F2025,43,2,1,88.0,0,1
440,F2025,44,1,1,95.0,1,1
440,F2025,45,2,1,86.0,0,1
440,F2025,46,2,1,57.0,0,1
440,F2025,47,2,1,82.0,0,1
440,F2025,48,1,1,60.0,1,1
440,F2025,49,2,1,80.0,0,1
440,F2025,50,1,2,34.0,0,1
235,F2025,1,2,1,48.0,0,1
235,F2025,2,2,2,23.0,1,1
235,F2025,3,1,2,15.0,0,1
235,F2025,4,1,2,18.0,0,1
235,F2025,5,2,2,7.0,1,1
235,F2025,6,1,1,42.0,1,1
235,F2025,7,2,1,43.0,0,1
235,F2025,8,2,2,8.0,1,1
235,F2025,9,2,2,26.0,1,1
235,F2025,10,1,2,11.0,0,1
235,F2025,11,1,2,17.0,0,1
235,F2025,12,1,1,49.0,1,1
235,F2025,13,2,2,10.0,1,1
235,F2025,14,1,1,45.0,1,1
235,F2025,15,1,1,49.0,1,1
235,F2025,16,2,1,28.0,0,1
235,F2025,17,2,2,29.0,1,1
235,F2025,18,2,1,50.0,0,1
235,F2025,19,2,1,45.0,0,1
235,F2025,20,2,1,16.0,0,1
235,F2025,21,1,1,24.0,1,1
235,F2025,22,2,1,48.0,0,1
235,F2025,23,2,1,47.0,0,1
235,F2025,24,1,1,44.0,1,1
235,F2025,25,2,2,14.0,1,1
235,F2025,26,2,1,28.0,0,1
235,F2025,27,2,2,7.0,1,1
235,F2025,28,2,1,46.0,0,1
235,F2025,29,2,2,15.0,1,1
235,F2025,30,2,1,52.0,0,1
235,F2025,31,2,1,48.0,0,1
235,F2025,32,2,2,10.0,1,1
235,F2025,33,2,1,48.0,0,1
235,F2025,34,2,1,49.0,0,1
235,F2025,35,1,1,28.0,1,1
235,F2025,36,1,2,10.0,0,1
235,F2025,37,2,1,25.0,0,1
235,F2025,38,2,2,7.0,1,1
235,F2025,39,1,1,49.0,1,1
235,F2025,40,1,2,6.0,0,1
235,F2025,41,2,1,11.0,0,1
235,F2025,42,2,2,14.0,1,1
235,F2025,43,2,1,48.0,0,1
235,F2025,44,1,1,53.0,1,1
235,F2025,45,2,1,46.0,0,1
235,F2025,46,2,2,20.0,1,1
235,F2025,47,2,1,43.0,0,1
235,F2025,48,1,2,9.0,0,1
235,F2025,49,2,1,28.0,0,1
235,F2025,50,1,2,15.0,0,1
193,F2025,1,2,1,78.0,0,1
193,F2025,2,2,2,48.0,1,1
193,F2025,3,1,2,75.0,0,1
193,F2025,4,1,2,50.0,0,1
193,F2025,5,2,2,66.0,1,1
193,F2025,6,1,2,28.0,0,1
193,F2025,7,2,2,24.0,1,1
193,F2025,8,2,1,42.0,0,1
193,F2025,9,2,2,72.0,1,1
193,F2025,10,1,2,35.0,0,1
193,F2025,11,1,1,85.0,1,1
193,F2025,12,1,2,65.0,0,1
193,F2025,13,2,1,93.0,0,1
193,F2025,14,1,1,65.0,1,1
193,F2025,15,1,2,40.0,0,1
193,F2025,16,2,1,48.0,0,1
193,F2025,17,2,2,86.0,1,1
193,F2025,18,2,1,78.0,0,1
193,F2025,19,2,2,45.0,1,1
193,F2025,20,2,2,53.0,1,1
193,F2025,21,1,1,63.0,1,1
193,F2025,22,2,1,89.0,0,1
193,F2025,23,2,1,64.0,0,1
193,F2025,24,1,2,39.0,0,1
193,F2025,25,2,1,60.0,0,1
193,F2025,26,2,2,64.0,1,1
193,F2025,27,2,2,51.0,1,1
193,F2025,28,2,1,76.0,0,1
193,F2025,29,2,1,73.0,0,1
193,F2025,30,2,1,76.0,0,1
193,F2025,31,2,2,37.0,1,1
193,F2025,32,2,1,54.0,0,1
193,F2025,33,2,1,46.0,0,1
193,F2025,34,2,2,75.0,1,1
193,F2025,35,1,2,81.0,0,1
193,F2025,36,1,2,49.0,0,1
193,F2025,37,2,1,49.0,0,1
193,F2025,38,2,1,79.0,0,1
193,F2025,39,1,2,25.0,0,1
193,F2025,40,1,1,33.0,1,1
193,F2025,41,2,2,98.0,1,1
193,F2025,42,2,2,73.0,1,1
193,F2025,43,2,2,17.0,1,1
193,F2025,44,1,1,85.0,1,1
193,F2025,45,2,2,37.0,1,1
193,F2025,46,2,1,23.0,0,1
193,F2025,47,2,1,21.0,0,1
193,F2025,48,1,2,36.0,0,1
193,F2025,49,2,1,56.0,0,1
193,F2025,50,1,2,80.0,0,1
545,F2025,1,2,1,86.0,0,1
545,F2025,2,2,2,82.0,1,1
545,F2025,3,1,1,66.0,1,1
545,F2025,4,1,2,25.0,0,1
545,F2025,5,2,2,54.0,1,1
545,F2025,6,1,2,85.0,0,1
545,F2025,7,2,1,90.0,0,1
545,F2025,8,2,2,76.0,1,1
545,F2025,9,2,2,43.0,1,1
545,F2025,10,1,1,40.0,1,1
545,F2025,11,1,1,100.0,1,1
545,F2025,12,1,1,73.0,1,1
545,F2025,13,2,1,73.0,0,1
545,F2025,14,1,1,75.0,1,1
545,F2025,15,1,1,71.0,1,1
545,F2025,16,2,1,62.0,0,1
545,F2025,17,2,1,40.0,0,1
545,F2025,18,2,1,62.0,0,1
545,F2025,19,2,1,84.0,0,1
545,F2025,20,2,2,80.0,1,1
545,F2025,21,1,2,70.0,0,1
545,F2025,22,2,1,100.0,0,1
545,F2025,23,2,1,70.0,0,1
545,F2025,24,1,1,82.0,1,1
545,F2025,25,2,1,94.0,0,1
545,F2025,26,2,1,73.0,0,1
545,F2025,27,2,2,80.0,1,1
545,F2025,28,2,2,100.0,1,1
545,F2025,29,2,1,80.0,0,1
545,F2025,30,2,2,32.0,1,1
545,F2025,31,2,2,42.0,1,1
545,F2025,32,2,1,60.0,0,1
545,F2025,33,2,1,72.0,0,1
545,F2025,34,2,1,92.0,0,1
545,F2025,35,1,1,75.0,1,1
545,F2025,36,1,2,78.0,0,1
545,F2025,37,2,1,80.0,0,1
545,F2025,38,2,1,94.0,0,1
545,F2025,39,1,1,75.0,1,1
545,F2025,40,1,2,71.0,0,1
545,F2025,41,2,2,100.0,1,1
545,F2025,42,2,2,50.0,1,1
545,F2025,43,2,2,45.0,1,1
545,F2025,44,1,2,78.0,0,1
545,F2025,45,2,1,98.0,0,1
545,F2025,46,2,2,70.0,1,1
545,F2025,47,2,1,86.0,0,1
545,F2025,48,1,1,36.0,1,1
545,F2025,49,2,2,55.0,1,1
545,F2025,50,1,1,46.0,1,1
119,F2025,1,2,1,78.0,0,1
119,F2025,2,2,2,86.0,1,1
119,F2025,3,1,2,37.0,0,1
119,F2025,4,1,1,66.0,1,1
119,F2025,5,2,1,65.0,0,1
119,F2025,6,1,2,86.0,0,1
119,F2025,7,2,1,84.0,0,1
119,F2025,8,2,1,40.0,0,1
119,F2025,9,2,1,50.0,0,1
119,F2025,10,1,1,76.0,1,1
119,F2025,11,1,2,65.0,0,1
119,F2025,12,1,1,75.0,1,1
119,F2025,13,2,1,62.0,0,1
119,F2025,14,1,1,80.0,1,1
119,F2025,15,1,1,72.0,1,1
119,F2025,16,2,1,53.0,0,1
119,F2025,17,2,1,57.0,0,1
119,F2025,18,2,1,60.0,0,1
119,F2025,19,2,1,70.0,0,1
119,F2025,20,2,2,70.0,1,1
119,F2025,21,1,1,74.0,1,1
119,F2025,22,2,1,77.0,0,1
119,F2025,23,2,1,77.0,0,1
119,F2025,24,1,2,60.0,0,1
119,F2025,25,2,1,75.0,0,1
119,F2025,26,2,1,56.0,0,1
119,F2025,27,2,2,42.0,1,1
119,F2025,28,2,2,80.0,1,1
119,F2025,29,2,1,72.0,0,1
119,F2025,30,2,2,79.0,1,1
119,F2025,31,2,2,47.0,1,1
119,F2025,32,2,2,49.0,1,1
119,F2025,33,2,2,33.0,1,1
119,F2025,34,2,2,48.0,1,1
119,F2025,35,1,1,80.0,1,1
119,F2025,36,1,1,60.0,1,1
119,F2025,37,2,2,70.0,1,1
119,F2025,38,2,1,64.0,0,1
119,F2025,39,1,1,90.0,1,1
119,F2025,40,1,1,71.0,1,1
119,F2025,41,2,2,80.0,1,1
119,F2025,42,2,2,53.0,1,1
119,F2025,43,2,1,77.0,0,1
119,F2025,44,1,2,65.0,0,1
119,F2025,45,2,1,78.0,0,1
119,F2025,46,2,1,57.0,0,1
119,F2025,47,2,2,50.0,1,1
119,F2025,48,1,1,64.0,1,1
119,F2025,49,2,1,40.0,0,1
119,F2025,50,1,2,43.0,0,1
111,F2025,1,2,1,77.0,0,1
111,F2025,2,2,2,44.0,1,1
111,F2025,3,1,1,42.0,1,1
111,F2025,4,1,2,57.0,0,1
111,F2025,5,2,1,31.0,0,1
111,F2025,6,1,2,100.0,0,1
111,F2025,7,2,1,72.0,0,1
111,F2025,8,2,2,46.0,1,1
111,F2025,9,2,2,66.0,1,1
111,F2025,10,1,2,36.0,0,1
111,F2025,11,1,1,51.0,1,1
111,F2025,12,1,1,83.0,1,1
111,F2025,13,2,1,68.0,0,1
111,F2025,14,1,2,51.0,0,1
111,F2025,15,1,1,62.0,1,1
111,F2025,16,2,1,61.0,0,1
111,F2025,17,2,1,50.0,0,1
111,F2025,18,2,1,47.0,0,1
111,F2025,19,2,1,68.0,0,1
111,F2025,20,2,2,47.0,1,1
111,F2025,21,1,1,55.0,1,1
111,F2025,22,2,1,54.0,0,1
111,F2025,23,2,1,58.0,0,1
111,F2025,24,1,1,56.0,1,1
111,F2025,25,2,1,47.0,0,1
111,F2025,26,2,2,62.0,1,1
111,F2025,27,2,2,48.0,1,1
111,F2025,28,2,2,77.0,1,1
111,F2025,29,2,1,56.0,0,1
111,F2025,30,2,2,44.0,1,1
111,F2025,31,2,2,63.0,1,1
111,F2025,32,2,1,40.0,0,1
111,F2025,33,2,1,63.0,0,1
111,F2025,34,2,2,87.0,1,1
